cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
f,,,,,,c,b,,,b,,,,,,w,,,,v,
x,,,,,,,,p,,,,,,w,,,o,,,,d
,,,f,,,,,n,,,,,,,,,o,,k,,
,y,n,,,f,,,,,?,,,,,,,o,,,,
,y,,,,,c,,,,,s,,,,,,,f,,y,
x,,,,l,f,w,,,,,,,w,,,,,,,v,d
,,,,,f,,,,e,,,k,,,p,w,,,,,
k,,,f,,,,,,,,s,s,,,,w,,e,,,
,y,,t,,,,,w,,,,,,w,,,,,,,g
x,,,f,,,c,,,,b,k,k,,n,p,,,,,,
,,,,,,,b,,,b,,,g,,,w,,p,,,
,,,,n,,,b,,,,s,,,,,,,,,,
f,y,,,,f,,,,t,,,,,w,,w,,p,,,
f,,n,,,,c,,p,,,,,,p,,,o,p,,,
,,,,,f,,b,,,,,,,,,,,,,,
,,,,,,,,,,e,,,,w,,,,e,,,g
,,w,,,f,c,n,p,,b,,,,w,p,,o,,,,d
,,,,n,,,,p,,,s,,,,,,,,,v,
,,g,,,f,c,,,e,b,,,,p,,,,,,,
,,,t,n,,,,,,,s,,,,,w,,,n,,
,,,,,,,b,,,,,s,,,,,,p,,,m
,,,,,f,,,p,t,,s,,,w,,w,,e,,,
f,,,,,f,,,u,,,s,,,,,,,,,,
,y,,t,,,,,,,,,,,,,,,,,,
,s,,,,f,,n,,,,,,p,,,,,e,w,v,
,y,n,f,,,,,,,?,,,,,,w,,e,,,
f,,n,,,,w,,,,,,,,w,,w,,e,,a,g
,,e,,,f,,,b,,,,,,,,,o,e,w,,
,,w,,l,f,,b,,,,,,w,,p,,,,,,
x,,,,n,f,c,,,,,,,p,,p,,,,k,y,
x,y,e,,n,,,b,,,,,s,,,p,,o,,,y,d
,,g,,f,,,,,,,,,,,,w,,,h,,
,f,,,,,,n,,e,,,,,w,p,,,p,n,,
x,,,f,,,,,,,,,,b,p,,,o,,,,
x,,p,f,,,w,,,,,,,,,,,,,,,
f,,,,s,,c,n,,,,,,,,,,,,,v,
,s,,,,,w,,,,,,,,,,,,,n,,
,y,,,,,c,,p,,,,,,,,w,,,,,d
,,b,,,f,,b,,,,s,,e,w,,w,,,,c,
,,,t,,,,b,,t,,,s,p,,p,,o,,,v,
,y,,t,l,,,,,,,,s,w,,,,,p,n,,
,,,,n,,,,,,,,s,,,,,,,,,
,,,,,,,,,,,,,w,p,p,,,,,,d
x,,,f,,,c,,h,e,,,,p,,,,,,,,
,,g,f,,f,c,b,h,,,,,,b,,w,,,h,,
x,s,,,,,,n,g,,b,,s,,,p,,,p,,v,
x,,w,,,,,,h,,,s,s,w,,,,o,,k,,
,,n,,,f,,,,,,,,,,,,,,w,v,
,,,,,,,,n,,b,,,,,p,,o,,,,
x,,,,,,w,,k,,,,,,,p,,o,,,,
,,,,,,,,,,,s,,,w,p,w,,,w,,
,,,,,f,,,,,e,,,w,,,,o,e,n,,g
,,g,,,,,,,t,,,,,p,p,,,,,,d
,,,f,,,,,g,,,k,k,,,p,,,,h,v,
,,,t,,,,b,r,,,,s,w,w,,,,,,,m
x,,,,,,c,,,,?,,,,,,,o,,w,v,
,f,,,,,,,w,,,s,,,,p,w,,p,,,
k,,n,,,f,,,,,,,,,w,,,,,w,,l
,y,n,t,,,,,,,b,,,,,,w,,,,,
s,,n,,,,,n,g,e,,,,,w,,,,p,k,y,
k,,n,,,,,n,,t,,,,,,p,,,,,,
,,,,,,,,n,,,,,,w,p,,,,,s,
x,,,,,,c,,w,,b,s,,,p,,,,,,y,d
,,,,,,,,,,,s,,,,,,,,,,g
,s,n,,n,,,,y,,,,s,o,,p,,,,o,,
,s,,,,f,,,g,,,,,,,,,,,,,
,,,,,f,,,,,,s,s,w,,,,,,,v,p
,y,,f,,,,,,t,,,,w,,,,,,w,,
x,,,t,,,,b,,t,,,,,,p,,,,,y,
,y,,,f,f,c,,,,?,,,p,,,w,o,,,,
x,,g,,,,,b,u,t,,,,,,p,w,o,p,,,d
,s,n,,,f,,,k,t,,,s,,,p,w,,e,,,
,,,f,n,,w,,,,e,,,,,p,,,e,n,,g
,,,f,,,,,,,,,,p,,p,,,,,y,p
f,,,,a,f,,,,,,,s,w,,,w,,p,,,
,,,,,,w,,,,,,k,w,w,,w,,,,n,
,,,,,,,,b,,,,,,,,,,e,w,v,
,f,,,,,,,,,,k,k,,p,,w,o,,,,
,y,e,,,,c,n,,t,,s,,p,,,w,o,,w,,
,f,g,f,n,,,b,,,?,,,w,w,,,t,,,n,
,,g,,,,c,b,,t,b,s,,,,,,o,,,v,d
,,y,t,a,,,b,,,,s,,,,p,,,,,,
,y,,,,,,,,,,,,,,p,,o,l,,,p
,,,,,,,,,,,,,w,,p,,,,n,,
f,f,,,,f,,,,t,,,,p,p,p,w,,p,,,
,,,f,,f,c,,,,,,k,,,,w,,l,,,
f,,n,,,,,n,,,?,,s,,w,p,,o,e,w,,p
,,y,,f,,,b,p,,,,,,b,,w,,,,y,
f,f,,,n,,w,,,t,,,,,w,,w,o,,,,
f,,,f,s,,,n,,t,,,k,w,w,,,,,,,
f,,,,f,,,,,,b,k,,,,,,o,,h,,
x,,,f,,,,,,,b,,,,,p,w,,l,,,
,,,,,,,,,,,,,w,g,,,o,,,,d
,y,,t,n,,,,,,,,,g,g,p,,o,,k,,
,,y,,,,,,k,,,,,,w,,,o,,,n,g
,y,e,,y,,,,,t,,,,w,,p,w,,,,,
x,,e,,,,c,,,t,,,,,,,,,,,,
,y,n,,,f,c,n,,,?,,,,,,w,,,,v,
,,g,,,,,,,,b,,,b,,,,,,,,
,y,n,,,f,,,,,,s,k,,,,,,e,w,v,
,,,,,,,,,t,,,,,,p,,o,,,v,
x,,,,,f,c,n,,,,,,,w,,,,f,,,
x,,,,y,,c,,,,,s,,,,p,w,,e,,,
,y,n,,,,c,n,,,,k,,,,,,,,,,d
,,,,,f,c,,,,,,,b,,,w,,l,,,p
,,,,n,,w,b,,,?,,,,,p,,t,,,,
,y,y,,,f,,b,,,,,,,,,w,o,p,n,,
x,,w,f,,f,,b,,,,,,w,,,w,,,,a,g
,s,,,,f,,,,,b,s,,w,,p,,,,,,
,,e,,,,,,,t,?,,,,,,,,,w,v,
,,p,f,,,,n,,,,,s,w,,,w,,,,,d
,,,f,,f,c,,,,b,,,,,,w,,l,,,
,,n,,,,,,,,,,,g,w,,,o,,,,
,,,,,,,,,,b,k,,,b,,,,,,y,
x,,,,n,,c,,,,?,,f,,,,,o,,,,d
,s,,,s,,,n,,,,k,,,w,p,,,e,,v,
,,,,f,,c,,,,,,,,,p,w,,,h,,
,y,g,f,,,,,,,,,,,n,,,o,l,,,
,,n,,,f,w,,,,,s,,,n,p,w,,,,v,
f,y,,,,,,,,e,,k,,,,,,o,l,,v,g
,,,,n,,c,,,,,s,s,p,,,w,o,p,,,d
,y,,f,,,,,,,,,,,,,,,l,,,
,,n,,,,,,,t,b,s,,,,,,,p,n,,d
,s,n,,f,,,n,,,,k,k,w,w,,,o,,,,
,y,e,,f,,,n,,,,,,w,,,,,,,,p
,,,,n,f,,b,,,,,s,w,w,,w,,,,v,g
,s,,,a,,,,n,e,,,,w,w,p,,o,p,,,m
,,,,,,,,p,,,,,,w,p,,,,,,
,,n,t,,,c,,,,b,,,,,,,,,k,,
f,s,,,,,,,,,b,,,,,p,w,,,w,y,
f,,,,,f,w,,,t,b,,,,,,w,,,,,d
,,y,,a,,c,,,,,s,,,w,,w,,p,,s,
,,,t,,,,,,e,,s,,,w,p,,,,,y,
,f,n,,,,,b,,t,b,,,,g,,,,,k,v,
x,f,,,n,,w,,k,,,s,,,,,,o,e,n,,g
,,,,c,,,n,n,e,b,,,,,,,o,p,,,
x,f,y,f,,f,,,,,,,,,,,,,l,,,
,,,f,n,,,,p,t,,,s,w,,,w,,,,s,g
,,y,,,,,b,,e,,,s,w,w,p,w,,,,,
x,y,,,,,,,,t,,s,,p,p,p,,,,,v,d
,,,,,,c,,,e,?,,s,,o,,,,,,v,
,s,n,,,,,,,,,,,,,,w,,,,,
,f,,f,,f,,,,e,e,,,,,,w,o,p,n,,u
,,,,,,c,b,,,,,,,,,,,,r,,
,,,f,n,f,,n,,e,,,,y,,,,,e,w,,l
,,,t,,,,b,e,,?,,,,,,w,t,,w,c,w
,,,f,,f,,,,,b,k,,,n,p,,,,,,
x,,,,,,c,,p,,,,,,w,,,,,,,
,,,,,f,,,,t,,,s,,,,,o,p,,,
x,,y,,,f,,,,,,,k,b,n,p,w,o,l,,,
,,,f,,f,c,,,,?,k,,w,w,,w,,e,w,v,
,,,f,f,,,,,,,k,,,,,w,,,,v,
x,,,,,,,,w,,,s,s,w,,p,,,,,,g
,,,,,f,,,,t,b,,s,,w,p,,,,n,,d
,y,,,,f,,,,,,,,,,p,,,,,,
,,,,,,,,,,b,,,,,,,o,p,,,d
f,f,,t,,,c,b,,,b,,,,,,,,,n,v,
,s,,,n,a,,,,,,,,,o,,,o,,b,,
,,n,f,,,,,b,,,,,,,,,,e,,,
x,,p,t,,,c,b,w,,,,s,,w,,w,t,e,w,,w
x,,,,,f,,b,,e,b,k,,,,,,,,,,g
x,,,,c,f,,,,e,,,,,w,,,,,k,s,
,s,,,,,,,,t,?,,k,,,,,,,,v,
f,y,,,,f,c,,,,,k,,,,,,,e,,v,
,s,b,t,f,,c,,,,,f,,w,,,,,,,v,g
,f,,t,,f,,,,,,s,,,,,,,p,n,,
x,,n,,,f,c,,w,,,,,,g,,,,,,,d
,,,,,,c,,h,e,,k,k,b,,,,o,,,,
,,y,,,f,,b,,e,c,s,s,,w,p,,,,n,,
,,,,n,,,,k,t,,,,,,,,,,,,
f,,,f,,f,c,,,,,k,s,,,,,o,e,w,v,
x,,,,,,,b,,,,,,p,,,,o,,k,,d
,,g,t,,,,b,n,t,b,s,,,w,,w,o,,k,y,d
,,,,y,f,,n,,,?,,,,,,,,e,w,,
,,,,,,,,,t,,,s,w,,p,,,,,,
,f,,,,,,,,t,b,,,,w,,,,,,v,d
,,e,,,f,,,,,,s,,,,p,w,,,,v,
,,,,,f,,,p,,,,,w,w,p,,o,e,k,,
,,e,,,,,,,t,?,s,,w,,p,,,e,,,
f,y,e,,,,,,b,,,,,,,,,,,,,
x,,,,,,,,,,,,,,w,,,,,,s,
,,,t,,f,,b,,,,,,p,,p,w,,,,v,
,f,g,f,,,,,,,b,,,p,b,,w,,,,,
,,e,,,,,,,,?,,,,p,p,,,e,,,
,,g,t,,,,,n,,b,,s,,g,p,,o,p,,,
f,y,e,,,,c,n,b,,,k,,,,,,,e,w,v,
,,,f,,,,n,b,,,,k,,p,,,o,,w,,
,,,,n,,,,n,e,,s,,w,w,p,,o,,,,
,,n,,,f,w,,k,,,,f,,,,w,o,,,,
k,,,,,f,,,,,,,,p,w,,,,,,,
,,,,,,,,n,t,,,,,,p,w,o,,,s,
x,,r,,,f,,,,e,?,,f,,,,,,,,v,
,,y,f,,,,,p,e,b,k,k,,n,p,,,,,,
,,,f,,f,,,h,,,,,p,,,,,,h,,
x,,n,,n,,,,w,t,,s,,p,,,w,,,n,,
x,,n,,n,,,b,,,,,,,,,w,o,,,,
,s,y,,l,,,,,,,s,s,,,p,,o,,k,n,
,s,b,,,,,b,,,,,,,,p,,o,,h,v,g
,,,f,,,c,,,,,,s,,w,p,,,,,,
f,,,t,,,,,,t,b,s,,,w,,,,,k,,d
,y,,,f,,,n,b,t,?,k,,p,,,w,,,w,,p
,,w,f,,,w,b,,,e,,,w,,p,,,,,,
f,y,,,,f,c,b,,,,,,,,,,,,w,,
,s,,,,,c,,,,,k,,,,,,o,,w,v,
,,n,,,,,,,,,s,,w,,,,,,,,
,,,f,,,,,h,t,,,,w,,p,,,e,,,g
x,,,,n,,,,,,?,s,,,,,,,,,,
,y,n,,n,,,b,w,,,y,,,n,,w,t,,,,
,,,f,,,,,,,,,,p,,p,,,,,v,
,s,,t,,,,,h,,,f,f,,,,w,o,,,,
,y,y,,l,,,,,,r,s,,,,p,,,,,y,
f,f,,,,,,,,,,,s,p,,p,,,,,,d
f,,g,f,,,,,p,,,,f,,,,,o,e,,,
,,,,,f,,,p,e,e,s,,,,,,,,,,
,,,,f,f,c,n,b,t,,k,,p,w,,,o,e,,v,
,y,,,,f,c,,,,?,,k,w,,,,o,,,,
,,,,,,,,,,,s,s,,,p,,,,k,v,
,,,,,a,c,,y,,,,s,o,,,,,p,o,,l
,,,,,,,b,w,,,s,,w,,,,,p,,,
f,y,,t,n,,,,,,b,,,p,,p,,o,,,,
,,,,f,,,b,,,b,,k,n,,,w,o,l,h,,g
,,n,,f,f,c,,b,t,,,s,p,,,w,,,,,
,f,,f,,,,,p,e,,s,k,,,p,,,,,s,
,,,,,,,,n,t,,,s,,,,,,p,,,d
,,,t,n,,,,,,b,s,s,g,w,p,,o,,,,d
x,,,,,,,,,,,,k,,,p,w,,,,,
,s,,,n,a,,,,,,,,o,,,,o,,,v,
x,y,,,,f,,,,,b,s,f,,,,,,,w,,
,f,e,,n,f,,b,,,,s,,,,,,o,,k,,
k,,n,,,,c,n,b,,,,,,,p,,,,w,,
x,,n,f,s,f,,,b,t,,,,,p,p,w,,e,,v,l
,y,c,t,n,,,b,,,b,,,,,p,,,,,,
,s,,,,,,,,,e,,,,,p,,o,,,a,
,s,,,f,,,,,t,?,,k,,,,,,,,,d
,,,f,,,,,,e,b,,f,,n,,,,,w,,l
,,,f,,,,,,,b,,k,p,,,,,l,,,p
,f,,f,,,,,h,,,s,,w,w,p,w,,e,k,,
f,,,,,,,,e,,?,,,,w,,,,e,w,,
f,,,,,f,,,,,,,,w,,,,,,k,s,
,,,,,,,b,,,e,,,,,p,w,o,,,,g
,s,n,,,,c,b,,e,,s,,w,w,,,,e,,,
,,,,,f,,b,,,e,,,,,,,,e,,,g
,,,t,,f,,,,,?,,s,w,,,,,e,,,
,,,,,,,b,,,,,,w,w,,w,,p,,,g
,,,,,,c,b,,,,s,s,,w,,w,,p,,n,
,s,,,,,w,b,,,,,,,,,,o,,,,g
,,,,,,w,,p,t,,s,,,,,,,,k,,
x,,,t,,,c,,w,,?,s,s,,,p,,,e,,c,
,s,,,,,,b,,t,,f,s,,,,w,,e,,,
,,,,,,c,,u,,,s,,p,,,,,p,,y,
x,,n,,p,,,n,,,,,,,,,,,p,k,v,g
,,,t,,f,,,,t,b,s,,,,,,,p,u,,
,,,f,f,f,c,,,e,,k,,,,,w,o,,,y,
,,,t,,f,c,,,,,,,w,w,,,o,,,v,
k,,n,,,,,,,,?,k,s,,,p,,o,e,,,
,,,,n,,c,b,,,,s,,,w,p,w,,p,n,,d
,,,,,f,c,b,,,,,s,,,,w,,,k,y,
f,,,t,a,,,,n,,,,,,,p,w,,,n,,
,y,,t,,,,b,u,,,,,,,,,,,,,
,,e,,,,,n,,t,,k,k,p,,p,,,,,,
,,n,,f,,c,,,,?,,,,w,,,,,,,
,f,,t,,,w,,,,,,,,w,p,w,,,,,
,,,,,,,,,,,,,g,,,,,p,k,,d
x,y,n,,n,,,b,,t,,,,,g,,,,,n,y,d
,s,,,,,,b,,,b,,f,w,,,w,,,,,
,,,,n,,,,,,b,s,s,,,,,o,p,,,d
,,e,t,,f,,b,,t,,s,,,,,,o,,,,d
,,,,,,c,b,p,t,b,,,w,,p,,,,,,
,,n,f,,,,n,,,?,,k,p,,,,,,w,,
f,,,,f,f,,b,,,,,,,,,,,l,h,,
,y,n,,,,,,,,r,,,,w,,,,,,s,
,,,,y,,c,n,,,,,k,,p,p,,,e,w,,
,,e,t,n,f,,b,p,,,,,p,,p,w,o,,,v,
x,,,f,,,,,,t,,k,,,,,,,e,w,v,
,,,f,,,,,b,,?,,,w,,,,o,e,,,
x,s,e,,,,c,,b,,,,s,w,,,,o,,,,
,,w,,,,,b,,,,,,w,w,,,,,,,
,y,,,,f,,n,,,,k,,p,p,p,,o,,,,
,,n,,,,,,n,t,,,,,w,p,,,,,,
f,y,,,,,c,b,u,,,s,,p,,,,o,,,,
,,,f,n,f,,,,,,,f,,,,,,e,,,g
,s,,,y,,,n,b,,,,,,,,,,,w,,d
,,,f,,,,n,,,?,,k,w,,,w,,,,v,
,,,t,,,c,,w,,,,,,,,w,,p,k,,
b,,,,l,,,,,e,,,,w,,p,,,,n,,m
,,,,,,,,,t,,s,,p,,,,,p,n,,d
,,g,,,f,,b,,t,,,s,,,,,,,,s,g
,y,y,,,,c,b,n,,,,,,,p,w,,,k,,
,y,,,,,,,,,c,,,c,c,,,,,,c,
f,,,,,,,b,,,,,,,g,,,o,,k,,
,f,w,,,f,w,b,k,t,e,,,,,p,w,,,,,
,s,,,n,f,,,,,?,,k,,,p,w,t,p,,n,
,,n,t,n,,c,b,u,,b,s,,,,,w,,,,,
,f,w,f,,f,,,u,,,,,,w,,,,p,n,,d
,f,,t,,,c,,u,,b,s,,p,,,w,,,,v,d
,s,w,,a,f,,,,e,,,,w,,,,o,,,,
,,g,,,,c,b,,t,,,,,,,,,,,,
,f,,f,,f,,,,,,,,,b,,w,o,l,,,p
,,w,,,f,w,,,,,,,,,p,,o,,,,
,,,,n,f,c,,,,,,,,p,,,o,,k,,
,,,,,,,,,e,,s,s,,w,,w,o,,,v,u
,,,,f,,c,,,,,,,,p,,w,o,,,y,
,,,,f,,c,,,e,,,,b,,,,,l,,,g
,,,,f,,,,p,t,,f,f,,,,,o,,,v,
,,,,,,c,,,,,,s,,,,w,o,p,,,d
x,s,,,,f,,,p,t,,,s,w,w,,w,o,,,,u
,,,,n,,,b,,,b,,,p,,,w,,p,n,,
,,,,,f,c,,n,,,s,s,g,,p,,,,k,,
f,s,,,,a,c,,o,e,,,,o,o,,,,p,y,c,
,,,,,,c,b,,t,,f,,,,p,,,,h,,
,,,,l,,,,,,,,s,w,,,,,,,,m
,,,,f,,,b,,,b,,k,,n,,,,,,,
,,n,,,f,c,n,b,t,,k,,,p,p,w,,,,v,
,,,,,f,c,b,,e,b,,,p,,p,w,,,h,,
k,,,,,f,,,b,,,,,p,,,,,e,,,l
k,y,,,,,,,,,,s,s,,,,,,,w,,d
,,,,s,,,,,,,,s,,p,p,w,o,,w,,
,f,,,c,,,,,e,b,,,,,,,o,p,,,
,,,,,f,,b,,e,,,,p,,p,,,,,v,
x,,,,,f,c,,,,,,,b,,p,,,l,,,d
,y,,f,,,,,,t,,k,k,,,p,w,,,,,
,,n,f,,,c,n,b,,,,,,,p,w,o,,,,
x,y,,t,,,,,,t,,,,,,,w,,,k,,d
,,,,,f,,,,,,s,,,,,,,,,,
,f,,,,,c,,w,,,,,,,,,,,w,,d
,,,f,,,,,,,,,,,,p,,,,h,,
,,,f,f,,,,,,b,k,,p,p,p,,,l,,,
,,,,n,,,b,w,e,,,s,,,,,t,,,,
,y,,,,,,,,,c,,s,w,,,,,,k,,
,,g,,,f,c,,,e,,,,,n,,,,,h,,
,y,,f,,,,b,,,,,,b,n,,w,o,,,y,
,,,f,,f,c,,,,,,,,,,,,,,,l
,,,,,,,,,e,b,,,,b,,,,l,,y,
,,n,,,f,,,,,,s,,,p,,,o,,,,d
,,p,,,,,,,,b,,,,,,,,,,,
x,,g,,,,c,b,,e,,,,,p,,,o,,,v,
k,,,f,y,,,n,,t,,,,,w,,w,,e,,,d
,,g,,f,,,,p,,,,k,,p,,,,l,,,
,y,g,,,,,,,,,,s,,,p,,,,n,v,
,,b,t,f,,,,,,b,,,,,,w,,,,,
x,y,g,t,,f,,b,,,b,s,,g,,,,o,,,,
f,f,,,,,c,b,p,e,,k,,,,,w,,l,,,
,,,,,f,c,b,,e,c,,,,w,,,,,,,
,,,,,,,b,p,e,,,y,,,,w,,,,,
,,,,,,c,,,,,k,,,,,,,,w,v,
x,,,,,f,,,,,?,s,,w,,,,,,,v,d
,,,,,f,c,n,,t,,,,p,w,,,o,e,,,
,s,,f,,,,,o,,,s,,,o,,,,p,,,l
,y,,,,,,b,,,c,s,s,,w,p,,,,,,m
,,,,s,,c,n,b,,,k,,,,,,,,,,
c,y,,t,,,w,,w,,,s,s,w,,,,o,p,,,l
,,,,l,,c,b,,,,,,,,p,,,,n,,m
,y,,,,,,,b,,?,,,w,,,,,,,,
,f,g,t,,f,,,,t,b,,,g,p,p,w,o,,,,d
,,,,,,,b,,,e,,,,,p,,,,,s,
,s,,t,,,c,,h,t,b,s,,,,p,,o,p,,,
,,,,f,f,c,b,,,,,,b,,,,,,h,,
b,,,t,,,c,b,,e,c,,,,,,,,p,,,
k,g,,,,f,w,,w,,,s,,,,,,,,,c,l
,,,t,,,,b,,t,b,s,s,g,w,,w,,,,,
,y,e,,,,,,,t,,,,,,p,,o,,w,v,
,,,t,,f,c,,p,,,,,,w,,w,,,,,u
k,y,n,,,,,,b,,,,,,,,w,,e,,,
x,,,f,c,f,,n,,e,,,,w,,,w,,,,s,
x,,,,,,,,,,b,,,,,,w,o,p,k,,
,,,f,f,,,,,,,s,,,w,,,,,w,,d
,,,,n,,w,,,,,,,,,,,,,w,s,
,,,,,,c,,,,,s,,,,,w,,e,,,
,,,t,,,c,b,p,t,,,,,,,,,,,v,
,y,y,,,f,,,,,,s,,,,,,,,,,
f,y,,,,,c,,,,,s,,,,p,,,,,,
x,s,,,,,,,,,,,,,,,,,e,w,v,d
f,,g,,n,,,,,,,s,,,,,w,,,,,g
,,,,,,,,b,,,s,k,p,p,,w,,,,,
k,,,,n,,,,w,,,,s,,,,w,o,,w,v,l
,f,,,,,,,g,,,,,,,,,,,,,g
,,,,s,,c,n,,t,?,k,k,,p,,,,,,v,
,,,,,f,,,,,,,,,,,w,,,,y,d
,,g,t,,,,,,t,b,,,,,,,o,p,,,
,,g,f,,,,,p,,,,,w,,p,,,e,,a,
,,,,a,,c,,,,,,,,w,,,o,p,,,
,,,f,f,,c,,,t,,s,,w,w,,,,e,,,p
,,,t,,,,,,,,,,g,,,w,,,,,
,y,,,,f,,,,,,,,w,w,p,,,e,,,
k,y,,f,,,,,b,,?,k,,w,,p,,,,,v,
,,y,,,f,,,,,,,,n,,,,,l,,v,p
f,,,,,f,,,h,,b,,,,,,,o,,h,y,
f,,n,,n,,w,,p,,,,,,,,,,,,s,
,,,,n,,,n,p,,e,s,,,w,,w,,,,,
,,p,,n,,c,b,,,,,s,,,,w,,e,w,,w
,,,,f,,c,,,,?,s,,w,,,,,,w,v,d
,,,f,,,c,,,e,b,,,n,,,,,,h,,
,y,,,l,,,,,e,,,,,,,w,,p,,n,
k,,,f,s,,,,,,?,,k,,w,,w,,,,v,
,,,t,,,,,w,t,,,,w,,,,,,,,
,,n,,,,,,n,,,,,,o,,,,,b,,
,,,,a,,,,,,,s,,,w,p,w,,,,s,
,,,,,f,w,b,g,e,,,,,,,w,t,,w,,
f,y,,,,f,,b,,,,,s,w,w,,,,,,,d
,,y,,,,,b,,,,,k,p,,,,o,,,y,
,y,,,n,,c,,,,,,,,w,p,,,,,v,
,y,,,n,f,c,,,,,s,,,,,w,o,p,k,,
f,,,f,f,f,c,,,,b,,,b,,,w,,,,y,
,,,,,f,,,,e,,,,,w,p,,,p,k,v,
,,w,,n,f,,,,e,,,f,w,w,,,,f,h,,d
,,n,t,,f,,b,,,,,,,,p,,,,,,
x,y,,f,,,,b,p,,,,,,,p,,o,,,,g
,,,t,p,,c,,w,,,,,,,p,w,o,,n,v,
,,g,,,,,,,,,,,w,w,p,,,,,,g
,,,,s,,,n,,t,,k,,,,,,o,,,v,l
k,,n,f,s,,,n,,,,,s,,p,,,,,w,v,
,,,,,,,b,,,,s,s,o,,p,,,,o,,l
,,,,,,,,,,?,,k,w,,,,o,,w,v,
,,,,,f,,,,,,,,,,p,,o,e,,,p
,y,,t,,,c,n,,e,,,s,w,,p,,,,,s,
,,,,n,,,b,,t,,,,g,,p,,o,,n,,d
,,,t,,,,,,t,,,,,p,,,o,,k,,
f,f,,,n,,c,,,,,,,,,,,,,,,
f,,,,,,,,,,,,k,w,,,,,e,w,,p
,,,,,f,c,,b,t,,,k,p,,p,,,,,,d
,f,e,,n,,,,,,,,,g,g,p,,o,p,,,
,,,,,f,,,b,t,?,,,,,p,w,,,w,,d
x,,,,l,,c,,,,,s,,,,,,o,,,,m
,,,t,,,,b,,e,,,,,,p,w,,,,,g
,,,f,,,c,,,,,,k,,,p,,,,,,
,,,,,,,,,t,,,,p,p,,w,o,e,,,
x,y,,,y,,,,,t,,,,,,,,,,,,
,,,,,,,,p,,,s,,,,,,,,,,
f,y,,,,f,,,,,,,,w,w,,,o,,,,
,,w,,,,,,w,,b,,,w,,,w,,,,,m
,,,,,,,,u,,,s,,,w,,,o,,,,d
,,,,p,,c,,,,,,,w,,,w,,,,,
,,,,s,,,,b,,,k,,,,,w,,,,,
f,,,f,,,,,,,,s,,,,p,,,,w,,
k,,,,,,c,,,t,?,,,,,p,,,,w,,
x,,,,,f,,,h,e,b,k,,,,,,,,,,d
,,,,n,,c,,,,,s,,o,,p,,,,,,
,s,n,f,,f,,n,,,?,,,,,,,,,w,,
k,f,,,,,,,,,,,k,,w,,,,,w,,g
x,,,,f,,,,,,,,,,p,,,,,,,
,,,,,,,,,,?,,,p,w,,,,,,v,l
,f,,t,n,,,b,n,,,,s,p,,,w,,,,v,d
k,,,,y,f,c,n,b,,,,k,,,,,,,,,
x,,,,,f,,,,,,,,,,p,,o,,,,
,,,t,,f,,b,,,b,,,,,,,o,,,,
,,n,,f,f,c,,,t,?,,k,w,,,,o,,,,p
,,,f,f,f,,,,t,?,,,,w,p,w,,,,v,
,,,,n,,,n,k,,e,,s,,w,,,,,,,u
,,,,,,,,n,,,,y,,,p,,,,,,
,,,,y,f,,,,,,,,,,,w,,e,,v,
k,,,,f,,,n,,,,,,,,p,,,,,,
k,,,,y,f,,,,,,s,,,,p,,o,,,,
,,,,,f,,,,,,,,,p,,,,,,,
f,,,,,,c,n,,,,s,s,w,w,,,o,,n,v,
,,,,,,c,b,,,b,,,,,,,o,p,,,
,,,,l,,,,,,,s,,,,,w,,p,,,
,,,,,,,,,,,,k,,,,,,,,v,
,,y,f,,,,,,,,,,,b,p,,,,h,,p
,,e,,,,,,,,,,,w,,p,,,,,,
,,,f,,f,,,,,,,,b,p,p,,,,,,
,y,r,f,n,,,n,,,,,,w,,,,,,h,y,
,,,,,f,,,,,,,,p,,,w,o,,,,
,y,,,n,f,,,,,,,,,,,w,,,,,
,,e,f,,f,,,,,,s,k,,,p,,,,w,v,
,,,f,n,,,b,,,,f,,,,p,,,,,,
,,,,n,f,,,,t,,,,w,w,,,o,,n,a,g
,,,,,,,,,t,,s,s,,,,w,o,p,,,d
,,,,,f,c,,,,,,s,p,w,,,o,,,v,
,f,,f,n,,,,,t,,,,,,,,,,,,g
,f,,,n,f,c,n,,,e,,,w,w,,w,,,,,
,f,,f,n,f,w,,,,e,,f,,,p,w,,,,,g
x,y,,,,,,b,,e,,,y,,,,,t,p,,,
,,g,,,f,,,,,,,k,,b,,,o,l,,,g
,,g,f,,,,,p,e,b,k,k,n,,p,w,o,,,,
,,,,y,f,c,n,,t,,,,,,,,o,,,v,
,,,t,,,,,,t,,,s,w,w,p,,,p,,,u
,f,p,f,c,,,,,,b,,s,,w,,,,,,,
,y,,t,,f,,b,,,,s,,w,w,,w,o,p,,,
,,,,n,,,b,,t,,,,,,,w,,e,,,
f,,,t,p,,,n,n,e,,s,s,,w,,,,,,v,u
,f,,,,,c,,,,b,s,s,w,w,,,,,,y,
f,s,g,,,,,b,,,,,,w,,,,,,n,,g
,y,e,,,,c,n,,,,s,,,,p,w,,e,w,,
x,,,t,,,,,,e,e,,,,,,,,,,,u
