cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
x,,,,s,f,c,,,,?,s,k,p,,p,w,o,,w,,l
,,,f,,f,c,,,t,,s,s,,,,w,,e,w,,p
k,,e,f,s,,,,b,,?,,k,w,w,p,w,,,,v,l
,s,b,,,f,,,w,t,b,,,,w,p,,o,p,h,s,g
k,,,,,f,,,b,,?,,s,,,,w,o,,,,l
,s,,f,c,f,w,,,e,,s,,w,,,w,,,,,d
,f,n,,,,,,p,,b,,,w,p,p,,o,,n,y,d
f,f,,t,l,f,w,,,t,b,,s,w,w,p,,o,,u,,
x,,p,,c,,c,,p,,b,s,s,,w,,,,,,,d
,,,f,s,,,n,b,t,?,s,,p,,p,,o,e,w,v,
b,,n,f,n,,,b,,,,,s,,o,p,n,o,,n,,
b,,,,,,,b,w,,?,,,,w,,w,t,p,w,,g
x,,,f,,,c,,,e,,k,,n,p,p,,o,l,h,,
,,e,,s,f,,,b,t,,,k,,w,p,w,o,,,v,
x,,w,,p,f,c,n,,,,,,,,p,w,o,p,k,v,g
,y,n,,f,,c,n,b,t,?,s,,w,,,,,e,w,v,d
,,e,,n,f,,b,w,t,,s,,p,p,p,w,o,p,k,,
,s,w,,l,,w,,p,t,b,s,,,,,w,o,,,,
x,f,g,,,,,b,,t,e,,f,,,,w,,,,s,
k,y,n,,,f,c,,,t,?,s,,w,w,p,,,,w,,
,,u,,n,f,,n,,e,,s,,,w,p,,,f,h,y,
x,,y,t,l,f,w,,w,,b,s,,w,w,,w,o,p,,,d
x,f,,,,f,c,b,,e,,,,p,p,p,,,,h,,
k,y,,f,,,c,n,,,,s,,,p,p,w,,e,,,
x,y,w,t,,f,c,,,,,,,,,p,w,o,p,,n,
x,y,,f,,,,b,p,e,,,k,b,,p,,,,h,v,d
,,,t,n,f,c,b,p,,b,s,s,,,p,w,o,,k,,
,y,p,,,f,,b,,e,,,,w,,p,,,e,w,c,
f,,g,,,,c,,u,t,b,,s,,w,,,o,,,v,d
,,,t,n,f,c,,,,b,s,,,p,,w,o,p,k,y,d
,y,,t,n,f,,,n,t,b,,,p,w,p,w,o,,,v,d
f,,,,n,,w,b,,,,f,f,w,w,,,o,,k,,g
,f,,f,c,f,,,p,,b,s,s,,,,w,,p,n,,d
,,,t,n,f,c,,,,,,s,,,,w,,,k,v,
,,g,,f,,,b,p,,,,k,p,p,p,,,l,,,p
,,,,,,,,n,t,b,s,s,,,,,,,n,v,
,y,w,t,,,,,n,,c,,,w,w,p,,o,,,,
,s,w,,,,w,,,t,e,s,,w,w,,,,e,,a,g
,y,,t,,f,c,,,,b,s,s,p,,p,,,,,,
x,,,t,,f,,,p,t,,s,,g,,,,,p,,v,
,,e,,f,,,n,b,,,,s,,,,w,o,e,,,l
f,y,n,,f,,c,n,,,,,,,w,p,w,,e,w,,
,,n,,,f,w,b,,t,e,f,,w,,,w,,e,,a,g
,,,f,,,,n,,,?,k,s,w,p,,,,,,,
,,,t,l,f,,,g,,,,s,w,w,p,,,,,n,
x,y,,t,n,f,c,,,,,s,,p,w,p,,o,,k,,
x,y,e,,n,f,c,b,,t,b,s,s,,,p,w,o,,,y,
x,,g,,,f,,b,,,,k,,,,p,w,,,,v,
x,f,,,c,,c,n,,e,b,,,,w,,w,o,,,v,
x,,y,f,f,,c,,p,e,,,,b,,,,,l,h,,d
,s,p,,,f,,,,,,,s,,,,,,p,,v,d
f,,e,f,,f,c,,,,?,,,,,p,w,o,e,w,,
f,s,,t,,,,,,,b,s,,w,w,,w,o,,,v,d
x,,,t,,,c,,p,,b,s,,,,p,,,p,n,y,d
,,,t,,f,,,e,e,?,s,s,,,,,t,e,,c,
,,,,,,c,,,,,,,p,p,p,w,,,,v,d
,,w,,,f,,,,e,,,,w,w,p,,o,p,,,
f,,,,,,,,,,b,,,p,,,,o,p,n,,
x,s,,f,f,f,,n,,t,?,,,w,,p,w,o,e,,,
x,y,y,,,,c,,,e,b,k,k,p,,,w,,l,,,
f,,g,f,,,c,,h,e,b,,k,p,b,,,,,h,,g
,,p,f,,,,n,,,b,s,,w,w,,w,o,p,,,
,s,,,,,w,b,h,,e,s,,,w,,w,,,,,g
,,,,f,f,,,,,,k,s,,,p,,,,,,p
,,,t,,,c,b,n,,b,,,,g,,,,,k,,d
x,s,,f,,f,,b,k,,e,s,,w,,p,,o,,,s,
,s,p,t,,,,,,,,,,w,,,w,t,e,,,w
,,w,f,n,f,,b,p,t,,,s,w,,p,,o,e,n,,g
x,,,,n,,,,,,b,,,p,p,p,,o,,n,,d
x,y,g,,,,c,b,,,,,,,,,w,,l,,,
f,s,,t,n,f,c,b,,,b,,s,,,,w,t,p,,v,
,,,,f,f,c,,b,t,?,,s,,,p,w,o,,w,,p
,f,e,t,,f,,b,,t,b,,,g,g,p,w,o,p,k,v,d
,,n,,,f,c,,,,,k,,,w,p,,o,,w,v,l
f,y,,,n,f,,,,t,,,s,p,w,,w,o,p,k,,
,,n,,,,,,g,,e,,s,w,,,,o,,k,,
,s,n,f,f,f,c,,b,,,,,,,,w,o,,w,,
f,,w,f,,,w,,n,t,,,f,w,,p,w,o,e,n,,
,,e,t,,,c,b,,t,b,s,s,g,,p,w,o,,k,y,
,,,t,a,,c,,,,r,,y,w,,p,,o,p,k,y,g
,,n,f,,a,c,,,,,,s,o,o,p,,o,p,,v,
,,,,n,f,w,,g,e,?,k,,,,,,,p,,,g
k,y,e,f,,f,,,b,t,?,s,,w,,p,w,,e,,,p
f,y,e,,y,f,c,,b,t,,s,,,,,,o,,w,,
,f,e,t,,,c,b,,t,,s,,w,p,,,,p,k,,
x,y,,f,,f,c,,b,t,?,,,p,w,,w,,,,,p
,,,,,f,,,u,t,b,,s,g,,,,o,,k,,
f,,n,,n,,,,k,,,f,,,w,p,,,e,k,,g
f,,,,n,f,w,,,,e,,,,w,,w,,,,a,g
x,,y,f,f,f,,b,,,,,,p,p,p,w,o,l,,y,
f,f,y,t,a,f,w,,p,,,s,s,,w,,,,,,v,
b,,,f,,,w,b,g,,,,,,,,w,,,,,
x,s,e,f,,,,n,b,t,,k,,p,w,,w,o,,,,
x,f,y,,,f,c,,p,e,b,k,,p,p,p,w,o,,h,,
,,,,y,,c,,b,t,,,k,p,p,,,o,,,,
,,,,n,f,,b,g,,?,s,,w,w,p,w,,,,,g
f,f,g,t,,f,,,,,b,s,s,,p,p,,o,,n,v,
,,y,t,,f,,b,,e,c,s,,w,w,,,,p,k,,
,y,y,,,f,,b,,e,,,,b,,p,,o,,,y,p
,,w,t,,,,,,e,e,s,s,w,w,,w,o,,,s,
f,f,,,n,f,,,,t,,s,,p,,,,,,n,,
,,g,f,,f,,,,e,b,k,,,b,,,,l,h,v,
f,,n,f,f,f,,,,,,,,,w,,,o,,w,v,
,,y,,,f,,,,,b,k,k,,,,,o,,h,,g
,,,,n,f,w,,n,t,,s,,w,w,,w,,e,,,
f,s,,f,,,,,b,,?,k,k,,w,p,,o,e,w,,
,,,,,f,,b,,e,b,,k,n,b,p,,,,h,y,
x,y,,,f,,c,,g,e,,k,,,,p,,o,l,h,,
f,y,,,n,f,,,p,t,,s,,,,,w,,,n,,d
,y,g,,,,,,,t,b,,s,g,,,w,,,k,,
,s,y,t,,f,c,,k,e,,,s,,w,p,w,,p,,n,
,y,,f,,,,n,,,,,,,p,,w,o,e,,,d
,y,e,,f,,,n,b,t,,s,s,,w,p,,o,e,,v,d
f,,,f,y,f,c,,,,?,s,,,w,,,,e,,,
,,,,,,c,,,,,,,b,b,p,,o,l,h,v,p
x,,,f,y,f,c,,,,,,k,,w,,,o,,w,v,l
,s,b,,f,,,b,p,,,s,f,,,p,w,o,p,,v,g
,y,,,,f,,n,w,e,?,,f,,,p,,,,,,d
,,,f,,,,n,,t,,s,,w,,p,w,,e,w,,l
x,,,,y,f,c,,,,?,,k,,w,,,o,e,,v,d
f,,,,,,,b,h,,b,k,k,b,b,,,,,h,v,
k,,,,n,,,b,,e,?,,s,w,,,w,t,p,,,
x,,,,,,c,,w,e,r,s,y,,,,w,o,p,,s,g
,s,,f,,f,,b,,t,e,f,,w,w,,w,,,k,,g
f,,,,,f,c,b,,t,b,s,,,w,,w,o,,h,,g
x,,e,f,s,f,,,,,,s,,p,,p,w,o,e,w,v,p
,s,p,,,,c,,,,b,s,s,w,,,w,,,,,
,y,,,f,,,,,,b,k,k,,,,w,o,l,h,y,d
,f,n,t,n,f,,b,p,t,b,s,,g,,p,w,,p,,y,
,f,,,f,,,b,g,,b,k,k,b,,,,,l,,,
x,y,w,f,n,,,,,e,?,,f,,,p,w,o,,h,y,
,s,,,s,f,c,,b,,,,s,p,w,p,,,,,v,d
,,,,,,,,p,,,,k,p,,,,o,,h,v,d
f,y,g,,,f,,b,g,,b,,k,,n,p,w,,,h,,
,y,,,n,f,w,n,,,b,s,,w,n,,w,o,,w,,l
f,,,f,f,,,,g,e,,,,,,p,,,l,,v,
,,n,t,n,f,c,,,t,b,,,,g,,,,p,k,,d
f,,y,,f,,c,b,,e,b,,,,b,p,w,o,l,h,,
,f,n,,n,,c,,n,,b,,s,,,,,,p,n,,d
k,,,,f,,,,b,,?,,k,,,,w,,e,,v,l
f,,e,f,,f,c,n,b,t,?,,,,p,,,,e,,,p
,y,,t,,f,,,,e,,s,,,w,p,,,p,,v,g
,s,w,t,a,f,c,,n,e,c,s,s,,w,p,w,,,,,m
,f,,f,n,f,w,,,t,,,f,w,w,,w,,,,,g
f,y,n,t,n,,,b,u,t,b,s,,g,,p,,,,,v,
,,,,n,,c,,w,,b,,y,n,n,,,t,,w,,
,s,y,,,f,,,,t,,s,s,,,,w,,,,v,
,,y,t,,f,,b,,,c,,s,w,w,p,,,,,s,m
f,,,t,,,,b,,,r,s,y,,w,,w,,p,k,y,
,,,,,f,,b,,t,b,,,w,,p,w,,,,v,d
,,w,,,f,w,b,k,,,,,,,,,,e,,,g
,,g,f,,,w,,,,b,s,s,w,,,w,,,,s,d
x,,y,f,f,,c,,,,,k,k,n,p,p,w,o,l,,v,
f,,w,f,n,,w,,p,,e,,,w,w,,w,o,,k,,
b,y,,t,a,f,c,,,e,c,,,,,p,,,,k,n,m
,y,,,s,f,c,n,b,t,,,k,,,p,w,o,,w,,
f,s,,,n,a,c,,y,,,,s,o,,,n,,,y,v,
f,s,,,n,f,w,,k,,e,,,,w,,w,o,e,,s,
x,,,,,f,,n,,,e,,s,,,,,,p,n,,u
,,p,t,n,f,c,,,,b,s,,w,w,,w,t,p,,,m
k,,,,,,,n,,,,,,,,,y,o,e,,,l
f,,,,n,f,,,e,,?,s,,,,,w,t,e,w,,
,,,,,,,b,,e,,k,k,,,p,w,o,l,,,
x,,y,t,,,c,b,,e,r,,,,,,,o,p,,s,p
,,n,t,n,,c,b,p,,b,,,w,w,,w,o,p,k,,
,,,f,,f,c,,,e,b,,,b,,p,w,,,h,,g
f,,e,,,f,,,b,t,?,,,w,,,,,,w,v,l
f,,g,f,f,,,,g,,,,k,,,p,w,,l,,,p
x,,,f,,,,b,,,,s,s,w,,,w,t,,w,,
,y,,,,,,,,,b,,s,,w,,w,o,p,,,d
,y,,,n,,c,b,,,b,s,s,p,,p,w,o,,k,v,d
x,,e,,n,,c,b,,t,,s,s,,w,p,,,p,,,
f,,,t,n,,c,,u,t,b,s,,,,,,,p,n,v,
,s,n,,n,,,,,e,?,s,s,,,,o,o,,,c,l
k,y,n,,s,,,n,b,t,,k,s,w,p,,w,,e,w,,
,y,,,n,f,c,,,,?,,s,,w,,,,e,,,
,y,,,,,c,b,,e,,,,,,p,w,o,l,,,g
x,,p,f,,,w,n,,e,,,,,w,,w,,p,k,,
x,,n,f,y,f,c,,,,?,,,,,p,,o,,w,v,l
f,y,e,f,,,,n,,t,?,,,p,p,,w,,,w,,
x,s,b,t,,f,c,,,,,,,w,w,p,w,,p,,v,
f,,,t,,,c,,,t,b,,,w,,,w,o,,,v,
,,n,,,,c,b,,t,,,s,,,,,o,p,,y,
,y,,f,,f,c,b,h,e,b,,,b,b,p,w,,l,,,p
b,,y,t,,,,b,g,,,,,,,p,,o,p,n,,
f,,,f,,f,,b,,,,,,,,,w,,,n,,g
,,,,f,f,c,n,b,t,?,,,,w,p,w,,e,w,v,l
x,,e,t,,f,,,,t,b,s,,,p,p,,,p,,,
,,,,,f,c,,,t,,s,,,,,,o,p,,,d
,,e,,,f,c,,,t,?,s,,,p,p,w,,,w,,l
,,,t,,f,c,,,t,b,,s,w,,,,o,,,,
f,f,,,,,,,,t,,,s,,w,,,o,,,,
k,,e,,,,c,,,t,?,,,,w,p,,o,e,,v,d
,,,f,,f,,b,,,,,s,,,,,o,,,,g
,,e,,,,,n,,t,,,,w,,p,w,,,,v,d
f,,,f,,f,c,,b,t,,k,k,,,p,w,o,e,,,l
x,s,y,t,l,,,,n,,c,,s,w,w,p,w,o,,,,m
x,f,g,t,,,c,,,,b,s,,,p,p,w,,p,k,v,
f,,,f,,f,c,b,h,,b,k,k,p,,p,w,,,h,,
,y,e,,,,,n,,,?,,k,,,p,,,,,,
,f,,,n,f,,,n,t,,,s,,,p,w,,,n,,d
,y,e,,,f,,,,t,,k,,,w,,,o,e,w,,
,,n,,s,f,,,,t,,,k,,,p,,o,e,,v,d
x,f,,,,,,,,,,,,w,w,,w,o,,k,,u
x,,,,n,,,,k,t,,,,w,w,,,o,e,,a,
,y,e,f,,f,c,,,t,?,,,,w,,,,e,,v,
x,s,,f,,,w,b,,t,,,s,w,w,,,o,,,s,
x,y,,f,n,f,c,n,,e,?,s,,,w,,w,,f,h,,
,f,y,f,,f,,,,,b,,,,n,,w,o,l,h,,g
f,,,f,,f,c,b,,e,b,k,,,,p,,,l,,,g
,,,,,,,,w,,,s,s,p,,,,o,p,,,
x,,n,,,,c,b,n,t,b,,s,,p,,,o,,k,,
b,s,y,,l,f,,,g,,,,,w,w,p,w,,,k,n,
,s,b,,f,,,,,,b,,s,,w,,w,o,p,h,v,
f,,,f,n,f,c,n,,e,,,s,w,,,,o,p,,,
f,y,,t,,f,c,,,,,s,s,,w,p,w,,p,k,,d
,y,,,f,f,,,,,,k,,,,,,,,w,,p
x,s,,f,n,,w,,,,,,,w,w,,,o,,n,,g
,,c,f,,,c,,y,,,k,y,c,c,p,w,,n,w,,
,,,f,,,,n,b,t,,k,s,,p,p,,o,,,v,l
x,,,t,,,c,,,t,,s,s,w,,,,o,,k,,d
,,,,n,f,,,,t,,s,s,,,p,,,e,,a,
x,,,,,f,c,b,w,,,,s,,e,,w,t,e,w,c,
,,,f,n,f,,b,,e,,y,y,,,p,w,,p,w,y,d
k,,n,,,,c,n,b,t,?,k,k,p,w,p,,o,e,,,d
f,s,w,t,f,,c,b,h,,,,f,,w,,w,,,,s,
f,,y,,l,,,,,,r,,,w,,p,,,,,y,
f,,,t,,,,b,,,b,,,p,,,w,,,,y,d
f,f,g,,,f,,,p,,,s,,w,w,p,,o,,,s,
,,,t,p,f,,n,,e,e,s,,w,w,p,w,o,p,k,,g
k,,,,,,,,,t,?,k,s,,w,p,,,,w,v,
f,,,f,s,f,,,,,?,,,,w,,,o,e,w,v,
,f,,,c,f,,,n,e,,s,s,w,w,,w,o,,,v,
f,s,n,,n,,c,b,,,?,s,s,,,p,o,o,p,o,c,l
,,,,n,,c,,,,,,,w,w,,w,o,p,n,y,d
,,,,n,,c,b,p,t,b,s,,,,p,w,,p,n,,d
,f,g,,,,c,,p,e,b,,,,p,p,,,l,,,
k,s,,f,,,,,b,t,?,s,s,,,,,,e,w,,p
b,f,w,,,,,,,,,,,w,,,,t,,,s,
f,,n,,n,,c,,,t,,,,,p,p,w,o,,k,,
x,y,,t,n,,c,,p,t,b,s,s,g,,,,,p,,y,d
x,,,f,f,,c,,b,,?,s,k,,p,,w,,e,,,
,s,,f,n,,,,,e,,,s,o,o,,o,o,p,o,,l
,,,,,f,w,,,e,b,,f,,,p,,o,e,,v,
x,,,,,,c,,p,,,s,s,,g,,w,,,k,,d
k,,n,,y,f,,,b,t,?,s,s,,w,p,w,o,,,v,
x,y,n,f,s,f,c,n,,,?,s,,,p,,w,,e,,,l
,y,,,n,,c,b,w,,,s,,w,w,,w,t,p,w,y,
,s,n,f,,f,w,b,p,,e,,,,,p,,,,k,a,
,,e,f,f,,,n,b,,?,,k,,,,w,,,,,
,,,f,,,w,n,,e,b,s,,,n,p,,o,,w,v,
x,,y,,,,c,b,,,,,,p,n,,w,o,l,h,,p
f,,,f,n,f,w,b,,,,s,s,w,,,,o,,,a,g
,s,,,n,f,,b,e,e,?,,,w,w,,,,e,w,,w
,,,,,,,b,,,,s,,w,,p,,o,e,,,
x,,g,,n,f,,,k,,e,,,,,,w,,e,,,
,s,,,n,,,,,e,,,s,,,,w,,e,w,,w
x,,n,,,f,,,,t,,s,,w,,,,,,k,s,
,s,p,t,,f,c,b,w,,,,,w,e,p,w,,,w,,w
k,,w,,,f,w,,,e,,s,,,w,,w,t,p,,,g
,,,t,,f,c,b,g,e,,,s,,w,p,,,,,,
f,s,,f,n,f,w,b,,,,,,,,,w,,,,s,
,s,g,f,n,f,,,p,t,,s,,w,w,,w,,,k,,
,y,b,t,,,c,,w,,?,,,e,,p,,t,e,,,
x,,g,,n,,w,b,h,t,e,f,s,,w,,,,e,,a,g
x,,,t,n,f,c,b,u,,,s,s,,w,,,,,k,y,d
x,,n,,p,f,c,,w,e,,,,,w,,,o,p,,v,g
f,s,y,,,,w,n,,t,b,s,,w,,,,o,,,v,d
,f,g,,,f,c,b,,,b,,,,,,,,,h,y,p
,s,,t,p,f,,n,k,e,e,,,,,p,w,o,,k,,u
,y,,f,f,,,,,,?,,s,p,w,,w,,e,w,v,
,,g,t,,,c,,w,,,s,s,,,p,,,,n,,d
f,,,t,,,,b,,t,b,s,,g,g,p,,,p,k,,
f,,y,t,a,,,n,,,,,s,,w,p,,o,p,n,,d
,y,n,,n,,c,,u,,,s,,,,,,,p,n,,d
f,,e,f,y,f,,,,t,,k,k,p,,,w,o,,,v,l
k,,n,,,,,,,,,,,p,w,p,w,o,,w,v,l
x,,,t,a,,,,,,,,,,w,,w,,,,v,d
x,f,,t,,f,,,,t,,,,,g,p,w,,p,,y,
,y,,,,f,c,b,u,,,,,,,,w,o,p,,,d
f,s,g,t,,,c,b,p,t,,,,,,,,o,p,h,,g
x,f,,t,,,c,b,w,t,b,,,w,p,p,,,p,n,y,
,,,,n,,,,u,,b,s,s,,,,w,,p,k,v,d
f,,e,t,,,,b,p,,,,,w,,,w,,,n,,
,,,f,f,f,,,b,,,,k,p,p,p,,,,w,v,
,,,,f,f,c,,,e,b,,k,,b,,,o,,h,,
f,y,n,,l,f,c,b,n,,,s,,,,,w,o,,,,p
x,y,n,f,,,c,,b,,?,k,k,,p,p,w,o,,w,v,
,f,,,n,,,,p,t,,,,p,p,p,w,,p,,v,
x,,,f,f,f,c,n,b,t,?,k,,w,w,p,w,,e,w,,
,y,,,,f,,n,b,,,,,w,,,w,,,,v,d
,s,e,f,s,f,,,b,,?,,,w,,p,w,,e,w,v,l
,s,,,,f,,b,w,e,c,s,,w,w,,,o,p,k,s,m
x,,n,f,,f,c,,,,,k,s,p,p,p,,o,,w,,
,f,n,,,,,b,n,,,f,,,w,p,w,o,e,,,g
,,,t,n,f,,b,u,,,,,,,p,w,,p,n,,
x,f,,f,,f,,,p,t,,,,,w,,,,,,,
k,s,,f,,f,,n,b,t,,k,,,w,,w,,,w,v,d
,s,,f,s,,c,,,t,?,s,k,w,,p,w,,,w,v,l
x,,,t,,,,b,w,t,b,,,w,p,p,,o,,k,v,d
b,y,,t,,f,c,b,,e,c,s,s,w,w,,w,,p,n,,
x,y,,,,,,,,,b,s,,p,p,,,,p,n,,d
x,s,,,,f,,,,,e,,,,w,p,w,o,e,,,g
,y,,t,,f,,b,,e,r,s,y,,w,p,w,,p,k,,
,,,f,,,c,,,e,,,,,,p,w,,,w,c,d
f,y,,,,f,c,,p,t,,,s,p,,p,,,p,k,,d
,f,w,,n,,,,,,,,f,,w,p,,o,e,,s,
,s,,f,n,f,,,,,,,k,w,,p,,t,p,,n,
x,,n,t,,,c,,,t,b,s,s,p,p,,,,p,,,
,f,w,,,f,,,,,,,,w,w,p,,,p,,,d
,,n,,n,f,c,b,u,t,b,s,s,,,p,w,,p,k,,d
x,,w,t,a,f,,b,k,e,c,s,,w,,p,w,o,,,s,m
f,f,g,t,n,,c,b,w,,b,,s,,w,p,,o,p,,y,d
f,f,y,,f,,,b,,,b,,,p,b,p,w,o,l,,v,
,f,w,,,f,,,p,,,s,,w,w,p,,o,,k,,
,,n,t,n,,c,b,u,t,,s,,,p,,w,,p,k,,d
,,,,n,,,,,,,s,,,w,p,w,o,p,n,,u
x,,,f,,,c,,h,e,,,,,,,,,,,,
,,,f,,,,b,,,b,k,,,,,,,,h,v,g
,,g,t,,f,,b,p,,,f,f,,,,w,,,,,g
f,y,g,t,n,,c,,,,b,s,s,p,,p,w,o,,,,d
,,b,t,,,,,p,,b,,,,w,,,o,p,,v,u
,y,g,t,,f,,b,p,t,b,s,,,g,p,,,p,,,d
x,,g,,n,,c,b,n,,,s,,g,,,w,,,,,
f,,n,f,n,a,,b,,e,,,s,o,o,,,,p,,,l
x,s,,,f,f,c,b,w,t,,f,f,,,p,,,,h,s,
b,,,t,,,c,,,,,,,w,w,p,w,,p,,s,
x,y,,,,f,c,b,g,,b,k,,n,,,w,o,l,,,p
,,,f,,f,,,b,t,?,,k,w,p,p,,,e,w,v,l
,y,g,f,f,f,,,p,,b,,k,,b,p,,o,,,v,g
k,,,f,,,,,,t,?,s,,p,,,,,e,,v,l
k,y,,,s,f,c,,,t,,s,,,w,,,,,,,d
k,s,n,,s,f,,n,b,t,,,,w,p,p,,o,,w,,d
,f,,,c,,w,,,e,,s,,w,,p,w,o,,,v,d
x,f,y,f,,,,,,e,,k,k,p,b,,w,o,l,,,
x,f,,,,,,,,e,b,k,k,,,,w,,,h,v,d
,,e,f,s,f,,n,,,?,,k,,,p,w,o,e,w,v,p
,,,f,,f,,,,,?,,,w,,,,o,,w,,
,,g,t,n,f,,b,,t,b,,,w,p,p,,,p,k,,d
,y,e,,y,f,,,b,,?,s,,,,,w,o,,w,,p
,,,f,n,f,,n,w,,,,,w,n,,,o,e,w,,
f,,g,,f,,c,b,,e,,,,n,b,p,,,,h,,d
f,,,,f,f,,b,h,e,b,,,,p,,,o,l,,y,g
,,,,n,,w,b,,,?,k,s,,w,p,w,t,p,w,,
x,y,,t,,,,,g,e,,,s,,w,,w,,p,k,,m
f,y,,,f,f,,b,p,e,b,,k,,n,p,w,o,,,v,
x,,,f,f,f,,,,,b,k,k,,,p,w,,,h,y,g
k,,,f,,,c,n,,t,,s,,w,,p,,o,e,,,l
,y,y,f,,,c,b,g,e,,,k,,b,p,,o,,,,d
f,,n,t,,f,,,n,t,,,,p,p,,w,o,,n,,
x,,p,f,c,f,c,n,,,b,,s,w,w,p,w,,p,,v,d
,,g,,f,f,,,g,e,b,k,,,p,,,o,l,,v,p
k,,n,f,y,,,n,,t,?,,s,,w,p,w,o,e,,,d
,,g,,f,,,b,,,,,k,,,,w,,l,,,
x,,,,n,,c,b,,,,,,p,w,p,w,o,,,v,
,s,,,f,f,c,,,,b,,s,w,,p,,,p,h,,g
x,,g,,n,f,c,b,,t,,,,,p,p,,o,,,,d
f,,y,,,,,,p,,b,,,,b,p,,o,l,,y,
,,,t,l,,c,,n,,,,s,,,,,o,p,,s,g
f,,,,a,f,,b,p,,,,,w,w,,w,,p,n,y,
f,s,n,,f,f,,n,b,t,?,,k,p,,p,,,e,w,,l
,,n,,y,,c,,,t,?,,s,w,,,,,,,v,
,s,,f,f,,c,,,,?,s,,,,,w,,e,,,d
,,,f,n,a,c,,,,?,,,,,,o,,,,,l
x,y,,,,,c,,w,e,c,,s,,w,,w,,p,k,s,m
x,,,,s,,c,,b,t,,,k,w,,p,w,,e,w,,
,,w,t,n,f,,,,e,b,s,,,w,p,w,o,,w,,l
b,,y,t,,f,,,n,e,,,,,,,,o,,,n,
,y,,,f,,,,b,t,,k,,w,p,p,,o,e,w,,
f,f,g,t,,f,,,n,t,b,s,s,,,p,w,o,,,,
,f,,,,,w,,n,t,e,s,,w,,p,,o,e,,s,
,,,t,f,f,c,,,t,b,s,f,w,w,,w,,p,,s,u
,f,,f,f,,c,b,g,e,,k,,b,p,p,w,o,l,,y,
b,,,t,l,f,,,,e,,,,,,,,o,p,n,n,m
,,w,t,n,f,,,,e,b,s,,,,,w,o,,,c,l
x,f,g,t,,f,,,,,b,s,,g,,p,,o,,,,d
k,y,,,f,,,,b,,,k,,w,w,p,w,o,e,,v,
,,,,,f,c,,p,e,,s,,,w,p,w,o,p,k,s,u
k,y,,f,,f,,n,,,,,s,p,w,,w,o,,w,,p
,,,f,,,w,,,,b,s,s,,w,,w,o,,k,,
x,,,,n,,,b,n,,,s,s,g,p,p,w,o,p,,,d
k,s,,,,,,n,,t,?,s,,,w,p,,o,e,w,v,d
k,,,,,f,,b,,e,,s,s,,,p,w,,p,,,
,y,,,f,f,c,n,,t,?,,,p,,,,o,e,,v,
,s,,,,f,c,,,t,,,f,,,,w,,p,,,
,,y,,,,,b,,e,,s,s,w,w,p,,,,n,s,
f,,,t,n,f,,b,p,,b,s,s,w,g,,,o,,,y,d
,,,,y,,c,,b,,?,,s,p,p,p,w,,e,w,,d
f,,,,n,f,w,b,h,,e,,,,w,p,,o,e,,,g
x,y,e,f,y,,c,,,,?,,,,,,w,o,e,,,
,f,,,,,,n,,e,b,f,,,n,p,w,o,,w,v,l
,f,g,f,f,,,b,g,,b,,,p,b,p,w,o,,h,,g
,,n,,s,,c,n,b,,,,,w,,p,,,e,w,,d
,y,e,t,,,c,b,n,t,,,,,,,w,o,p,,y,d
f,y,g,,,f,c,b,n,t,,,s,g,w,,w,,p,,,
,f,g,,,f,,b,,t,e,,,w,w,,w,,e,,a,
x,y,,t,a,,,b,,,c,s,s,w,w,p,,,p,,n,
,y,n,f,,,,n,b,t,?,,s,w,w,,w,,e,,v,p
f,,g,,n,f,c,,,,b,s,,,g,,w,o,p,,v,d
,y,,f,,f,,,,,,,,w,,,,o,,,v,
k,y,n,,f,f,,n,b,t,?,k,,,,,w,o,,,v,d
x,y,y,f,f,f,c,b,p,e,,,,,,,w,,,h,v,p
f,,,f,,,c,b,,,b,k,,,,,w,,l,,,g
,s,n,f,,,w,,p,t,,,s,w,,p,,,,k,s,g
,,n,,,,,,,e,e,,s,w,w,p,,o,,k,,u
,s,p,t,,,,,e,,,s,s,e,e,p,w,,e,w,,w
,s,,,,,c,n,b,t,,,s,,w,p,,,,w,,
f,,y,f,,,c,,p,e,b,,k,n,,p,w,,l,,,g
,y,y,t,l,f,,,w,e,c,,,,w,,,,p,,n,
,,,f,s,,c,,,,,k,k,p,w,,w,,e,w,,
,,,t,,,c,b,w,t,,s,s,,g,p,w,,,,y,d
x,,,f,n,,c,,,e,,,,o,,p,n,,,b,,l
,s,,t,,,,b,,e,c,s,,w,,,,o,,,s,
,,,,n,,w,,g,e,?,s,k,,,p,w,,p,,s,
,y,g,t,,,c,b,p,,,s,,,w,,w,o,p,k,y,d
x,,,,,,,,,,b,,,p,,p,,o,l,h,,d
,,,t,,,c,b,n,,,,,,w,,w,o,,n,v,
,,,,n,,,b,w,,b,,s,g,w,p,w,o,,,v,
,f,y,f,f,f,,,,e,,k,,,p,p,,o,,,y,
x,,n,t,p,f,c,,,,e,s,,w,,,w,o,,,,
f,,,,,f,,n,,e,,,,,w,p,,,,,v,
,,n,,l,f,c,,p,,,s,,w,,,w,,,,s,
