cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
f,s,,t,f,f,c,b,w,,b,,,,w,p,,o,,,v,g
f,f,g,f,n,f,c,n,k,e,e,,s,,w,p,w,o,p,k,y,u
f,y,e,t,n,f,c,,n,t,b,s,s,w,w,p,w,o,p,k,v,d
f,y,e,,f,f,c,,b,t,?,k,s,p,w,,w,o,e,w,v,p
x,s,w,f,n,f,w,b,n,t,,s,s,w,w,p,w,o,e,,s,g
f,y,c,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
f,s,e,,,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
x,y,n,t,n,f,c,b,p,t,b,s,s,,p,p,w,o,p,k,v,d
f,f,n,f,n,f,w,b,h,t,e,,s,,w,p,w,o,e,k,a,g
x,s,b,t,n,f,c,b,w,e,,s,s,w,e,p,w,t,e,w,c,w
k,y,n,f,,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
k,y,n,,,f,c,n,b,t,?,k,k,,w,p,w,o,,,v,d
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
,y,y,t,l,f,c,b,p,,r,s,y,w,w,p,w,o,p,n,y,
,f,n,t,n,f,c,b,w,t,b,s,s,,w,,w,o,p,n,y,d
f,f,,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,,g
x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
k,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,,o,e,w,v,d
f,y,e,f,,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
x,f,p,f,c,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,v,d
f,s,n,f,,a,c,b,y,e,?,s,s,,o,p,o,,p,o,c,l
x,y,e,t,n,f,,b,w,t,b,,s,w,,p,w,o,,n,y,d
f,y,e,t,n,,c,,p,t,,s,s,p,,,w,o,p,n,v,d
x,f,g,f,,f,c,b,p,e,b,,,n,p,p,,o,l,h,y,g
k,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,,o,e,w,,p
b,,w,f,n,f,w,b,,e,?,,k,w,w,p,w,,p,w,s,g
f,f,n,t,n,f,c,b,n,t,b,,s,p,p,p,w,o,p,k,v,d
x,y,g,t,n,f,c,b,p,t,b,,s,,w,p,w,o,p,n,y,d
x,,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,,v,l
x,s,,f,n,a,,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l
x,y,c,f,,f,w,n,w,e,b,s,f,w,n,p,w,o,,w,v,l
x,f,,t,n,f,c,b,,t,b,,s,p,,p,w,o,p,,y,d
,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,,o,e,,v,l
x,y,n,f,s,f,,n,b,t,?,s,s,,p,p,w,o,e,w,v,l
x,,c,t,n,f,c,b,w,e,b,s,,w,w,p,,t,p,w,y,p
,s,n,,n,f,w,b,p,t,e,s,f,w,,p,w,o,,k,,g
f,s,e,f,f,,c,n,b,t,?,,k,,p,,w,o,e,w,v,d
f,y,,,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
x,y,,f,f,f,c,,g,e,b,k,k,p,n,p,w,o,l,h,y,p
f,f,w,f,n,f,w,b,,t,e,,s,,w,p,,o,e,k,a,g
f,s,p,t,n,f,c,b,,e,?,s,s,w,w,p,w,,e,w,c,
f,f,g,,n,f,,b,n,t,e,s,,w,w,p,w,o,e,k,,g
x,f,g,f,n,f,w,b,,t,e,s,f,w,w,p,w,o,e,n,a,
k,s,n,t,n,,c,b,e,e,?,s,s,w,w,p,,t,e,w,c,w
x,f,,f,,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,
k,s,p,t,n,f,,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
k,f,w,f,n,f,w,,w,,?,s,k,w,w,p,,t,p,w,s,g
x,s,w,t,a,f,c,b,g,e,c,s,,,w,p,w,o,p,n,n,g
,s,n,,n,,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
f,s,g,f,n,f,w,,,t,e,s,s,w,w,p,w,o,e,k,s,g
x,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
x,s,g,f,,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
,,g,t,,f,c,,u,t,b,s,s,p,w,p,w,,p,k,y,d
x,y,,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,,k,v,g
f,s,y,t,a,f,w,n,,t,,s,s,w,w,p,w,o,p,u,v,
f,f,g,f,,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
f,s,w,,,f,c,n,,e,e,,s,w,w,p,w,,p,k,v,u
,y,n,,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
x,y,g,t,n,,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
f,y,g,t,n,,,b,w,t,b,s,s,g,g,,w,o,p,k,y,d
f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,,w,o,p,n,v,d
f,y,n,t,n,f,,b,u,,b,s,s,w,w,,w,o,p,n,y,d
f,y,e,f,y,f,c,n,b,t,?,k,,p,w,p,w,o,e,w,v,l
,s,n,f,f,f,c,n,b,t,?,s,,p,w,p,w,o,e,w,,l
,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
,,g,,,f,c,b,u,t,b,s,s,g,g,p,w,,p,k,y,d
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
f,s,g,t,f,,c,b,p,t,b,f,f,w,w,p,w,,p,h,v,g
x,,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
x,f,e,t,,f,c,b,u,t,,s,s,w,g,p,w,o,p,k,v,d
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,,o,p,n,v,d
,s,n,f,f,f,c,n,b,t,?,s,,,p,p,w,o,,w,v,l
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
f,y,n,t,l,f,,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
x,y,n,f,y,f,,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
x,f,e,t,n,f,c,,p,t,b,s,s,,p,p,w,o,p,k,v,d
x,y,,f,f,f,c,n,b,t,?,k,k,w,,p,w,o,e,w,v,d
x,y,e,f,,f,,n,b,t,?,k,k,,w,p,w,o,e,w,v,d
x,s,e,,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,,
b,,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,
x,,n,f,y,f,c,n,b,t,?,k,s,,p,p,w,,e,w,v,d
,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,,g
f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,,w,o,p,n,v,
x,,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,,k,,g
k,s,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,
x,s,e,f,s,f,c,,b,t,?,s,k,,w,p,w,o,e,w,v,l
x,,,t,n,f,c,b,w,t,b,,s,w,p,p,w,o,p,k,v,d
b,y,y,t,l,f,,b,k,e,c,s,s,w,w,p,w,,p,n,s,m
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,,o,p,n,v,d
x,s,g,,n,f,w,b,h,t,e,f,s,w,,p,w,o,e,n,s,g
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
x,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,,w,o,p,k,v,d
f,,w,f,n,f,w,,k,t,e,,f,w,w,p,w,o,e,k,s,g
x,s,g,f,n,,,b,p,e,?,s,,w,w,p,w,,p,w,,g
x,f,,,n,,c,b,u,t,b,s,s,p,p,p,w,o,p,,y,d
x,f,w,f,c,f,c,,,e,b,s,s,w,w,p,w,o,p,n,v,d
,f,n,t,n,f,c,b,u,t,b,s,s,,,p,w,o,p,k,v,d
x,s,w,t,a,f,,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
f,,g,t,n,f,,b,w,t,b,s,s,w,w,p,w,o,,k,y,d
f,f,y,f,f,f,,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
f,y,n,,n,f,c,b,u,t,b,s,s,,p,p,w,,p,,,d
s,f,n,f,,f,,,p,,e,s,s,w,w,p,w,o,p,,,u
x,y,g,f,f,,c,b,h,e,b,k,k,p,,p,w,o,l,h,,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g
,y,g,t,n,f,c,b,p,,b,s,s,p,,p,w,o,p,n,y,d
x,s,b,t,f,f,,b,p,t,b,s,s,,w,p,w,o,p,h,v,u
x,y,g,,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
x,,g,t,,,c,b,n,t,b,s,s,g,g,p,w,o,p,k,,d
f,s,n,f,n,,c,b,o,e,?,s,s,o,o,p,,o,p,y,c,l
,s,g,,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u
b,,,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
x,y,y,,f,f,c,b,g,e,b,,k,n,n,p,,o,l,h,v,p
x,s,,f,s,f,c,n,b,t,,k,k,,p,p,w,o,,w,v,l
f,y,g,f,f,f,c,b,,e,b,,,p,b,p,w,o,l,h,v,g
k,y,n,f,y,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,l
k,y,e,f,s,f,c,n,,t,?,s,s,p,w,p,w,o,e,,v,d
k,s,n,f,s,f,,n,b,t,?,,s,w,p,p,w,o,e,w,v,d
x,f,,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
x,f,y,f,f,f,c,,h,e,b,k,k,p,b,p,w,o,l,h,v,p
x,f,g,f,f,,c,b,h,,b,k,k,b,n,p,w,o,l,h,v,d
k,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
k,y,n,f,f,f,,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
x,y,g,,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
f,y,e,f,y,f,c,,b,,,s,k,w,p,p,w,o,e,w,v,p
b,f,n,f,n,f,c,,w,e,?,k,y,,n,,w,o,e,,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
f,f,y,,f,f,c,b,h,,b,k,k,,p,p,w,o,l,h,,g
x,s,,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
x,y,w,t,a,f,c,b,g,e,c,,s,w,w,p,w,,,k,n,m
f,y,g,f,,f,c,b,p,e,b,k,k,p,n,p,w,,l,h,v,p
x,y,y,f,,f,c,b,,e,b,k,k,b,n,p,w,o,l,h,y,g
,s,n,f,y,,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
x,y,y,,f,f,c,,g,e,b,k,k,b,b,,,o,l,h,y,d
,f,n,t,n,f,c,b,n,t,b,s,s,,p,,w,o,p,n,y,
x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,,o,,k,v,
x,f,g,f,,f,,,g,,b,,k,b,p,p,w,o,l,h,v,p
k,,n,,y,f,c,n,b,t,?,s,s,p,w,p,w,o,,w,,d
,f,g,f,,f,c,b,,e,b,k,k,p,p,p,w,o,l,h,y,d
x,y,g,t,n,f,c,b,,t,,s,s,p,w,p,w,o,p,n,v,d
f,,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g
x,,g,t,n,f,c,b,w,t,b,s,s,g,p,p,,o,p,k,y,d
f,,y,f,,f,c,b,,e,b,k,k,b,b,p,,,l,h,y,p
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
f,y,y,t,a,f,c,b,p,,r,s,y,,w,,,o,,n,y,p
f,s,n,f,f,f,c,n,b,t,?,,k,p,p,p,w,o,e,w,v,l
,s,n,,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
f,s,e,f,f,f,c,n,b,t,?,s,k,p,w,,w,o,e,w,v,d
x,s,n,f,n,a,c,,o,e,?,s,s,o,,p,o,o,p,y,c,l
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
x,s,,f,s,f,c,n,b,t,?,k,k,w,,p,w,o,e,w,v,l
c,y,w,t,n,f,w,n,w,e,b,s,s,,w,p,w,,p,w,c,
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
x,y,e,f,f,f,c,,b,t,?,k,k,w,p,p,,o,e,w,v,l
f,f,g,t,n,f,,b,n,t,b,s,,,p,p,w,o,p,k,v,
x,f,g,f,n,f,,b,n,t,e,s,s,w,w,p,w,,e,k,,g
x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,,o,p,h,s,u
x,f,y,f,f,f,c,b,,e,b,k,k,b,p,p,w,o,,h,y,g
b,y,y,t,l,f,c,b,n,e,c,s,s,,,p,w,o,p,n,n,m
k,g,w,,n,f,w,n,w,e,b,,s,w,,p,w,o,p,w,c,l
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,,o,p,n,y,d
k,y,e,f,f,f,c,n,b,t,,k,k,w,w,p,,o,e,w,v,
f,s,w,t,p,,c,n,p,e,,s,s,w,w,,w,o,p,k,s,u
,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,
x,s,,f,c,f,w,n,u,e,b,s,s,w,,p,w,,p,k,s,d
x,f,n,t,n,f,,b,n,t,b,s,s,,p,p,w,o,p,k,v,d
,s,e,f,f,f,c,n,b,t,?,s,,,w,,w,o,e,w,v,
k,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,,w,,e,w,v,l
f,s,w,t,f,f,c,b,p,t,,f,f,w,w,p,w,o,p,h,v,g
x,y,,t,a,f,c,b,w,e,c,,s,w,w,p,w,o,,n,s,
f,y,e,t,n,,c,b,p,t,b,s,s,w,g,p,w,o,,k,y,d
x,,n,f,y,f,c,n,b,t,?,s,s,p,p,,w,o,e,,v,d
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,,n,,g
x,,e,f,y,f,,n,b,,?,s,k,p,p,p,w,o,e,w,v,d
k,f,c,f,n,f,w,,w,e,b,f,s,w,n,,w,o,e,w,v,l
,f,g,f,f,,c,b,g,e,b,k,k,p,b,p,w,o,l,h,,g
f,y,,f,,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
x,,e,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,k,,d
f,y,g,t,n,f,c,,n,t,b,s,s,g,w,p,w,o,p,k,y,d
x,f,g,f,n,f,,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
x,y,y,,a,f,c,b,k,,c,s,s,w,w,p,w,o,p,k,n,m
k,y,n,f,f,f,c,n,b,t,?,,s,w,w,,w,o,,w,v,p
,y,g,t,,f,c,b,,t,b,s,s,g,g,,w,o,p,k,v,d
k,y,e,f,f,f,,n,b,t,?,s,s,w,w,p,w,o,e,,v,d
,y,n,f,f,f,c,,b,t,,k,s,w,p,p,,o,e,,v,d
x,y,y,f,f,f,c,b,p,e,b,k,,n,b,p,w,o,,h,v,p
,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
f,s,n,f,n,f,w,b,p,t,,f,s,w,w,p,w,o,e,,s,g
f,f,n,f,n,f,c,n,,e,e,s,s,w,w,,w,o,p,k,v,u
x,s,p,,n,f,c,b,e,e,?,s,s,e,,p,w,t,e,w,c,
k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,,e,w,v,d
f,,y,f,f,f,c,b,p,e,b,k,k,n,b,p,,o,l,h,y,g
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
,,n,f,s,f,,n,,t,?,k,k,p,w,p,w,o,e,w,v,
f,y,e,t,n,f,c,b,w,t,b,s,s,,,p,w,o,p,n,,d
x,s,n,f,n,,c,b,n,e,?,s,s,o,o,p,,o,p,b,v,l
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,
x,s,g,f,n,f,w,b,g,e,?,s,,w,w,p,w,t,p,,s,g
f,y,g,,n,f,c,b,p,t,b,,s,w,w,p,w,o,p,k,y,d
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
f,y,e,t,n,f,c,b,n,t,,s,s,,w,p,w,,p,n,v,d
f,y,e,t,n,f,,b,,t,b,s,s,g,w,p,w,o,p,k,v,d
f,f,y,f,f,f,c,b,g,e,b,k,k,,p,,,o,l,h,y,
x,y,n,t,,,c,n,n,e,,s,s,w,w,p,w,,p,k,v,g
f,y,w,f,n,,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d
f,y,n,t,l,,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
x,y,y,,f,f,,b,p,e,,k,k,b,b,p,w,o,l,h,y,g
x,y,n,,p,f,c,n,w,e,e,s,s,w,,p,w,o,p,n,v,u
x,f,,f,n,f,w,,n,t,e,f,f,w,,p,w,o,e,n,a,g
f,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,,e,w,v,l
k,,n,f,s,,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l
f,y,,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
x,y,n,f,s,f,c,n,,t,?,k,k,p,p,p,,o,e,w,v,
x,,n,t,p,f,c,n,k,e,e,s,s,w,,p,w,o,p,n,s,
f,,g,t,n,f,c,b,w,t,b,,s,g,,p,w,,p,n,v,d
x,,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
f,f,g,t,n,f,c,,w,t,,s,s,g,g,p,w,o,p,k,v,d
f,s,e,f,,f,,,b,t,?,s,,w,w,p,w,o,e,w,v,p
x,s,,f,s,f,c,,,t,?,k,k,p,,p,w,o,e,w,v,d
x,f,,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
f,s,n,f,y,f,c,n,b,t,?,k,s,,p,,w,o,e,w,,d
x,s,w,t,,,c,b,n,e,c,s,s,w,w,,w,o,p,n,n,
b,y,w,t,a,,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
k,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
x,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
x,,e,t,n,f,c,,p,t,b,s,s,p,g,p,w,,p,n,v,d
,y,n,f,s,f,c,n,b,t,?,,k,w,w,p,w,o,,w,v,
f,y,w,t,n,f,c,,w,e,b,s,,w,w,p,w,t,,r,v,m
f,y,,,n,f,c,b,,t,b,s,s,p,w,p,w,o,p,n,v,d
,s,w,,p,f,c,n,k,e,e,,s,w,w,p,w,,p,n,s,u
k,s,n,f,s,f,c,n,b,t,?,k,,w,p,p,w,o,e,w,v,l
,y,,f,s,,c,n,b,t,?,s,s,,w,p,w,o,e,w,v,l
k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,,,v,l
,f,g,f,f,f,c,,,e,b,k,k,b,p,p,w,o,,h,y,d
f,s,n,f,n,,c,b,n,,?,s,s,o,o,p,n,o,p,y,c,l
f,s,n,f,s,f,c,n,b,,?,k,s,p,w,p,w,o,e,w,v,d
k,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
x,,y,f,f,,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
,,,f,y,f,c,n,b,t,?,s,s,,w,p,w,o,e,w,v,l
,f,,t,n,f,c,,n,t,b,s,s,p,g,,w,o,p,k,v,d
k,s,e,f,y,,c,n,,,?,s,k,w,p,,w,o,,w,v,p
x,f,g,,n,f,c,b,n,,b,s,s,p,w,p,w,o,,k,,d
x,,w,t,f,f,c,b,,t,b,f,f,w,w,p,w,o,p,h,,g
k,s,n,f,f,f,c,n,b,,?,k,k,w,w,p,w,o,e,w,v,p
f,,n,f,f,f,c,n,b,,?,,s,p,w,p,w,o,e,w,,p
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,,v,u
f,y,n,t,l,f,c,,n,e,r,s,y,w,w,p,w,o,p,n,y,g
x,s,e,f,y,,,,b,t,?,k,s,p,w,,w,o,e,,v,d
,s,n,f,f,f,,n,b,t,?,s,k,p,w,,w,o,e,w,v,d
k,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
k,y,,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,,d
f,s,n,t,,f,,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
f,y,n,t,n,f,c,b,u,t,b,s,,g,p,p,,o,p,k,v,d
f,y,y,t,l,,c,b,n,e,r,s,y,w,w,p,w,o,p,k,,
f,y,n,f,f,f,c,n,b,,,k,k,w,p,p,w,o,e,w,v,
,f,y,f,,f,c,b,g,e,b,k,k,,b,p,w,o,l,h,v,p
x,y,e,t,n,f,,b,p,t,b,s,s,w,g,p,,o,p,k,v,d
x,y,y,f,f,f,,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
x,y,r,f,n,f,,,w,e,?,,f,,w,p,w,o,f,h,y,
x,y,y,f,f,f,c,b,g,e,b,,,p,p,p,w,o,l,h,y,d
,y,n,,,,c,b,w,t,b,s,s,,g,p,w,o,p,n,,d
k,y,e,f,s,,c,n,b,t,,s,k,p,w,p,w,,e,w,v,p
x,s,w,f,n,f,w,,p,t,e,f,,w,,p,w,o,e,n,s,
x,,n,f,n,f,w,b,h,,e,s,s,w,,p,w,o,e,n,a,g
f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,,p,k,,
x,s,,,s,,c,n,b,t,?,k,,,w,p,w,o,e,w,,d
x,,w,f,n,f,,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
f,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,,
x,f,n,f,n,f,w,,h,t,e,f,f,w,w,p,w,o,e,n,,g
x,y,n,,,f,,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
x,y,g,f,f,f,,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,,e,b,k,k,,p,p,w,o,l,,y,d
x,s,e,f,y,,,n,b,t,?,s,k,,w,,w,o,e,w,v,p
x,s,g,t,f,f,c,b,h,t,b,s,s,,w,p,w,o,p,h,s,u
x,f,p,f,c,,w,,n,e,b,s,s,w,w,p,w,o,p,k,s,d
b,y,w,,l,f,c,b,k,e,c,s,s,w,,p,w,o,p,n,n,g
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,,w,o,e,n,a,g
f,y,w,t,,f,c,n,n,e,e,s,s,w,w,p,w,o,p,,v,u
f,f,e,t,,f,c,,u,t,b,s,s,w,w,p,w,o,p,n,y,
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,,g
f,y,e,f,y,f,c,n,,t,?,s,,w,w,p,w,o,e,w,v,l
x,s,n,t,p,f,c,n,p,e,e,,s,w,w,p,w,o,p,n,s,
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,,p,k,n,g
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,,v,g
k,y,n,f,f,f,,n,,t,?,,k,p,w,p,w,o,e,w,v,d
f,y,n,t,a,,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
x,y,y,f,f,f,,b,g,,b,k,k,n,b,p,w,o,,h,v,d
x,y,n,f,y,f,c,n,b,t,?,s,s,,p,p,,,e,w,v,d
k,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,,o,e,w,v,l
x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,,w,,,k,v,d
f,f,y,f,f,,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
b,,w,,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
,s,n,f,n,a,,b,y,e,?,,s,,o,,o,,p,o,v,l
x,f,g,t,n,f,c,b,w,t,b,s,s,,p,p,,o,p,n,v,d
x,s,,t,a,f,c,b,,e,c,s,s,w,w,p,w,o,p,k,s,g
f,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,
f,s,n,f,n,,c,b,n,e,?,s,s,,o,p,o,o,,b,v,l
,f,g,t,n,f,c,b,u,,b,s,s,p,w,p,w,o,p,n,v,d
,y,n,t,n,f,c,,u,t,b,s,s,g,w,p,w,o,,k,v,
f,s,e,f,f,,c,n,b,t,?,s,s,p,w,p,w,,e,w,v,d
x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
f,s,b,t,,f,c,b,w,t,b,s,s,w,w,p,,o,p,h,s,u
k,s,e,f,s,f,c,,b,t,,k,s,p,p,p,w,o,e,w,v,l
f,f,n,t,n,f,,b,,t,b,s,s,g,,p,,o,p,k,v,
x,s,c,,n,,c,,,e,,s,s,w,w,p,w,t,p,w,v,
k,s,n,f,s,f,,n,b,t,?,s,s,p,w,p,w,o,e,w,v,
x,f,e,,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
f,y,e,t,n,f,c,b,,t,b,s,,p,p,p,w,o,p,n,v,
f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
,,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
x,y,w,t,p,,c,n,n,e,e,s,s,w,w,p,w,o,,n,s,g
x,,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
f,f,,t,n,f,c,b,u,t,b,s,s,p,g,p,w,,p,n,v,d
x,s,p,f,c,f,c,n,n,,b,s,s,w,w,p,w,o,p,k,s,d
x,s,e,f,y,f,c,n,b,,?,k,k,w,w,p,,o,e,w,v,d
k,s,n,f,f,f,c,n,b,t,?,s,,w,w,p,w,,e,w,v,p
k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,,w,o,e,w,v,p
x,y,n,t,n,f,,b,u,t,b,s,s,p,w,p,,o,p,k,y,d
f,f,n,t,n,f,c,,p,t,b,,,p,w,p,w,,p,,y,d
x,f,n,t,,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,,,y,
x,y,g,,n,f,c,b,n,t,b,s,s,w,p,,w,o,p,n,v,d
,s,g,f,n,f,w,b,w,e,?,s,k,,w,p,w,t,p,w,s,g
,,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
x,f,y,f,f,,c,b,p,,,k,k,n,b,,w,o,l,h,y,p
f,,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,
f,y,e,f,,f,c,,b,t,,s,s,p,w,p,w,o,,w,v,d
