age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
,retired,,basic.9y,,no,,telephone,may,,698.0,,999.0,,,,,,,5191.0,no
,,,university.degree,unknown,,,,jul,mon,,,,,,,93918.0,,4962.0,5228.1,no
28.0,,single,university.degree,no,,no,,sep,,,,999.0,,failure,,94199.0,,0.879,4963.6,no
26.0,,married,,,yes,yes,,may,tue,,,999.0,0.0,,1.1,,,,5191.0,no
,,married,,unknown,yes,no,telephone,may,,109.0,,999.0,0.0,nonexistent,1.1,93994.0,-36.4,,5191.0,no
,blue-collar,single,basic.6y,unknown,,,,,wed,,1.0,999.0,,,,,,,,no
47.0,management,,university.degree,no,,no,,,mon,51.0,3.0,999.0,,nonexistent,,,,,,no
,blue-collar,,,no,yes,no,,,tue,,,,0.0,nonexistent,-3.4,,-29.8,,5017.5,no
51.0,,,,,no,,,aug,wed,,,,0.0,nonexistent,,,-36.1,,5228.1,no
,,single,,,yes,yes,cellular,,wed,,,,,nonexistent,,,-46.2,1281.0,,no
,,,,no,,no,cellular,,tue,369.0,3.0,999.0,,,,93918.0,-42.7,4962.0,5228.1,no
35.0,management,married,,no,yes,no,,,wed,130.0,3.0,,0.0,nonexistent,-0.1,,-42.0,,,no
,,single,high.school,no,yes,,telephone,,,209.0,2.0,,,,1.4,,,4958.0,,no
26.0,,,,,,no,,may,tue,205.0,1.0,999.0,,,,92893.0,-46.2,1344.0,5099.1,no
,,married,,unknown,,,,may,,,1.0,999.0,,,1.1,93994.0,-36.4,,5191.0,no
47.0,admin.,divorced,high.school,no,,no,,jun,,,,,0.0,nonexistent,,,-41.8,4961.0,5228.1,no
48.0,admin.,married,university.degree,,,,cellular,,,651.0,9.0,,,,,93444.0,,4964.0,5228.1,no
77.0,retired,divorced,,,,no,cellular,may,,393.0,,,0.0,nonexistent,,93876.0,-40.0,,5008.7,yes
,,married,high.school,,,no,cellular,,wed,,3.0,999.0,,nonexistent,1.4,93444.0,,,5228.1,no
,blue-collar,married,basic.9y,,,unknown,,,,487.0,2.0,999.0,,nonexistent,1.1,93994.0,-36.4,,5191.0,no
33.0,,,,no,no,no,,aug,,,,,0.0,,,93444.0,,,,no
39.0,,single,,,yes,no,cellular,oct,,,,,0.0,nonexistent,-3.4,,-26.9,0.739,,no
,,married,unknown,no,,no,telephone,may,,143.0,3.0,999.0,,nonexistent,,93994.0,-36.4,,5191.0,no
,technician,single,university.degree,,,no,cellular,,,267.0,5.0,,0.0,nonexistent,1.4,,-42.7,,5228.1,no
45.0,services,divorced,basic.4y,,no,,cellular,,thu,296.0,,,,,,93075.0,,1.41,,no
50.0,blue-collar,married,,unknown,,,telephone,may,mon,,8.0,,0.0,nonexistent,-1.8,92893.0,,,5099.1,no
37.0,,married,,,,no,,,tue,,,,0.0,nonexistent,1.4,94465.0,-41.8,,5228.1,no
,management,single,,,,no,cellular,may,,365.0,2.0,,0.0,,,92893.0,,,5099.1,yes
,,,high.school,,yes,no,cellular,,wed,,1.0,999.0,,,,92893.0,-46.2,1281.0,5099.1,no
,blue-collar,married,basic.4y,,yes,,telephone,,fri,345.0,3.0,,0.0,nonexistent,,93994.0,,,5191.0,no
,,,,,,no,cellular,,tue,,2.0,,0.0,nonexistent,,92893.0,-46.2,1344.0,5099.1,no
,,,basic.6y,,,no,,apr,,,,999.0,0.0,,-1.8,93075.0,-47.1,1405.0,5099.1,no
,,married,,unknown,,,telephone,jun,,228.0,,,0.0,nonexistent,,94465.0,,4864.0,,no
,admin.,single,university.degree,no,yes,no,,,,147.0,4.0,999.0,0.0,,1.4,93918.0,-42.7,,,no
,admin.,,professional.course,,,no,telephone,apr,,130.0,,999.0,0.0,,-1.8,,-47.1,,,no
,technician,married,professional.course,no,,,telephone,may,,,,,,,1.1,93994.0,-36.4,4864.0,,no
42.0,,,,no,no,,telephone,may,wed,109.0,3.0,999.0,,nonexistent,,,,4857.0,5191.0,no
,,married,basic.9y,,,,cellular,aug,,97.0,,999.0,0.0,nonexistent,,,-36.1,,,no
,,,unknown,,yes,,cellular,,,,,,,,-1.7,94027.0,-38.3,,,yes
,blue-collar,married,basic.6y,no,,,,jul,wed,,8.0,999.0,,,1.4,93918.0,-42.7,4957.0,,no
45.0,blue-collar,married,basic.4y,,yes,,,may,mon,,,999.0,0.0,,1.1,,-36.4,4857.0,5191.0,no
33.0,services,single,high.school,no,,no,,may,fri,557.0,,999.0,,failure,,,-46.2,,,no
,self-employed,,basic.9y,no,yes,,,,tue,475.0,2.0,999.0,0.0,,-1.8,,,1344.0,5099.1,no
,,single,university.degree,,,no,,,mon,177.0,,999.0,,,,92893.0,-46.2,1244.0,5099.1,no
32.0,blue-collar,single,,no,,,cellular,jul,fri,141.0,1.0,999.0,0.0,,1.4,93918.0,-42.7,4957.0,,no
,,,high.school,unknown,no,,cellular,jul,fri,195.0,,,,,,93918.0,-42.7,4962.0,5228.1,no
44.0,management,,university.degree,,,no,,may,wed,158.0,,,0.0,nonexistent,,,-36.4,,,no
,,single,university.degree,no,no,,cellular,jul,fri,,2.0,,,,1.4,93918.0,,4957.0,5228.1,no
50.0,housemaid,married,basic.4y,,unknown,,cellular,,,356.0,9.0,,0.0,,1.4,,-42.7,4962.0,5228.1,no
,,,,no,no,no,,aug,wed,,13.0,999.0,,,,,-36.1,,5228.1,no
,blue-collar,married,,unknown,no,,telephone,,,127.0,,,,nonexistent,,,-41.8,,,no
,technician,,university.degree,unknown,yes,yes,,jul,,89.0,1.0,999.0,0.0,,,93918.0,,4962.0,,no
38.0,blue-collar,,,no,,,telephone,nov,,15.0,,999.0,0.0,nonexistent,-0.1,93.2,,4153.0,,no
39.0,services,,professional.course,,,,,nov,mon,148.0,,999.0,0.0,nonexistent,-0.1,,-42.0,4191.0,5195.8,no
,,divorced,,no,,unknown,telephone,jun,mon,276.0,,,,nonexistent,,,,4.96,,no
,admin.,married,university.degree,,,no,,,,104.0,1.0,,,,1.4,,-36.1,,,no
37.0,,,,no,,,,,mon,227.0,,999.0,0.0,,,,,0.722,5017.5,no
,,,basic.4y,,,no,,,,283.0,,,,nonexistent,1.4,,-42.7,,,no
49.0,management,,university.degree,unknown,yes,,,,,37.0,1.0,999.0,0.0,,,93918.0,-42.7,,,no
,,,,,yes,no,,,,,,,0.0,nonexistent,,94465.0,,,,no
36.0,admin.,married,university.degree,,,,cellular,,,,2.0,,,,1.4,93444.0,-36.1,,5228.1,no
,admin.,single,,no,unknown,unknown,cellular,,,,,999.0,,nonexistent,1.4,,-42.7,4962.0,5228.1,no
,,,high.school,,no,no,cellular,jul,,320.0,1.0,999.0,,nonexistent,,,-42.7,,,no
,management,,,,,,telephone,,,,1.0,999.0,0.0,nonexistent,1.4,,,4866.0,,no
,,,professional.course,no,yes,no,,,mon,152.0,,,0.0,,,,-41.8,4961.0,5228.1,no
29.0,,,,,,yes,cellular,,,117.0,1.0,999.0,,,,93075.0,-47.1,1498.0,,no
29.0,admin.,,university.degree,,,,cellular,aug,fri,63.0,4.0,,0.0,,1.4,,-36.1,4964.0,,no
,,,basic.4y,,,no,,jul,mon,,,,0.0,,,,,,,no
,,,basic.4y,unknown,,no,,,,,3.0,,,,,93.2,,,5195.8,no
27.0,services,single,,,yes,,cellular,mar,mon,111.0,,,,,-1.8,,-34.8,0.652,5008.7,no
,,,,,no,,,,,,,999.0,,nonexistent,1.4,93444.0,,4967.0,,no
,,,basic.9y,unknown,no,,telephone,jun,thu,,2.0,,,nonexistent,1.4,,-41.8,4866.0,5228.1,yes
,services,,,no,,,telephone,,,290.0,2.0,999.0,0.0,,,,,4962.0,,no
28.0,,,,no,no,,cellular,,tue,,,999.0,,nonexistent,,,,,,no
42.0,,,high.school,,,,,,mon,131.0,1.0,,0.0,nonexistent,-0.1,,,,,no
,admin.,,,,,no,cellular,,tue,,,999.0,0.0,,1.4,93918.0,,,5228.1,no
,management,married,university.degree,,,,,,wed,75.0,1.0,,,nonexistent,-0.1,93.2,-42.0,,,no
50.0,technician,,,,,,telephone,,,705.0,7.0,999.0,,,1.4,,-41.8,,5228.1,yes
,,married,university.degree,,yes,no,,jul,,,,999.0,,nonexistent,1.4,,-42.7,4968.0,5228.1,no
33.0,,,university.degree,no,no,,telephone,may,,739.0,3.0,999.0,0.0,nonexistent,,,,4857.0,,no
20.0,student,single,high.school,,,no,,,,201.0,,,,nonexistent,,,-40.8,1268.0,,yes
,,,,,,,,apr,,,2.0,,,failure,-1.8,,,,5099.1,no
,,,,,,no,telephone,may,mon,,,,0.0,,1.1,93994.0,,,5191.0,no
58.0,unknown,,basic.4y,no,,no,,may,,210.0,1.0,,,,,,-36.4,4857.0,,no
,blue-collar,,,unknown,no,,telephone,may,mon,151.0,3.0,999.0,,nonexistent,,93994.0,-36.4,4857.0,5191.0,no
,management,,,,yes,,,,wed,280.0,1.0,999.0,,nonexistent,1.4,,-42.7,4963.0,,no
38.0,admin.,,,,yes,no,cellular,,wed,,,999.0,,failure,-3.4,92431.0,-26.9,0.735,,yes
,admin.,married,high.school,,,no,cellular,,mon,148.0,,999.0,,failure,-1.1,94767.0,-50.8,1.05,4963.6,no
54.0,,,,,,,,nov,,402.0,,3.0,,,,,-30.1,,5017.5,yes
,,,,no,yes,no,telephone,,mon,261.0,,999.0,0.0,nonexistent,1.4,,-41.8,4865.0,5228.1,no
53.0,management,,basic.4y,,no,no,cellular,,wed,164.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,,no
,,,,,no,,,,thu,90.0,5.0,,0.0,nonexistent,1.4,93444.0,-36.1,,,no
55.0,retired,,,unknown,,yes,cellular,,wed,89.0,,,0.0,,,93444.0,,,5228.1,no
64.0,housemaid,,,,,,cellular,dec,thu,422.0,,6.0,2.0,,-3.0,,,,5023.5,yes
,technician,married,professional.course,,no,,telephone,,,115.0,16.0,999.0,,,,,-41.8,,,no
,admin.,,,,yes,,,aug,wed,129.0,1.0,999.0,0.0,nonexistent,,93444.0,-36.1,4964.0,,no
,,,,no,yes,,,jun,,,1.0,,0.0,nonexistent,,,,4.96,5228.1,no
31.0,blue-collar,married,,no,,no,,,thu,,1.0,,,,,93075.0,,,,no
29.0,,married,basic.9y,,no,,cellular,jul,thu,613.0,,,0.0,,1.4,,-42.7,,,no
,technician,,university.degree,unknown,,,,,fri,215.0,,999.0,,nonexistent,,93444.0,,,,no
38.0,,,,,,,,may,,523.0,2.0,,,,1.1,,-36.4,4857.0,5191.0,no
,,single,university.degree,,no,yes,cellular,aug,tue,,4.0,999.0,0.0,nonexistent,,,-36.1,,5228.1,no
41.0,blue-collar,married,basic.4y,no,,no,,nov,,136.0,,,0.0,,-0.1,,,4076.0,,no
41.0,,married,,no,,no,,apr,,,1.0,999.0,1.0,failure,-1.8,93075.0,-47.1,,,no
,,,unknown,,yes,no,,may,,347.0,,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,,5099.1,no
,,divorced,high.school,,yes,no,telephone,jun,wed,763.0,4.0,,0.0,nonexistent,,,,4864.0,,no
37.0,admin.,,,,,no,telephone,may,mon,113.0,,,,,1.1,93994.0,,4857.0,,no
47.0,management,,,no,yes,,,nov,tue,84.0,1.0,,,nonexistent,-0.1,,-42.0,4153.0,5195.8,no
,admin.,single,university.degree,,yes,,,,wed,,2.0,999.0,,nonexistent,,93994.0,-36.4,4856.0,,no
47.0,,single,unknown,,,no,telephone,may,thu,,1.0,999.0,0.0,nonexistent,,93994.0,-36.4,4.86,5191.0,no
33.0,technician,single,professional.course,,no,yes,cellular,jul,tue,1408.0,2.0,,,nonexistent,,93918.0,-42.7,4961.0,5228.1,no
34.0,housemaid,married,high.school,,,no,cellular,,wed,361.0,5.0,,1.0,failure,,92893.0,-46.2,1334.0,,no
28.0,,single,,unknown,,,telephone,may,fri,646.0,1.0,,,,1.1,93994.0,-36.4,,5191.0,no
,,,,no,,no,,may,tue,164.0,,,,nonexistent,,92893.0,,1266.0,5099.1,no
,admin.,married,university.degree,,yes,no,cellular,,fri,,,999.0,1.0,failure,,93.2,,,5195.8,no
,technician,,,,no,yes,cellular,,,,1.0,,,nonexistent,,,,1266.0,,yes
30.0,,married,,,,no,cellular,nov,tue,493.0,1.0,999.0,0.0,,,93.2,,4153.0,5195.8,no
,,,,,,,,may,,402.0,2.0,999.0,,,-1.8,,,,5099.1,no
,,married,university.degree,no,,,cellular,aug,,154.0,1.0,,,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,no
,technician,divorced,,no,,no,,nov,thu,104.0,,999.0,,failure,-0.1,,,,,no
56.0,,,,no,no,,,,wed,,2.0,999.0,0.0,,,,,4959.0,5228.1,no
53.0,,,basic.9y,no,,no,,,mon,,,999.0,,nonexistent,1.4,93918.0,-42.7,4962.0,,no
30.0,technician,,high.school,,,no,cellular,aug,tue,,,,,,,93444.0,-36.1,4963.0,5228.1,no
,admin.,married,university.degree,,,,cellular,,thu,,,999.0,0.0,,,93918.0,,4968.0,5228.1,no
32.0,,married,professional.course,,yes,,,,,154.0,,999.0,,,1.4,,,4964.0,,no
,,,,,,,,jul,,60.0,3.0,999.0,0.0,nonexistent,,,-42.7,,,no
39.0,admin.,single,,,yes,no,cellular,,,,3.0,,0.0,,-1.8,92843.0,-50.0,1687.0,5099.1,yes
,blue-collar,,basic.6y,unknown,,no,cellular,apr,,,,999.0,0.0,nonexistent,,,,,5099.1,no
,,,basic.9y,no,yes,,,,fri,393.0,2.0,,0.0,nonexistent,1.1,93994.0,,,,no
,services,,basic.9y,no,,,telephone,,,369.0,,,,,1.1,93994.0,,,5191.0,no
,,married,,,no,,,jul,tue,,1.0,999.0,,nonexistent,1.4,93918.0,-42.7,,,no
,services,,basic.9y,,no,no,cellular,,,,2.0,,,nonexistent,1.4,93918.0,,,5228.1,no
30.0,blue-collar,married,basic.4y,,,,telephone,,fri,,,999.0,,nonexistent,1.4,,-41.8,4959.0,5228.1,no
,,,,,,,cellular,apr,,255.0,,,1.0,,-1.8,93075.0,,1423.0,5099.1,no
,admin.,single,university.degree,,yes,,telephone,,,,3.0,6.0,2.0,success,-3.4,92431.0,,,,yes
37.0,management,married,,,,,,aug,mon,,,999.0,0.0,,1.4,93444.0,,4.97,5228.1,no
78.0,retired,married,,no,yes,no,cellular,nov,wed,,,,,nonexistent,,92649.0,-30.1,0.716,5017.5,no
,retired,married,,,no,,,,thu,,,,,success,,,-33.0,,5023.5,yes
38.0,,,basic.6y,unknown,,,,,tue,403.0,,999.0,0.0,,1.4,,,4961.0,5228.1,no
50.0,management,divorced,university.degree,no,,,cellular,jul,mon,,3.0,999.0,0.0,,1.4,,-42.7,4962.0,5228.1,no
34.0,,single,,no,no,no,,aug,thu,260.0,,999.0,0.0,nonexistent,1.4,,,4964.0,5228.1,no
32.0,,,basic.9y,no,yes,yes,cellular,jul,thu,,,,0.0,nonexistent,1.4,93918.0,-42.7,4963.0,,no
36.0,blue-collar,married,,,yes,no,,may,,25.0,1.0,999.0,,nonexistent,-1.8,92893.0,-46.2,1281.0,,no
33.0,technician,,,,,,,may,tue,,1.0,999.0,,nonexistent,,,-36.4,,,no
42.0,,,unknown,no,,no,,,,,,,0.0,nonexistent,1.1,93994.0,,,5191.0,no
30.0,services,,,,,,,nov,wed,148.0,1.0,999.0,0.0,,,93.2,,4.12,5195.8,no
,admin.,single,,no,no,no,,apr,fri,193.0,3.0,999.0,,,,93075.0,-47.1,1405.0,5099.1,no
51.0,,divorced,professional.course,no,,,,,,,,,1.0,failure,,,,,,no
,,married,,unknown,,,cellular,,thu,691.0,1.0,,,,-1.8,93075.0,-47.1,1.41,,no
,,married,,no,no,,cellular,,fri,505.0,7.0,999.0,,nonexistent,,93.2,-42.0,,,no
40.0,,,basic.4y,,,no,,may,,433.0,1.0,,,nonexistent,-1.8,,-46.2,,5099.1,no
,,,unknown,unknown,,yes,telephone,,tue,138.0,,999.0,0.0,nonexistent,,94465.0,,,,no
28.0,,,,unknown,yes,no,,,,,,999.0,0.0,,1.1,,,,,no
,,,basic.9y,no,,no,,may,thu,128.0,,999.0,0.0,nonexistent,,93994.0,,4855.0,5191.0,no
,,,high.school,no,yes,no,,jul,,194.0,,,,nonexistent,,93918.0,-42.7,,,no
27.0,,single,,no,,no,cellular,,fri,177.0,2.0,999.0,,nonexistent,,94027.0,,,4991.6,yes
55.0,,,basic.9y,no,,no,,,,236.0,,999.0,,,-0.1,93.2,,4191.0,,no
52.0,services,married,,unknown,,no,,,mon,36.0,2.0,,,,1.4,93444.0,,4965.0,,no
,,,university.degree,no,yes,,cellular,,mon,139.0,,3.0,1.0,success,,,,0.714,,no
,retired,divorced,,no,yes,,,dec,fri,166.0,3.0,999.0,0.0,,,,-33.0,,,yes
,technician,,professional.course,,no,,,jul,,,,,0.0,,,,,,5228.1,no
40.0,,,unknown,no,,,telephone,,thu,,,999.0,,nonexistent,,,,,,no
37.0,admin.,divorced,,no,,no,cellular,,wed,,,,,,1.4,93918.0,,,5228.1,no
,entrepreneur,married,university.degree,,no,no,telephone,jun,wed,71.0,,,0.0,,,,-41.8,,5228.1,no
,,married,,unknown,,,telephone,may,tue,180.0,,,,,1.1,93994.0,,4857.0,5191.0,no
46.0,,,,,,no,,nov,,81.0,,999.0,0.0,,-0.1,93.2,,4153.0,5195.8,no
31.0,,,university.degree,no,,,cellular,,,109.0,,,,,,92201.0,,0.861,5076.2,no
26.0,admin.,single,,,yes,no,,,fri,251.0,,999.0,,failure,,94215.0,-40.3,,4991.6,yes
,technician,,,,,no,telephone,jul,,,1.0,,0.0,nonexistent,,93918.0,,4968.0,5228.1,no
28.0,,,university.degree,no,,no,cellular,jun,mon,69.0,,,1.0,,,,,1266.0,,yes
38.0,,,professional.course,unknown,yes,,telephone,may,tue,153.0,,,0.0,,,,-36.4,,,no
,,married,basic.6y,,,yes,cellular,jul,,,,,0.0,,,,-42.7,4961.0,,no
59.0,,,,,yes,,,,,,1.0,999.0,,,,93918.0,,,5228.1,no
,,,,no,no,,cellular,,,50.0,5.0,999.0,,,,,-36.1,4965.0,,no
,technician,married,professional.course,,,,,,thu,123.0,1.0,999.0,,nonexistent,-0.1,,,,,no
54.0,,,university.degree,,,no,cellular,jul,mon,,,,,nonexistent,1.4,,-42.7,,,no
40.0,technician,married,university.degree,no,yes,,,,fri,,,,0.0,,-0.1,93.2,,,5195.8,no
32.0,admin.,,university.degree,,no,,,jun,fri,,,,0.0,nonexistent,,,-40.8,1268.0,5076.2,yes
41.0,,,,no,,yes,,,,223.0,2.0,999.0,,nonexistent,,,-36.4,,5191.0,no
,,married,,,,,,,,,2.0,,,nonexistent,,,-41.8,,,no
,,married,,no,,no,telephone,,,423.0,2.0,999.0,0.0,nonexistent,1.1,,,,,no
41.0,technician,married,professional.course,no,,,cellular,aug,wed,,,999.0,0.0,nonexistent,1.4,,-36.1,,5228.1,no
,admin.,married,,,,yes,,,wed,1464.0,,999.0,0.0,,,93444.0,-36.1,4964.0,5228.1,no
58.0,management,,,,,no,telephone,,mon,,9.0,999.0,,,-1.8,,-46.2,1244.0,5099.1,no
54.0,housemaid,divorced,,,,,telephone,,wed,96.0,,,0.0,nonexistent,,93994.0,,4856.0,5191.0,no
34.0,blue-collar,,,no,yes,yes,telephone,jun,,,2.0,,0.0,,,94465.0,-41.8,4967.0,5228.1,no
,,divorced,professional.course,,,no,cellular,aug,wed,1552.0,3.0,999.0,,nonexistent,,,-36.1,,5228.1,yes
,admin.,,high.school,,yes,no,cellular,jul,,284.0,1.0,999.0,0.0,,1.4,93918.0,,,5228.1,no
,,,high.school,no,no,,cellular,,thu,46.0,,999.0,,,,,,4962.0,5228.1,no
51.0,blue-collar,,basic.6y,unknown,,no,,,,109.0,,999.0,0.0,,1.1,93994.0,-36.4,4858.0,5191.0,no
26.0,admin.,married,,,yes,,,jul,,182.0,1.0,,,nonexistent,,,,4963.0,,no
38.0,,married,high.school,,,yes,cellular,,wed,729.0,3.0,999.0,,nonexistent,,93.2,,4.12,,no
41.0,technician,single,university.degree,,no,,,,,,3.0,,,nonexistent,,,,,5228.1,no
34.0,,single,high.school,no,,no,telephone,jun,thu,729.0,2.0,,,nonexistent,1.4,,-41.8,,,no
54.0,,,university.degree,,,no,cellular,,tue,244.0,,999.0,,nonexistent,-0.1,,-42.0,4153.0,5195.8,no
,,single,basic.9y,,,,cellular,,,,,,,,-1.8,,-47.1,1405.0,5099.1,no
,blue-collar,,basic.9y,,,,,,,362.0,,999.0,0.0,,,92893.0,-46.2,,5099.1,no
56.0,admin.,,university.degree,,,no,,jul,,,,999.0,,,,93918.0,-42.7,4957.0,5228.1,no
,admin.,,,,,no,cellular,,,553.0,,999.0,,nonexistent,,92893.0,,,,no
29.0,,,university.degree,no,no,,cellular,aug,,,,,0.0,,1.4,93444.0,,,,no
31.0,,,,no,yes,no,telephone,sep,mon,5.0,,,0.0,nonexistent,,,-37.5,,,no
59.0,self-employed,,professional.course,,,unknown,cellular,,mon,69.0,,999.0,,nonexistent,,93075.0,-47.1,1405.0,5099.1,no
,admin.,single,,,,,,,mon,,1.0,,0.0,,,,-46.2,1299.0,,no
37.0,admin.,,,no,,,cellular,,,135.0,,,,nonexistent,,,,4961.0,5228.1,no
52.0,technician,married,,,,no,,nov,,632.0,1.0,999.0,,,-3.4,92649.0,,,,no
,blue-collar,married,,,yes,no,cellular,may,,410.0,1.0,,0.0,,,92893.0,,,5099.1,no
59.0,technician,,,,,,cellular,aug,wed,,4.0,999.0,0.0,nonexistent,-2.9,92201.0,,0.879,5076.2,no
,technician,,,no,yes,no,telephone,,wed,159.0,,,0.0,nonexistent,-0.1,93.2,,4.12,,no
44.0,retired,,basic.4y,no,,,,,fri,,,999.0,0.0,,1.4,94465.0,-41.8,4959.0,,no
32.0,,,basic.9y,,,no,,jun,,,,,,,,,,4864.0,,no
,,,,no,no,,cellular,,,244.0,,,0.0,nonexistent,-3.4,92431.0,-26.9,0.74,,no
33.0,,married,high.school,unknown,no,no,,,,87.0,5.0,999.0,0.0,,1.4,,-42.7,4961.0,5228.1,no
31.0,,,,,no,no,,,,,1.0,,,nonexistent,1.1,,-36.4,4857.0,5191.0,yes
,,single,,no,yes,,cellular,,,,1.0,,,,1.4,,-42.7,4963.0,5228.1,no
37.0,,,university.degree,unknown,,unknown,,may,wed,,,999.0,,nonexistent,1.1,,,4857.0,,no
36.0,,,university.degree,no,yes,,,,,138.0,2.0,999.0,,,1.1,93994.0,,,,no
,,,,,,,,jul,fri,712.0,,,0.0,nonexistent,1.4,,,4963.0,,no
,admin.,married,,no,,no,cellular,jul,tue,,2.0,,,,,,,,5228.1,no
,blue-collar,divorced,unknown,,,,cellular,,thu,536.0,,999.0,0.0,,1.4,,-42.7,,5228.1,no
,,married,,no,yes,,cellular,aug,wed,,,,,,,93444.0,,4964.0,,no
34.0,services,,basic.9y,no,no,,,jun,wed,37.0,,999.0,,nonexistent,1.4,94465.0,-41.8,4962.0,5228.1,no
39.0,entrepreneur,,,,,no,telephone,,,192.0,,,0.0,nonexistent,,,,,5191.0,no
37.0,,single,,unknown,,,,,,88.0,,,0.0,nonexistent,1.4,,-41.8,,5228.1,no
,admin.,,,,yes,,,jul,wed,,1.0,999.0,,nonexistent,1.4,93918.0,,4962.0,,no
,,,high.school,unknown,,yes,,,,185.0,5.0,,0.0,nonexistent,1.4,93918.0,,4961.0,5228.1,no
32.0,,,,,,no,cellular,may,fri,,2.0,999.0,1.0,failure,,92893.0,-46.2,,,no
52.0,management,divorced,university.degree,no,yes,,cellular,,mon,,,,,,,93.2,-42.0,4191.0,,no
49.0,technician,,professional.course,,,no,,jun,fri,,3.0,999.0,,,,94465.0,,,5228.1,no
34.0,,,professional.course,,,no,,jul,thu,,,,,,1.4,,,4958.0,,no
,,,high.school,no,,no,telephone,,fri,,24.0,,,nonexistent,1.4,,-41.8,4959.0,,no
,,,basic.4y,,,,telephone,may,,82.0,,,0.0,nonexistent,,93994.0,,,5191.0,no
47.0,services,,high.school,no,,,,nov,tue,,,999.0,,,-0.1,,-42.0,,,no
,,,basic.9y,unknown,,yes,telephone,,mon,88.0,6.0,,0.0,nonexistent,,93994.0,,,5191.0,no
46.0,,married,high.school,unknown,,no,,aug,,205.0,,999.0,,,1.4,93444.0,-36.1,4963.0,5228.1,no
,admin.,,university.degree,,no,no,,,thu,,,999.0,0.0,,-0.1,,,4076.0,,no
,retired,married,,no,no,no,cellular,jul,wed,,1.0,999.0,0.0,nonexistent,1.4,,-42.7,4963.0,5228.1,no
48.0,,married,,,yes,no,,may,,274.0,,,0.0,nonexistent,-1.8,92893.0,-46.2,1334.0,,no
49.0,blue-collar,married,,,,no,,may,tue,,2.0,999.0,0.0,,1.1,,-36.4,4856.0,,no
31.0,,married,,,,no,telephone,,,199.0,,,,,,93994.0,-36.4,4.86,5191.0,no
,,,university.degree,no,,,,may,,11.0,6.0,,0.0,nonexistent,-1.8,,,,5099.1,no
,,,basic.9y,no,,,cellular,jul,,729.0,2.0,,0.0,,,,-42.7,4963.0,,yes
47.0,admin.,,basic.9y,no,yes,no,,nov,,126.0,,999.0,,,-0.1,,-42.0,,5195.8,no
,management,,,no,,,,jun,fri,,5.0,,0.0,nonexistent,,94465.0,,,5228.1,no
,technician,,,no,,,cellular,,,94.0,1.0,,,nonexistent,1.4,93444.0,,,5228.1,no
,,,high.school,,,,cellular,jul,,,,,0.0,nonexistent,,,,4961.0,,no
30.0,technician,,,no,,,cellular,,,26.0,6.0,999.0,0.0,,,,,,,no
57.0,technician,,basic.4y,unknown,,no,,,thu,,1.0,,,nonexistent,,93994.0,-36.4,4.86,5191.0,no
,,,university.degree,no,,no,cellular,,,56.0,,999.0,0.0,,1.4,,-36.1,,,no
,retired,,high.school,unknown,no,,,may,wed,,,999.0,,nonexistent,,93994.0,,,,no
40.0,technician,married,,no,yes,,telephone,may,thu,153.0,1.0,,,nonexistent,1.1,,,4.86,5191.0,no
36.0,admin.,single,high.school,,no,no,,jul,thu,165.0,,,0.0,,,93918.0,-42.7,4963.0,5228.1,no
,blue-collar,single,basic.9y,unknown,,no,,,thu,56.0,,,,,1.1,93994.0,-36.4,,,no
,technician,single,professional.course,,no,no,,,fri,,,999.0,0.0,,-2.9,92201.0,,,5076.2,no
55.0,,married,,,,,,,,234.0,,,,nonexistent,,,,4961.0,5228.1,no
29.0,,,,,,no,telephone,jun,wed,,1.0,999.0,,nonexistent,,,-41.8,4962.0,,no
,services,married,,,yes,,cellular,,,,5.0,,1.0,,,93369.0,,,5008.7,no
,admin.,single,,,no,,,may,mon,,6.0,999.0,,nonexistent,,,-46.2,,,no
,blue-collar,divorced,,no,yes,,telephone,may,,,,,,,1.1,93994.0,,4.86,5191.0,no
48.0,,married,,unknown,,no,,nov,wed,,3.0,999.0,0.0,,-0.1,,-42.0,4.12,5195.8,no
51.0,management,,,no,,no,,jul,wed,,3.0,,0.0,nonexistent,,,,4963.0,,no
,management,,,no,yes,,telephone,may,,,2.0,999.0,0.0,,1.1,,-36.4,,5191.0,no
48.0,,divorced,university.degree,,,no,cellular,may,tue,,9.0,,0.0,,,,,,5099.1,no
50.0,admin.,,,no,,no,,,tue,664.0,9.0,,,,,93444.0,,4965.0,,yes
41.0,blue-collar,,basic.9y,,,no,telephone,,,204.0,,999.0,0.0,,,,,,5228.1,no
39.0,admin.,,,,,no,,aug,fri,115.0,,999.0,0.0,nonexistent,,,,4964.0,,no
,,single,,no,no,,cellular,,fri,174.0,,,0.0,nonexistent,-1.8,92893.0,-46.2,1313.0,5099.1,no
,entrepreneur,divorced,,,,no,cellular,,fri,,,999.0,,failure,,,,1313.0,,no
,,single,university.degree,no,no,,cellular,jul,,1082.0,1.0,999.0,0.0,,,93918.0,,4962.0,,yes
