age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome,y
,118.0,,,,,,-42.0,,5195.8,,,,,yes,admin.,,,,,no
,,,,,,,,,,,,,basic.9y,,entrepreneur,,,jul,nonexistent,no
,173.0,2.0,6.0,,,,,,5017.5,cellular,,,,yes,,,,,failure,yes
,,,999.0,0.0,,92893.0,-46.2,,,,,unknown,,,self-employed,,married,may,nonexistent,no
49.0,,,,,,93444.0,-36.1,,5228.1,cellular,,,,,admin.,,,,,no
30.0,,29.0,,,,,,4866.0,5228.1,telephone,,no,basic.9y,,,no,married,,nonexistent,no
32.0,459.0,,999.0,,,,,4967.0,,cellular,,,,yes,,,,,,no
,,,,0.0,,93918.0,,,,,mon,,,,blue-collar,,married,jul,nonexistent,no
33.0,60.0,,999.0,,,,,,,,tue,,,,,,,may,nonexistent,no
,,1.0,999.0,0.0,,93994.0,,4.86,,telephone,,,,,blue-collar,,,may,,no
,,,,,,,,,5191.0,,,,high.school,,,yes,,,nonexistent,no
,,,999.0,,,93444.0,-36.1,,5228.1,cellular,thu,,,,,,married,,,no
,,,,,,,-36.1,4964.0,,,,,,,,no,,,,no
35.0,,,,,,,-36.4,,,,,,university.degree,,,,married,,,no
31.0,,,999.0,,,,,4.12,,cellular,,,,,technician,,,,,no
,,4.0,999.0,,,,,,,,,,,,,,,,,no
,,,,,,,-46.2,,5099.1,cellular,,no,professional.course,,technician,no,single,,,yes
,198.0,,999.0,,,,-42.0,,,,,,,no,,,,nov,,no
37.0,,,,,,,,4857.0,,telephone,,,,,,,,may,,no
,,1.0,,,,,,,,,,,,,,,,,nonexistent,no
22.0,106.0,,,,1.4,,-42.7,,,cellular,,no,,,,,,,,no
42.0,,,999.0,,,,-36.1,,5228.1,cellular,,,,yes,technician,,,,,no
,,2.0,,0.0,,93918.0,,,5228.1,telephone,,,,,blue-collar,,single,,nonexistent,no
52.0,,1.0,,,,93994.0,,4.86,,,thu,,basic.6y,,,,,may,,no
31.0,,,6.0,,-1.7,,,,,,tue,,,,unemployed,,,,success,yes
,28.0,4.0,,,1.4,,,,5228.1,,,no,high.school,,entrepreneur,no,,,,no
,23.0,,,,-1.8,,-46.2,,5099.1,,,no,,,,,,,,no
,141.0,,999.0,0.0,,,,,,,wed,,basic.4y,,,no,,may,,no
,,,,,-1.8,92893.0,,1244.0,,,mon,unknown,high.school,,,no,single,,,no
,128.0,1.0,999.0,0.0,,,,4963.0,,telephone,,,high.school,yes,,no,,,,no
36.0,,,,,,92963.0,,,,,,,,,,,,,success,no
,343.0,2.0,,,-2.9,,,,,,fri,,,,,yes,married,,,yes
,,,999.0,,,,,,,,,no,,,,no,,,,no
,,,999.0,,,,,,,,fri,,,,,,,,,no
32.0,151.0,,,,,,-36.1,,5228.1,cellular,mon,,,,,,single,,nonexistent,no
,,,,0.0,1.4,,-42.7,,,cellular,thu,no,,,blue-collar,,,jul,,no
,193.0,,999.0,,,,,4857.0,,,,,,,,,,,,no
,796.0,,,1.0,-1.7,,,,,,,,,,retired,,,,,yes
,,,,,,,-40.8,,,,tue,,,,admin.,,,,,no
44.0,,,,0.0,1.4,93444.0,,4965.0,,cellular,,,,yes,,no,,,,no
,150.0,,5.0,,-1.1,,,,4963.6,cellular,thu,no,,,,,,,,yes
,179.0,2.0,,0.0,1.1,,,4857.0,,,,,,,,no,married,,nonexistent,no
59.0,68.0,,999.0,,-2.9,,-40.8,1.26,,,,,,,,no,,jun,,no
,,,,,,,,,,,,,,,,,divorced,,nonexistent,yes
,284.0,,,0.0,,93994.0,,,5191.0,,,,professional.course,,admin.,,,may,,no
29.0,378.0,,,0.0,-0.1,,,,,,mon,,university.degree,,,,,nov,,no
43.0,,,999.0,0.0,1.4,,,,,,tue,,,no,,,,,,no
31.0,,1.0,,,,,,,5228.1,,,no,,yes,housemaid,,married,,nonexistent,no
,,1.0,,,,,-47.1,1365.0,,,thu,,,,,no,,,,yes
,254.0,1.0,,,1.4,,,4961.0,,,,,,,services,,married,,,no
,11.0,,999.0,,,,-42.7,,,,thu,,university.degree,,,,single,jul,,no
,225.0,2.0,,,,,,4021.0,,,fri,no,basic.9y,,,no,married,nov,,no
,,,,,,,,,5076.2,,tue,,,,,,,aug,nonexistent,no
42.0,46.0,,,,1.4,93918.0,-42.7,4.96,,,mon,,,,,,,,nonexistent,no
45.0,,1.0,999.0,0.0,,94465.0,,4959.0,,telephone,,,,,,no,,,,no
37.0,173.0,1.0,,,1.1,,,,,,tue,,,,,,,,,no
,,,,0.0,1.1,,-36.4,,,,wed,no,,,,,,,nonexistent,no
,,3.0,,,,92893.0,,,,,tue,unknown,,,technician,,,,nonexistent,no
,,2.0,999.0,,,,,,,telephone,wed,,,,,,,jul,,no
,,,999.0,,,93994.0,-36.4,4857.0,,,fri,,,no,,,,may,nonexistent,no
,,,,,1.4,,-42.7,,5228.1,,wed,,high.school,,,,single,,,no
50.0,,,999.0,,,,,,5228.1,cellular,,,,,,,married,,,no
,,2.0,999.0,,,,-36.4,,,,tue,,,,,,,,,no
44.0,,1.0,,,,,,,,,,no,high.school,yes,,no,,,,no
,,,,0.0,,94465.0,,,,,,no,high.school,,,,single,,,yes
,,,,,,,,4.96,,,,no,,,admin.,,,,nonexistent,no
,148.0,2.0,,,,,-31.4,,5076.2,,thu,no,high.school,,,,,,,yes
36.0,,,999.0,,,,,,5191.0,telephone,,no,,,blue-collar,no,,,nonexistent,no
,,,999.0,,,93994.0,,,5191.0,,mon,unknown,basic.9y,,,,single,,,no
,205.0,,999.0,,,,,,,cellular,,,high.school,yes,,,,,nonexistent,no
22.0,,2.0,,,1.4,93918.0,,4963.0,,,fri,,,no,blue-collar,no,married,,,no
25.0,,8.0,,,,94465.0,,,5228.1,telephone,wed,,,,,no,,,,no
,,,,,,,-42.0,,,,,,high.school,yes,admin.,no,,nov,,no
,,,,1.0,,,,,,cellular,,,professional.course,,,,,,,no
36.0,11.0,,999.0,,,,,,,,,,basic.9y,,,,,,,no
,,,,0.0,1.1,93994.0,,,,,,,high.school,,housemaid,,married,,,no
,,3.0,,0.0,,,,4855.0,,,thu,no,,,,,,,,no
35.0,,,,0.0,,,,,,,tue,,,,blue-collar,,,jun,nonexistent,no
,,3.0,,,,,-36.1,,5228.1,,,no,,,,no,,,nonexistent,no
,,,,,,93075.0,,,,,,,high.school,no,blue-collar,no,married,,,yes
,,,,2.0,-1.8,,,,,cellular,,,high.school,,,,,,failure,no
43.0,,,999.0,,,,-36.1,,,,,,,,management,,,,,no
,,,,,1.4,,-36.1,,5228.1,telephone,,,high.school,no,,,,,nonexistent,no
,181.0,,999.0,0.0,,,-36.4,4857.0,5191.0,,,no,,,,no,,,,no
,,,999.0,,-3.4,,,,,,,,,,retired,,,,,yes
,,4.0,,,,,-46.2,1327.0,5099.1,,thu,,,,,,,may,,no
,,,999.0,,-1.8,,-47.1,,5099.1,cellular,mon,,basic.4y,,,,,,,yes
34.0,96.0,,,,1.1,,,4856.0,5191.0,telephone,,,,,,,,,,no
,178.0,,999.0,,1.4,94465.0,-41.8,,5228.1,,,,,,,no,,,,no
,,2.0,,,1.1,,,,5191.0,,fri,no,,no,,,married,,,no
,,,999.0,,1.4,94465.0,,,,telephone,,,,,,no,,,,no
,,,,,,,,,,,wed,,,yes,,,,jun,nonexistent,no
,,3.0,,,,93994.0,,,5191.0,,fri,,professional.course,,,no,,may,nonexistent,no
,,,,0.0,,,,,5099.1,cellular,thu,no,basic.9y,no,,,,may,nonexistent,no
,22.0,2.0,,0.0,,93994.0,,,,telephone,,,,no,technician,,,,nonexistent,no
,296.0,,999.0,0.0,,,,,5228.1,,mon,,,,,,,,,no
,227.0,,999.0,0.0,,93994.0,,4857.0,5191.0,,,,unknown,,,,,,nonexistent,no
34.0,,,,0.0,,94465.0,,4959.0,5228.1,telephone,,,university.degree,,,,,,,no
,,3.0,,,,,,,,,fri,,,no,,,,,,no
31.0,98.0,,,,,,,,,,,,,,admin.,,,,,no
,,1.0,999.0,,1.1,,,,,,,,,,,,,,,no
,197.0,6.0,999.0,0.0,,,-42.7,4962.0,,cellular,,,,no,,,,jul,nonexistent,no
30.0,,,999.0,,,94055.0,,0.742,,,,,university.degree,,,,,,,no
,25.0,,,,1.1,,,,5191.0,telephone,fri,,,,blue-collar,no,,may,,no
,230.0,1.0,,1.0,,93075.0,-47.1,,,cellular,,,,yes,,,,apr,,no
,242.0,,,0.0,,,,,,telephone,,,professional.course,yes,,no,married,,nonexistent,no
31.0,73.0,1.0,,,1.4,93918.0,,4957.0,5228.1,,fri,,,,,,,,,no
27.0,,,,,-2.9,,,,5076.2,cellular,,no,,no,,,single,,,no
,,2.0,,,,,,4864.0,,,wed,,,,,,,,,no
,,1.0,,,,92893.0,,,5099.1,,,,professional.course,,,no,,,,no
,,,999.0,,,,,,,,,no,high.school,,,,,,failure,no
,,1.0,999.0,0.0,,94465.0,,4967.0,,,fri,,,,admin.,,,,,no
,77.0,1.0,999.0,1.0,-1.8,93075.0,,,5099.1,,,,basic.6y,,,,married,,,no
,95.0,,,0.0,,,,,,,,,unknown,,admin.,,,jul,,no
,134.0,,,,,,,4865.0,5228.1,,,,university.degree,,admin.,,,jun,nonexistent,no
,,,999.0,,,,,1384.0,,,,,basic.4y,no,,,married,apr,nonexistent,no
,,5.0,,0.0,,92843.0,,1799.0,5099.1,,,,,,,,married,,,no
,77.0,,999.0,0.0,,,,4.96,5228.1,,mon,,,,,,,,,no
,,,3.0,,,,,0.652,,,,,university.degree,no,admin.,,,,success,yes
,,,,0.0,,93918.0,,,,cellular,,,basic.9y,,,,,jul,,no
29.0,,,999.0,0.0,,,,,,,,,basic.9y,,admin.,,single,,,no
,,,999.0,,,,-41.8,4959.0,,,,no,,yes,,,,,,no
45.0,,,999.0,0.0,,,-36.1,,,cellular,,,,,blue-collar,no,,aug,,no
40.0,919.0,,,,1.4,,,,,cellular,,,,yes,,,,,,no
,,,,1.0,,,,,,cellular,,,basic.6y,,blue-collar,,,,,no
,,,,,1.4,,-41.8,4.96,5228.1,telephone,mon,,,,,no,,,,no
46.0,,,,,,,-42.0,4191.0,,cellular,,,,,,,,,nonexistent,no
,,1.0,,0.0,,93918.0,,,5228.1,,,,university.degree,,,no,married,,,no
,390.0,2.0,,0.0,,93994.0,,4864.0,,,,,,,entrepreneur,,,may,,no
,,1.0,,,,,,4.12,5195.8,,wed,no,,,admin.,no,single,nov,failure,no
,,4.0,,,1.1,,,,,,,,,no,,no,married,may,,no
,,,,,,,,,,,tue,,,,,,,,nonexistent,no
,,1.0,,0.0,1.1,,,,5191.0,,,no,high.school,,,no,,,,no
,,,999.0,0.0,1.1,,,4856.0,,,,unknown,,,blue-collar,,,,nonexistent,no
,,,,,-1.8,92893.0,,,,cellular,,no,university.degree,,,,single,,,no
,,,,1.0,-1.8,,,,5099.1,,tue,no,,,,no,,may,,no
,,,999.0,,,,,,,,fri,,basic.6y,yes,,no,married,jun,,no
,,3.0,999.0,,,,,,5228.1,,,,university.degree,no,admin.,,,,nonexistent,no
52.0,,3.0,,,1.4,,,4962.0,,,,,,,,,,jul,,no
,,,,,-0.1,,,4076.0,,,,no,,,,,,nov,nonexistent,no
45.0,,,999.0,0.0,,93918.0,-42.7,,,,wed,,,,,,divorced,,,no
44.0,,,999.0,0.0,1.4,,,,,,,,,no,,,,aug,,no
,,,,,,,-41.8,,5228.1,,,,,no,admin.,,single,,nonexistent,no
,,1.0,999.0,,,,,,,,,unknown,,yes,,,,,,no
,,,,,,,,0.645,,cellular,fri,,,,,no,married,apr,failure,no
40.0,,,,,,,,,,,,,high.school,,services,,divorced,jun,nonexistent,no
25.0,333.0,,,,,,,,,,wed,,,,,,,may,,no
,,1.0,,0.0,1.4,93918.0,,,5228.1,cellular,thu,,university.degree,,,no,,,,no
27.0,,,,,,93918.0,,,,,,,,,,no,,jul,,no
44.0,,4.0,999.0,,,,,,,cellular,wed,no,high.school,,,,,,nonexistent,no
,,,,,,,,,,,,,,,technician,,,,nonexistent,no
,,1.0,,,,,-50.0,1614.0,,,tue,,,,,,divorced,mar,,yes
49.0,,2.0,,,-1.8,92893.0,-46.2,1334.0,,,wed,,,no,,,,,,no
,507.0,,,0.0,,,,,,,,no,,,,,,apr,,yes
,,,3.0,,-3.4,,-30.1,,,,,no,,no,management,,divorced,,success,yes
,,,999.0,,,,,,,cellular,tue,unknown,,yes,,,single,jul,,no
,,,999.0,,,,-42.0,4153.0,5195.8,,tue,,,no,management,,single,,nonexistent,no
,,,,0.0,,,,,5099.1,cellular,mon,,,,,,married,,,no
38.0,357.0,,,,,,,,,telephone,,unknown,high.school,,,,,may,nonexistent,no
,199.0,,,,-1.8,93075.0,,,,,,,university.degree,yes,,,,,,no
,,2.0,,,,,,1.41,5099.1,,,no,high.school,,admin.,no,,apr,,no
,,1.0,,,,,-46.2,1281.0,5099.1,cellular,wed,no,,,,,,,nonexistent,no
,,,,0.0,,,,4961.0,,cellular,,,,,entrepreneur,,,jul,,yes
,151.0,2.0,,,,,,,,,,,,,,,divorced,aug,,no
51.0,,,999.0,,,93994.0,-36.4,4857.0,5191.0,telephone,,no,basic.4y,,blue-collar,no,,,,no
,,4.0,,,,,-42.7,,,cellular,mon,unknown,university.degree,yes,,,,,,no
,38.0,,999.0,,,,,4959.0,,,,,,,blue-collar,no,,,,no
,,2.0,999.0,0.0,,,,,,,thu,,professional.course,,,,married,jul,,no
,,,,,-0.1,93.2,,,,cellular,,,professional.course,,admin.,no,married,,nonexistent,no
,,,999.0,,,93918.0,-42.7,,,,,unknown,basic.6y,,,no,married,jul,,no
,,,999.0,0.0,,,,,,,wed,,unknown,,,no,divorced,jul,,no
,238.0,8.0,,,,,-36.4,,5191.0,,,,basic.4y,,,,married,,nonexistent,no
,,,,,-2.9,,,,,,,,university.degree,,,,,aug,nonexistent,no
42.0,,,,,-3.0,,-33.0,0.71,,telephone,,,university.degree,no,admin.,,,dec,,no
42.0,391.0,3.0,999.0,0.0,1.1,,,4.86,,,thu,unknown,,no,blue-collar,,,may,,no
,,,,,1.1,,,,,,,,,,,,divorced,,,no
,1370.0,3.0,,2.0,,,,,5023.5,cellular,,,,yes,technician,no,,,success,yes
,151.0,,,0.0,-0.1,,,,,,thu,no,basic.9y,,,,,nov,nonexistent,no
,,,,0.0,,,,,,telephone,,,,,,no,,,,no
,72.0,,999.0,,1.4,,,,5228.1,cellular,,unknown,,,,,married,,,no
,,,,,,,-36.4,4864.0,,telephone,fri,,basic.4y,,blue-collar,,married,,,no
,36.0,,,0.0,,93444.0,,,5228.1,,,,,,,,,,,no
,,,,,1.4,,,,,,,,,,,no,divorced,,nonexistent,no
,149.0,1.0,999.0,,,,,,,telephone,,,,,management,no,,,nonexistent,no
,,,,,1.4,93444.0,,,,cellular,mon,,,,technician,,,,,no
56.0,42.0,3.0,,,,,,,,,,,,no,,no,,jun,nonexistent,no
29.0,,1.0,,0.0,1.1,,-36.4,4.86,,telephone,,,,,admin.,,,,,no
,,3.0,999.0,0.0,,,,,5099.1,cellular,,no,,,admin.,,,,,yes
,420.0,,,0.0,,,,,,,,,university.degree,,,,,,,no
,,1.0,,,,93918.0,,,,,,,professional.course,no,,,,jul,nonexistent,no
,449.0,,,,,,,,,,wed,unknown,,,,,,,,no
,,1.0,,,-2.9,,-40.8,,,,,no,,no,,no,,jun,,no
56.0,,,,,1.1,,-36.4,,,telephone,,,basic.9y,,,,,,,no
28.0,51.0,,,,,,,,5228.1,,,no,high.school,,,,single,jul,,no
,,,,,,,,,,telephone,,no,,yes,,no,,,,no
34.0,308.0,,,,-1.8,,,,5099.1,cellular,,,basic.9y,no,,no,single,may,nonexistent,no
52.0,,2.0,,,,94199.0,,,4963.6,,,no,,,,,,sep,,yes
45.0,50.0,2.0,,,,,-42.7,,5228.1,,,,professional.course,,,no,,jul,,no
,,,,,-1.8,,,,,cellular,,,,no,blue-collar,,divorced,,,no
51.0,51.0,2.0,,,,,,,,,,,,,,,married,,,no
,,3.0,999.0,,,,,,,,,no,university.degree,,,,,,,no
,,,999.0,,1.1,93994.0,,4.86,,,thu,,,yes,,no,,may,nonexistent,no
36.0,,,,0.0,,92379.0,,0.781,,,,no,,,,,,,nonexistent,yes
31.0,,,999.0,,,93918.0,,,5228.1,,,,,,,,,,,no
,,,,,,93994.0,-36.4,,5191.0,telephone,,,,,,no,single,,,no
37.0,,,,0.0,,93075.0,,,,cellular,,,,,admin.,,,,,no
,,,,,,,,4021.0,,cellular,,,,no,services,no,,,,no
,,,,,1.4,94465.0,,,,,,,,yes,,,,,,no
29.0,968.0,,,,,,,,,cellular,fri,no,basic.9y,,management,,,,nonexistent,yes
,,,,,1.4,,-41.8,4959.0,,telephone,,,,,,no,,,,no
,,,,,-1.1,,-49.5,,4963.6,,,,,unknown,management,,,oct,,no
,,4.0,,,,,,,,cellular,,,,,,,,sep,,no
,,,,,1.4,93444.0,,4963.0,,,thu,,,,technician,,,,nonexistent,no
,,11.0,,0.0,,93444.0,,,5228.1,,,,,,,,,,nonexistent,no
,,5.0,,,1.1,,,4856.0,5191.0,,,,,,,,,,,no
,143.0,,,,,,,,,telephone,,,high.school,,admin.,no,,,,no
,,,,,,93918.0,,,5228.1,,mon,,,,,no,single,jul,,no
,186.0,,999.0,,-2.9,92201.0,-31.4,,,,,,,,,,,,nonexistent,yes
,590.0,,999.0,0.0,,,,,,,,,,,,,,nov,nonexistent,no
,,,,1.0,,,,,5076.2,cellular,,,,no,,,married,,,no
,,,999.0,0.0,,,,,,cellular,fri,,,,admin.,,,,,no
,278.0,8.0,,,,,,1548.0,,,,,,,,,,mar,,yes
,,,,,,,,,5195.8,cellular,,,,yes,,,single,,,no
,,,999.0,,,,,,,,,,,,,no,married,,nonexistent,no
,,,,,1.4,93918.0,-42.7,4956.0,,telephone,,no,,yes,,yes,,,,no
,,,,0.0,,,,,,,,,,,,no,,jun,nonexistent,no
,,,999.0,,,,,,5099.1,telephone,,,basic.4y,,,,,,,no
31.0,,2.0,,,,,,4076.0,5195.8,,,no,university.degree,,,,single,nov,,no
,,,,,1.1,,-36.4,,,,wed,,basic.4y,,,,,may,,no
34.0,,,,,,,,,,,,,,,,no,,,nonexistent,no
,,,,,1.4,,-42.7,4.96,,cellular,,,basic.9y,,,,,jul,nonexistent,no
,,1.0,999.0,,,,,,,,,no,,,,no,,may,,no
26.0,,1.0,,0.0,,,,,,telephone,,,,,,,,,nonexistent,no
,1126.0,,,,,,,4963.0,,,mon,,,,,,,,,no
,,,999.0,,1.4,94465.0,-41.8,,,,,,,no,,no,,,nonexistent,no
55.0,525.0,,,,,93918.0,,4957.0,,,,no,,,blue-collar,,,,,no
35.0,259.0,,,,,93444.0,,4965.0,5228.1,,,no,professional.course,,,,single,,nonexistent,no
49.0,,11.0,,,1.4,,,4962.0,,cellular,mon,,,,,,,,,no
,,,,,,93994.0,-36.4,,5191.0,,,no,,,,,,,nonexistent,no
59.0,,,,1.0,-1.8,92893.0,,,,cellular,,,basic.6y,,,no,,may,failure,no
,72.0,,999.0,,,,-36.1,,5228.1,,,,university.degree,no,,no,,,,no
,83.0,1.0,,,,92893.0,,,,cellular,,unknown,,,blue-collar,,,,failure,no
,235.0,,999.0,0.0,,,,,,,,,,unknown,,,,nov,nonexistent,yes
,,,,,,,,,,,,no,,,,,,nov,nonexistent,no
,,,,,,93994.0,,,,,wed,no,,,,,,,,no
,,,,,,,,0.881,,,,no,high.school,,housemaid,no,,,,yes
44.0,,,999.0,,,,,,,telephone,,,,no,,,,,,no
,,,,,,,-30.1,0.716,,,,no,,,,,married,nov,nonexistent,yes
23.0,,,,,,94055.0,,,4991.6,,,unknown,,,technician,yes,,,success,no
,,,,0.0,1.4,,,,5228.1,,,no,,no,,,married,,,no
30.0,,,999.0,,,,,,5228.1,telephone,,,high.school,,,no,single,,,no
,,,,0.0,,93444.0,-36.1,,5228.1,cellular,,no,,,admin.,yes,,,,no
,,,999.0,,,,,1266.0,,,,no,professional.course,yes,,,,,,no
,,,999.0,,,,-42.7,,5228.1,,,no,high.school,,retired,no,married,,,no
,139.0,,6.0,,,,,,4991.6,,,,,yes,admin.,,,,,no
39.0,292.0,,,0.0,-1.8,92893.0,-46.2,,,,,no,,yes,,,,,,no
,,,,0.0,,,,,,telephone,,,,no,,no,single,,,no
41.0,,1.0,999.0,0.0,,,,4864.0,5228.1,,tue,,,no,services,,,,,no
40.0,,,,0.0,,,,,,,fri,,basic.6y,yes,,no,,,,no
39.0,,,999.0,,-0.1,,,4153.0,,cellular,,,,no,entrepreneur,no,,nov,,no
55.0,,,999.0,,,,,,5099.1,,fri,,,,,no,married,,,no
,,,,,,,,4857.0,,,,,,no,admin.,,married,,nonexistent,no
,,3.0,999.0,,-0.1,93.2,,4076.0,,cellular,,,,,,,,,,no
,,,999.0,0.0,,92893.0,-46.2,,5099.1,,,no,,,blue-collar,,married,,,no
57.0,,,,0.0,,,,1405.0,,cellular,fri,,basic.9y,,services,,married,,,no
55.0,,1.0,,0.0,,94465.0,,4958.0,5228.1,,,,,no,,,divorced,,,yes
,293.0,5.0,,0.0,1.4,93918.0,,,,telephone,wed,,,yes,admin.,,,jul,,no
,210.0,,,,1.4,93444.0,,,5228.1,,,,,,,no,,,,no
,,1.0,999.0,,,,,1.25,,,,,,yes,,,,,nonexistent,no
,,,,,,93918.0,,4962.0,,,,,,,,no,married,,,no
35.0,,,,,,,,,5099.1,,wed,no,,,,no,,,,no
37.0,,,,0.0,-0.1,,,4021.0,,cellular,,,,yes,,,married,nov,nonexistent,no
,,,,,,,,,,cellular,,unknown,,yes,,,,,,yes
,,3.0,,,1.4,,,,5228.1,,mon,,,,self-employed,,married,jul,,no
,242.0,,,1.0,,,,,,,,,,,admin.,,,,failure,no
,,,,0.0,1.1,93994.0,,,5191.0,,,,,,,no,divorced,,nonexistent,no
,,,,,,,,,,,,no,,,admin.,,,,,no
,102.0,,,0.0,,,-42.7,,,,,no,,,,no,,,nonexistent,no
42.0,176.0,,,,,,,,5228.1,,tue,no,,,housemaid,,,aug,,no
,,2.0,999.0,,,,-36.4,,,,,,,no,,no,,may,nonexistent,no
,,1.0,,,1.4,,-36.1,4965.0,,,,,,no,,,married,aug,nonexistent,no
,,4.0,,,,,,4859.0,5191.0,telephone,,unknown,basic.9y,,,no,,,,no
,,,,,,,,,5195.8,,fri,,,,admin.,,,,failure,no
,,,,0.0,,,,,,,,,,,entrepreneur,,,,nonexistent,no
,,2.0,,0.0,,,,4962.0,,,tue,no,,,,,,,nonexistent,no
,91.0,3.0,999.0,0.0,-0.1,93.2,,4076.0,,,thu,,basic.9y,,,no,,,,no
,,,,0.0,,,-42.7,,,telephone,thu,,university.degree,,,,,,,no
,,,999.0,1.0,,,,,,cellular,,,,,,no,,may,failure,no
31.0,,1.0,999.0,,,92893.0,,,,,fri,,,,,yes,,,,no
55.0,131.0,1.0,999.0,,-3.4,,-26.9,,,,,no,basic.9y,no,,,,oct,,yes
,,,,0.0,,92201.0,-31.4,,,,,,,yes,,no,single,,nonexistent,no
,,,,,,92431.0,,,,,fri,,,no,,,,,nonexistent,no
,,,,,1.4,,-42.7,,,,,no,,no,admin.,,single,jul,,no
,,,,0.0,,,,,5191.0,telephone,mon,no,,,,,married,may,nonexistent,no
58.0,,,,,1.1,,,4.86,,,,no,unknown,,,,divorced,,,no
,296.0,1.0,,1.0,-1.8,,,0.645,,,,no,,,admin.,no,,,,yes
26.0,,9.0,,1.0,,92893.0,,,,,,,,,,,,may,,no
24.0,,,,,,,,,,,fri,no,university.degree,,,no,single,oct,,yes
,,,,0.0,,94465.0,,4959.0,5228.1,,,,basic.9y,,,,,,nonexistent,no
,302.0,,,,,,,,,,,unknown,,yes,,,,,nonexistent,no
62.0,,,,,-3.4,,,,,cellular,,,,no,,,married,oct,,no
,,,,0.0,,,,,5191.0,,thu,no,,,technician,no,,may,,no
,,,999.0,,1.4,,,,,,,unknown,,,,,,,,no
,,1.0,,0.0,,,,,,,thu,,unknown,,blue-collar,,married,,,no
,1329.0,1.0,,,,,,,5228.1,,,unknown,basic.9y,,self-employed,,married,,,yes
,,,,,,,,4153.0,,,,no,,yes,services,,,nov,nonexistent,no
45.0,,,,0.0,1.4,,-42.7,4968.0,5228.1,,thu,,,,,,,jul,,no
,,,,,-1.7,,,,,,fri,no,,,,,,,,yes
,134.0,,999.0,,,,,,,cellular,,no,,,,,married,,,no
,,1.0,,0.0,,,,,,,,no,,,admin.,,,may,nonexistent,yes
,,,,,1.4,,,,,telephone,,,,,,no,,,nonexistent,no
,93.0,,999.0,0.0,,93994.0,,,,,,no,,,,,,,nonexistent,no
33.0,,,,0.0,,93918.0,,4962.0,,,tue,,,yes,blue-collar,,single,,,no
,,,,,1.4,,,,5228.1,,,no,basic.6y,,,no,married,,,no
,78.0,1.0,,0.0,,94465.0,,4961.0,,telephone,,,,,,,single,,,no
51.0,,,,,,,,,,cellular,thu,unknown,university.degree,no,,no,married,,,yes
,,,,,-1.8,,,,,,,no,,,,,,apr,,no
26.0,,,999.0,,,92893.0,,,,,,,,no,,,,may,,no
25.0,,,,,-1.7,94055.0,-39.8,,,,tue,,,,,,,,success,yes
54.0,,,999.0,0.0,,93444.0,,4967.0,5228.1,,wed,,,no,technician,,married,aug,nonexistent,no
,,,,,1.1,,,4855.0,5191.0,telephone,,,basic.9y,,,,,may,,no
26.0,76.0,,,0.0,,,,,,cellular,,no,,,,,,apr,,no
,,,,,-1.8,92893.0,-46.2,,5099.1,cellular,,no,,,blue-collar,,,,nonexistent,yes
,,,,,,93918.0,,,5228.1,,,,,,,yes,,,nonexistent,no
,,,999.0,,,,,1299.0,,,mon,,,yes,,no,single,may,nonexistent,no
,,1.0,,0.0,,93.2,-42.0,,,cellular,,unknown,,no,,yes,married,nov,nonexistent,no
,,,,0.0,,,,,,,mon,no,,,,,,,,no
36.0,,,,,,,-42.7,,,,thu,,unknown,,,,married,,,no
33.0,,,,,,93994.0,,,5191.0,,fri,no,,,,,,,nonexistent,no
,,,,,,,,,5228.1,,,,,,,no,married,,,no
,54.0,,,0.0,,93075.0,,,5099.1,,,,,,,no,,,,no
,,,,,,93.2,-42.0,4.12,5195.8,,,,university.degree,,,,,,,no
,,4.0,999.0,,,,,,,,tue,no,,,,,,aug,,no
,,,999.0,,,92893.0,-46.2,1344.0,,,,,,,,,,may,failure,no
,,,,,,,,1392.0,,,,,,,,no,,apr,nonexistent,no
,,,,,,93.2,,,5195.8,cellular,thu,no,university.degree,,,,married,nov,,no
,259.0,,,,,,-30.1,,,cellular,fri,,professional.course,,technician,,,nov,,yes
,,,,0.0,,,,,5191.0,telephone,,,,,,,divorced,,,no
,27.0,1.0,,0.0,,93.2,,,,,mon,,professional.course,yes,technician,,,,,no
,298.0,,,0.0,-0.1,,,,,,,,,no,,,,,,no
,1590.0,,,,,,,,,,tue,,,,services,yes,married,,,no
,,,999.0,0.0,,,,,,,,,,,,,,,,no
,,,999.0,,1.4,,,4961.0,,,,,,,,,married,,nonexistent,no
58.0,,,,,1.4,93444.0,,4968.0,5228.1,,,unknown,unknown,,services,no,,,,no
,205.0,,999.0,,,93.2,,,5195.8,telephone,fri,no,,,,,,nov,,no
,,,,,,93994.0,,,5191.0,telephone,,unknown,,,,,,,nonexistent,no
23.0,,,,0.0,-2.9,,-33.6,,,,,,,,,,single,,,yes
,457.0,,999.0,1.0,,,,,,,,no,,yes,,no,,may,failure,no
,376.0,,999.0,,,93918.0,,,,cellular,,no,,,,,,,,no
,,,,,,93918.0,,4961.0,,,tue,unknown,basic.4y,,blue-collar,,,,,no
,,,,,1.1,93994.0,,,,,tue,,,,,no,,,nonexistent,no
