class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,s,n,,,f,c,,b,t,,s,s,,p,p,w,,e,,,d
p,f,,e,f,f,f,,,,t,?,s,k,,w,p,w,,,w,,d
e,,,n,,,a,,b,o,e,?,s,s,o,o,,o,o,,,c,
e,x,y,y,,a,f,,b,w,,c,s,s,w,,p,,,p,k,s,m
p,x,,,f,,f,,n,b,t,?,k,k,,w,,,o,e,w,v,l
p,c,y,,,n,f,w,,,e,,s,,,,p,,o,p,w,,l
e,,s,y,t,l,f,,,n,e,c,,s,w,,p,w,o,,n,n,m
p,,y,e,f,f,f,,n,b,t,?,k,k,w,p,p,,o,,,v,
e,,,g,t,,f,c,b,n,,b,s,,,p,p,,o,p,,,d
e,,f,,,n,f,,b,,t,,s,s,w,,,w,o,e,,s,
p,,,w,,f,f,c,b,h,,b,,f,w,,p,,,p,h,s,u
p,x,f,y,,f,,c,b,,e,b,,,b,,p,w,,l,h,y,g
e,b,y,y,,,,c,b,n,,c,s,s,,w,p,,o,p,n,n,
p,k,g,w,t,n,,,n,w,,b,s,s,w,w,p,w,o,p,w,c,
e,x,,g,,n,f,c,,w,t,b,s,s,g,,p,,o,p,n,y,d
p,k,,e,f,f,f,,n,b,t,,,k,,w,p,,o,e,w,,d
p,,s,w,t,p,f,c,n,p,e,e,s,,w,w,p,w,o,p,k,,u
p,k,,n,f,,,,n,b,t,?,s,,p,w,p,,,e,,v,p
p,x,s,g,,,f,w,n,u,,b,s,s,,,p,w,o,p,k,s,d
e,x,f,,t,,f,c,b,,,,,,g,p,,w,,,,v,
p,,,e,f,f,f,c,n,b,t,?,s,s,p,w,p,,o,e,w,v,
e,k,,w,f,n,,w,b,g,e,?,,s,w,,p,w,,p,,s,g
p,f,y,n,,f,f,,,b,t,,s,s,p,p,p,,,e,w,,
p,f,s,w,t,,f,c,b,p,t,,,f,w,w,p,w,,p,h,v,g
e,,,y,t,a,,c,,w,e,c,,s,,w,p,w,o,p,,,g
e,f,y,e,t,,f,,,p,t,b,s,s,w,g,,w,o,,k,y,d
p,,s,,f,y,,,n,,t,,,,p,p,p,w,o,e,,v,d
e,f,,g,f,n,f,w,,h,t,e,s,s,,w,,w,o,e,n,a,
p,x,,e,,y,f,,n,,t,,s,,p,p,p,w,,e,w,v,d
e,,,c,f,n,f,w,n,w,e,,,,,n,,,o,,w,,l
p,x,,g,f,f,f,c,b,g,,b,k,k,p,b,p,,o,l,h,,g
p,f,y,n,,,f,,,,t,,k,k,w,p,p,,o,e,w,v,d
e,,y,e,t,n,f,,b,n,t,b,s,s,w,p,,w,o,p,k,,
e,f,y,g,t,,f,c,,n,,b,s,s,g,w,p,w,o,p,,,
e,,f,g,,n,,w,b,p,,e,,f,w,w,p,w,o,e,n,a,g
e,x,y,,t,,f,c,b,k,e,c,s,,w,,,,o,p,k,n,
p,k,y,n,f,f,,c,,b,t,,s,s,,w,p,w,o,e,w,,p
e,,,,t,,,,,,t,b,,,,g,p,,,p,k,v,
p,k,y,e,f,,f,,,b,t,?,s,s,w,,p,w,,,,v,d
p,k,y,,f,,f,c,n,b,t,?,,,w,p,p,w,o,e,,,d
p,x,,y,f,f,f,c,,p,e,b,k,k,n,b,p,w,o,l,h,v,p
p,f,f,y,,f,f,c,,h,e,b,k,k,,,,,,,,y,g
e,,s,,,,f,,,,t,e,,s,w,w,p,,o,e,k,s,g
e,f,f,n,,n,f,c,,p,,e,s,s,,w,p,,o,p,k,v,u
e,x,,p,t,n,f,c,b,e,e,?,,,,e,p,w,t,e,w,,
p,,s,n,,f,f,c,,b,,?,s,,w,,p,,o,e,w,v,d
p,f,y,y,,,f,c,,,e,b,k,,n,b,p,w,,l,,y,g
e,x,y,y,,l,f,,,w,e,c,s,s,w,w,p,w,o,p,n,n,m
p,,s,n,f,,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,
e,,y,e,,,f,c,b,w,t,b,s,s,w,g,p,w,o,,n,y,
e,,,n,,n,,c,,n,e,?,,s,,,p,,o,p,b,v,l
e,x,s,,t,,f,,,,,,s,s,w,w,p,w,o,p,,s,m
e,,,g,f,n,f,,b,,,?,s,,w,w,p,w,t,p,w,s,g
e,,y,,t,n,,c,b,,t,b,s,s,w,,,,o,,,y,d
p,,,y,f,f,f,c,,g,e,b,k,k,,n,p,w,o,l,,,d
e,,,e,t,n,f,c,b,n,t,b,s,,w,w,,,o,p,n,,d
e,f,y,,t,n,f,c,b,w,t,b,s,,g,,,w,,p,k,v,
p,f,f,y,f,f,,c,b,,,b,k,,b,p,p,w,,l,,,d
p,x,y,n,t,,f,c,,n,,e,s,s,w,,p,w,,,k,v,g
e,f,y,,f,,f,,n,,,?,s,f,w,,p,w,,f,,v,d
e,,y,,,l,f,c,,p,e,,s,y,w,w,,,o,p,,,p
p,x,y,y,,,f,c,b,p,e,b,k,,b,b,p,w,,l,h,,
p,x,y,,t,,,c,,w,e,,s,,,w,,,o,,n,,u
e,x,,g,,n,f,w,,n,t,e,f,f,,w,p,w,,,n,,g
p,f,y,e,f,s,,c,n,,t,?,k,k,,w,,,o,e,w,,l
p,k,s,n,f,s,,c,n,b,t,,k,s,,,,w,,,,v,
e,b,s,n,,n,a,c,b,,,?,s,,o,o,p,,o,p,o,c,l
p,f,y,e,,,f,,n,b,,?,k,k,w,,p,w,,e,w,,
p,x,,n,f,s,f,c,n,b,,?,,,p,p,p,w,o,e,w,v,p
p,x,y,n,t,,,c,n,k,e,,s,s,w,w,p,w,o,p,,s,g
e,f,f,g,,n,f,,b,w,t,,,,g,w,p,w,o,p,n,v,
e,x,f,e,t,n,f,c,b,w,t,b,,,p,,p,,o,p,,v,d
e,f,f,,t,,f,,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
p,f,,e,f,y,f,c,,,t,?,s,,w,w,p,w,o,e,w,v,p
p,x,,e,f,s,f,c,n,b,,,k,k,,w,p,,o,e,w,v,
e,,f,e,t,n,f,,b,w,,b,s,s,g,g,p,w,o,p,,y,d
p,f,s,n,f,,,c,n,b,,?,k,s,,,,,o,e,w,,
e,x,,w,,,,c,,n,e,,s,,,,,w,o,p,n,n,m
e,,y,w,t,,,c,,n,,c,,s,w,w,p,w,o,,n,n,g
p,f,y,n,f,y,f,c,n,b,t,?,s,k,,,p,w,,e,w,v,p
p,k,,e,f,s,,c,n,b,t,,k,k,p,,p,w,,e,w,v,d
p,x,y,n,,y,,,,b,,?,s,k,,w,p,w,o,e,w,v,
e,,f,e,,n,f,c,,,,,s,s,p,,p,,o,p,,,d
p,f,y,n,f,s,f,c,n,b,t,?,s,k,,w,,,o,,,,p
p,f,,,t,,,c,,,e,b,,,w,w,p,,t,p,,v,
e,f,y,g,,,f,c,b,,t,b,s,s,p,w,,,o,,,v,d
p,f,s,,t,p,f,c,n,k,e,,,s,w,,p,w,,,n,s,u
p,k,s,n,f,s,,c,,,t,?,k,s,w,p,,w,,e,w,v,l
p,f,,e,,s,f,c,n,b,t,?,s,,p,w,p,,o,e,,,l
p,k,y,n,f,y,,,n,,t,,,s,p,,p,,o,e,w,v,
p,x,f,g,f,f,f,c,b,h,e,,k,,,p,p,w,o,,h,,
e,,,,f,n,,c,b,,,?,s,s,o,,,,o,p,y,c,l
p,f,,n,,s,f,,,,,,k,s,p,w,p,w,o,e,w,v,d
e,k,f,w,f,,f,w,b,g,e,?,s,k,,w,p,,t,,w,s,g
p,x,,y,,f,f,c,b,p,e,b,k,k,b,p,p,,,l,,y,d
p,k,,n,f,,,c,n,,,,s,s,p,w,p,,o,,w,v,
e,x,f,e,t,,f,c,,n,t,b,s,,,g,p,w,o,p,k,v,
p,k,,e,f,y,,c,,b,t,?,s,k,w,p,p,w,o,e,w,v,
e,x,f,g,t,n,,c,b,,t,b,s,s,,w,p,w,o,p,k,y,d
p,x,,w,,f,,,b,p,t,b,,f,w,w,p,,,p,h,,g
p,,s,n,,f,f,c,n,b,t,?,k,,w,w,,,o,e,w,v,p
p,,y,n,,,,,,b,,?,s,,p,w,p,w,o,e,w,,p
e,,f,n,,n,,,n,k,e,e,s,s,,,,,o,p,k,v,
e,,y,n,,l,f,c,,,e,r,,y,w,,p,w,o,p,,y,
p,x,s,e,f,y,f,c,n,,,?,,s,p,,p,,o,e,w,v,d
p,,,,f,f,,c,,b,t,?,s,k,p,w,,w,o,e,w,v,d
p,,,e,f,,f,c,,b,,?,s,,w,p,p,w,,e,,v,d
p,,y,,,f,f,c,n,b,,?,k,k,,p,,w,o,e,w,v,
p,,s,,t,p,,,,w,e,,s,s,w,w,p,w,o,,n,v,g
e,f,y,,,n,,c,b,u,,b,,s,,,p,,o,p,k,v,d
e,f,y,,t,,,,b,n,e,r,s,y,,w,,w,o,p,,y,p
p,,y,n,f,f,,c,n,,t,?,k,k,,p,p,w,o,e,w,,p
p,x,f,y,f,,f,c,b,,e,b,,k,,b,p,,o,l,,v,p
e,x,,e,t,n,,c,b,p,t,,s,s,w,g,p,,o,p,k,v,d
p,x,y,y,f,,,c,b,h,e,b,,,,p,p,w,,l,h,v,d
e,x,,r,f,n,f,c,n,w,e,?,s,f,w,w,,w,,f,h,y,d
p,,y,y,f,f,,c,b,g,e,b,k,,p,p,p,,o,l,h,,d
e,f,,n,,n,,c,b,w,,,s,s,g,g,p,w,,p,n,y,d
p,k,,e,f,s,f,,n,b,t,,,,,w,,w,o,,w,,
e,x,s,w,f,n,f,w,,p,t,,f,f,w,w,p,w,o,e,n,s,
e,x,f,n,f,n,f,,,h,t,e,,s,w,w,,w,o,e,,,g
e,,,,t,n,f,c,b,w,t,b,s,s,,,,,o,p,k,v,d
p,x,s,n,f,s,f,c,,,,?,,,p,,p,w,o,e,w,,d
e,x,f,w,f,n,f,w,b,n,t,e,,,,,p,,,,k,,
e,f,,,f,n,f,c,n,g,,,s,s,,w,p,,o,p,,y,u
e,,f,n,f,n,f,w,b,h,t,e,,,w,w,p,,,e,n,,g
e,,y,n,f,n,f,c,b,,e,b,y,y,,n,p,w,t,p,w,y,d
p,x,y,g,f,f,,c,b,p,e,,,,b,b,p,w,o,,h,v,
p,f,,,f,,f,c,b,p,e,b,k,,,p,p,w,o,l,,y,d
p,x,,e,f,,f,c,,b,t,,s,k,w,,p,w,o,e,w,,
p,,s,,t,,f,,b,,t,b,s,s,,w,p,w,,p,h,,
p,x,,p,f,c,f,w,,n,e,b,s,,,,,,o,p,k,s,
e,b,,w,t,l,f,c,b,k,e,c,s,,,w,p,w,o,p,n,,g
e,f,s,g,,n,f,w,b,n,t,,s,s,w,,p,,o,e,n,a,g
p,f,y,w,t,p,f,,n,n,e,,s,s,w,w,p,w,,p,n,v,
e,f,f,,t,n,,c,b,,,,s,s,w,w,p,w,o,p,,,d
e,f,s,g,f,n,,,,p,,e,f,,,,p,w,o,,,a,g
p,f,y,e,f,y,f,,n,b,t,?,s,s,,w,p,w,o,e,w,v,
p,x,,n,t,,f,c,n,,e,e,s,s,w,w,,w,o,p,n,s,u
e,,,w,t,,,c,b,w,e,c,,s,,,p,w,o,p,k,,g
p,x,f,,f,,f,c,,p,e,b,k,k,b,n,p,w,,l,,v,g
p,k,y,n,f,f,f,,n,b,t,?,,,p,w,p,w,o,e,,,d
e,f,,,,,f,c,b,w,e,r,s,y,w,,,w,,p,k,s,p
p,,,,,f,f,,b,g,e,b,k,k,,,,w,o,l,,v,d
p,,y,n,f,y,,c,n,b,,?,s,s,w,p,p,w,o,,w,v,d
e,,,,f,n,f,w,n,w,e,b,s,,,n,p,w,o,,w,,
e,x,f,e,t,n,f,,,n,t,b,,,p,w,p,w,o,p,,,d
p,f,f,y,,f,f,,b,,e,b,,,b,p,p,,,l,h,y,d
e,b,,w,t,a,,,,k,,,s,,,w,p,w,o,p,n,n,g
e,,,,f,n,a,,b,,,,s,s,o,o,p,o,o,p,o,v,
e,x,,,,n,,c,b,w,t,b,s,s,p,p,,w,o,,n,v,d
e,,s,w,,a,f,c,b,,,,,s,w,,p,w,o,p,k,s,g
p,,y,e,f,y,f,c,n,b,t,?,s,s,,,p,,o,e,,v,d
e,,s,n,,n,a,c,,,,,s,,o,o,,o,o,p,b,,l
e,,f,g,,n,f,c,b,u,t,b,s,,p,w,p,w,o,p,n,v,d
e,x,y,n,,n,f,c,,u,t,b,,s,g,,p,w,o,p,k,v,
p,f,,e,,f,f,,,,,?,s,s,p,w,p,w,o,e,,v,
p,x,y,,f,,f,c,,,t,?,k,s,w,,p,,o,e,w,v,l
p,f,,,,f,f,c,,w,t,b,s,,w,w,p,w,,p,,s,u
p,k,,,f,,,,,,,,k,,p,p,p,w,o,,w,,l
e,f,f,n,t,,f,c,b,w,t,b,s,,g,p,p,,o,p,k,v,
e,,s,c,t,n,f,c,b,w,e,b,s,,w,,p,w,,,w,,p
p,k,s,n,f,s,,c,n,b,,?,s,s,p,w,p,w,,e,,v,p
e,x,f,e,t,n,f,,,,t,b,,,,,,w,o,p,k,y,
e,f,y,e,t,n,f,,b,,,,,s,p,p,p,w,,,n,v,d
e,f,y,e,t,,,c,,,t,,s,s,w,g,p,,,p,,,
e,x,f,,f,n,f,,,k,t,e,s,,w,w,p,,o,,n,,g
p,x,y,,,p,f,c,,n,e,e,,,,,p,,,p,n,,
p,x,f,,f,f,,c,b,p,,b,k,k,b,b,p,,o,l,,v,d
e,f,f,g,t,n,,c,b,u,t,b,s,,p,,p,,o,p,,v,d
p,x,s,p,,,f,,,n,e,b,s,s,w,,p,w,,p,k,s,d
p,x,,e,f,y,f,,n,b,,?,,k,w,,p,w,,e,w,v,d
p,,,n,f,f,f,c,n,b,t,,s,s,w,w,,w,o,e,,v,p
p,,y,n,f,f,,c,,b,,?,,s,w,,,,o,e,,v,
e,x,y,,t,n,f,c,,u,,b,s,,,,p,,,,,,
e,f,f,n,t,n,,,b,,t,b,,,,,p,w,o,p,n,y,d
e,,f,n,t,n,f,,b,p,,,,s,g,w,p,,,,k,,d
e,,,,t,n,f,c,b,u,t,b,,,,g,p,w,o,p,,y,d
e,x,y,g,t,n,,c,,n,,b,,s,w,,p,w,o,p,n,v,d
e,x,s,,f,n,f,,b,w,e,?,s,k,w,w,,w,t,p,w,s,g
e,b,y,y,,l,f,c,b,n,,c,s,s,w,w,,w,o,p,,s,g
p,x,,y,f,,,c,,p,e,b,k,k,,b,p,w,,,h,y,p
e,f,s,w,f,,f,,,k,t,e,,f,w,,,w,o,,n,s,g
p,f,y,e,,s,f,c,n,,t,,s,s,p,w,,w,o,e,,,d
p,x,y,g,f,f,f,c,,h,e,b,k,k,p,p,,w,o,,h,,p
p,f,y,,,f,f,c,,b,t,?,s,,,p,p,,,e,w,v,
p,f,s,,f,s,,c,n,b,t,?,k,,p,w,p,w,o,,w,,l
p,f,,,f,m,a,,b,,e,,k,y,c,,p,w,n,n,,c,d
e,x,y,e,,n,f,c,,,t,b,,,w,g,p,,o,,k,y,d
p,x,,,,y,f,c,n,b,,?,,,p,p,p,w,,e,w,,d
p,,,n,f,s,f,,n,b,t,,s,s,p,,,,o,,,,
p,f,,y,f,,f,,b,,e,b,k,k,p,b,p,w,o,,h,v,p
p,k,,n,f,f,f,,n,b,t,?,k,,w,p,p,w,,e,w,v,
p,f,,g,f,,f,c,b,h,e,b,k,,n,b,p,,o,,,v,d
p,x,f,y,,f,f,,b,g,,b,k,,n,,p,,o,l,h,,
p,,y,e,f,s,f,,n,,t,,s,k,w,p,,,o,e,w,v,l
e,,,,,,,c,b,u,t,b,s,s,w,g,,w,o,p,n,v,
e,,s,n,f,n,a,c,b,n,e,?,s,s,,,p,o,o,p,,c,
e,,f,g,,n,,c,b,w,t,b,s,,g,w,p,w,o,p,k,v,d
e,x,y,e,t,n,f,,b,,,,s,,w,g,p,w,,,,v,d
p,x,y,w,t,,,,,k,e,e,s,s,,w,,w,,,,s,g
e,,y,,t,n,f,,,,t,,s,s,,,p,,o,,k,y,d
p,,,g,,f,f,c,b,h,e,b,k,k,,,p,w,o,l,,v,p
e,,s,y,t,a,f,,,g,e,c,,,w,,,,o,p,,,g
p,k,,n,f,y,f,c,,,,?,s,s,w,p,p,,o,e,,,d
p,f,y,e,,f,,c,,,,?,k,k,p,,p,w,,e,w,v,
p,x,,,t,p,f,c,n,n,,e,s,s,w,,p,w,,p,,v,u
p,f,,,f,,f,c,b,g,e,,k,k,b,n,p,w,,,,v,g
p,f,y,y,,,f,c,b,g,e,b,,,n,n,p,w,o,l,h,v,p
e,x,y,,t,l,,c,,n,,,s,s,,w,,,o,p,k,,
e,f,f,n,,n,,,b,p,t,e,,s,w,,p,w,,,k,s,g
p,x,y,w,t,p,f,,n,k,e,,s,s,w,w,p,w,o,p,k,v,
p,x,s,,,,f,c,n,,t,?,s,,p,w,p,w,,,w,v,d
p,k,s,e,f,s,f,c,,b,,?,,k,,p,,,o,e,w,v,p
e,x,f,,t,n,f,c,b,n,,b,s,,g,g,p,w,,,k,y,
p,,,w,t,p,,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,
p,x,s,e,f,s,f,,,b,t,,,k,w,p,,w,,e,w,v,d
e,x,,n,f,n,f,w,n,,e,b,s,,w,n,p,w,o,e,w,v,l
e,f,f,n,,n,,c,,u,t,b,s,s,w,w,p,w,o,p,n,y,d
p,f,s,e,f,s,f,c,n,b,,?,s,s,w,,,w,o,e,,,p
e,x,s,w,t,a,f,c,,k,e,,s,s,w,,p,w,o,p,n,s,
p,k,y,n,f,,f,,,,t,?,s,,p,p,p,w,o,,w,v,
e,,s,g,,n,f,w,,k,,e,,f,,w,p,w,o,,,a,g
p,f,f,g,f,f,f,,b,p,e,b,,k,n,b,,w,,,,y,d
p,x,s,w,,,f,,n,,e,,s,,,w,p,w,,,,v,
p,k,y,,,,,c,,,,?,k,s,p,w,p,w,,,,v,p
e,f,,,t,n,f,c,,n,t,b,s,,g,w,p,w,,p,k,,
e,x,f,n,,n,,w,b,n,t,e,f,f,w,w,p,w,,e,,s,g
p,x,,e,,f,f,c,,,,?,k,s,w,p,p,w,o,e,w,v,d
p,,y,,f,,,,n,b,,,,,p,w,p,,o,,w,,p
e,b,,w,f,n,,w,b,g,,?,,k,w,w,p,w,,p,w,s,
p,,,w,,f,f,c,,h,t,b,,,w,w,p,,,p,,,g
p,,s,,,y,f,c,n,b,t,?,k,,w,w,,w,,,w,v,d
e,f,s,g,f,n,f,w,,n,t,e,,f,w,w,p,w,,e,,a,
p,,s,n,,s,f,c,,,t,?,s,s,w,w,p,w,,e,w,v,l
p,,f,g,f,f,f,,,p,e,,,k,p,n,p,w,,l,,,g
p,,s,e,f,s,f,c,n,,,?,,s,,p,p,w,o,e,w,v,p
p,x,s,,f,s,f,,n,b,t,?,k,k,,,,w,o,e,w,v,p
p,f,,,f,s,,c,n,,t,?,,,,w,p,,,e,w,v,d
e,,s,,t,n,,c,,w,,b,,s,w,w,p,,,p,w,v,
e,,,n,t,,f,,b,,,r,,y,,w,p,w,o,,n,,
p,f,y,y,f,f,f,c,b,,e,b,k,k,b,n,,,o,,h,y,d
p,,y,,f,f,f,c,n,,t,?,,s,p,,p,,o,,,v,
p,k,y,e,f,s,f,,,b,t,,s,s,w,w,p,w,,e,w,v,
p,,f,,f,,f,c,b,p,e,,k,k,p,p,,w,o,l,h,y,
p,x,y,,,f,f,,b,,,,,k,n,b,p,w,o,,,y,d
p,f,s,n,f,y,f,c,,,t,,s,k,p,w,p,,,e,w,,p
e,x,f,w,,,f,w,b,w,,?,k,,w,,p,w,t,p,,s,
e,x,y,e,t,n,f,c,b,w,,b,s,s,p,w,p,,o,p,n,,d
p,,,g,t,f,f,c,,p,t,b,s,f,w,,p,,o,p,h,,u
e,k,,w,f,,f,w,b,,e,?,k,s,,w,p,w,t,,w,n,g
p,k,s,,f,y,f,c,n,,t,?,s,k,,p,p,w,,e,,v,l
e,f,,e,,,f,,b,p,t,,,s,w,w,p,w,o,p,n,v,d
p,,y,,f,n,f,w,,y,e,c,y,,y,,,y,,,,c,l
e,x,y,n,t,,f,c,,w,,b,s,s,,,p,,o,,,,
e,x,,n,,,f,c,b,n,,b,,,,,p,,,,,v,d
e,x,y,g,t,,,,,,,b,,,w,p,,w,o,p,n,v,d
e,,y,g,,,,c,b,,,,s,s,p,g,,,,p,k,y,
e,k,y,n,t,n,,,b,e,e,?,s,s,,w,,w,t,e,w,c,w
p,,,y,,f,f,c,b,h,,,,,b,n,,w,o,l,h,v,
e,,,g,,n,f,w,b,g,,?,,k,w,w,p,w,,p,w,s,
e,,,,f,,,c,n,,,?,s,f,w,w,p,,o,,h,,d
e,x,y,e,t,n,f,c,,u,t,b,s,s,p,g,,w,o,p,n,y,d
e,b,s,w,,,f,,b,w,e,,s,s,,,p,w,t,p,w,n,g
e,x,y,n,t,,f,c,b,,t,,s,s,w,g,p,w,o,,k,v,d
e,f,y,g,t,,f,,b,u,,b,s,s,w,,p,w,o,p,n,,
p,x,s,g,t,,f,,b,h,,b,s,f,w,,p,,o,p,h,v,u
p,,f,y,,f,f,c,b,,,,,k,b,b,,w,o,,,y,
e,,,g,f,,f,w,b,,t,e,s,s,w,w,p,,,e,k,,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,,,p,w,o,,k,v,d
p,x,s,g,f,c,f,c,,n,e,b,s,s,w,w,p,,o,p,n,v,d
e,,f,,f,n,f,w,,k,,,f,s,,w,p,w,o,e,k,a,g
e,x,f,e,,n,f,c,b,p,t,b,s,s,,g,p,,o,p,n,v,d
e,,f,n,f,n,,w,b,n,t,e,f,f,w,,p,,o,e,k,s,
p,x,s,,f,f,f,c,n,,,,s,k,p,,p,w,o,e,,v,
p,,y,e,f,f,f,c,n,,,?,s,s,p,w,p,,o,,w,v,
e,k,,n,f,,,,b,,e,?,s,s,o,o,p,n,o,p,,v,l
e,k,s,w,f,,f,,b,g,e,,,,w,w,,w,t,,w,,g
p,,y,g,f,f,f,c,b,p,e,,k,k,,,p,w,,l,,y,p
p,k,s,,f,s,,,,b,t,,s,,w,p,p,,,e,,,l
p,,s,,f,c,,,n,,e,,s,s,,,p,w,,p,k,v,d
e,k,s,,f,,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,,
e,,s,n,,n,a,c,b,n,e,,,,o,o,p,,o,p,b,c,l
e,x,f,,,n,,w,b,p,t,e,,,w,,p,,o,,n,,g
e,f,f,,t,n,f,,b,,,,s,,,w,p,w,o,p,k,v,d
p,x,s,e,f,y,,,n,b,,?,,s,w,p,p,w,o,e,w,,
e,x,y,c,t,n,f,,b,w,,b,s,,w,w,p,w,,p,,,p
e,,y,,t,n,f,c,b,n,t,b,s,,w,p,,w,o,p,,v,d
e,,f,g,t,,f,c,,n,t,b,s,s,p,p,,w,,p,k,,d
e,b,s,g,f,n,f,w,b,g,,?,,s,w,w,,w,,p,,n,g
p,f,y,e,f,f,f,,,b,t,?,k,k,,p,p,,o,e,,v,p
p,f,y,n,f,s,,c,n,b,t,?,,k,,p,p,w,o,e,w,v,d
e,s,f,n,,,f,c,n,p,e,e,,s,w,,,w,,p,,y,u
e,x,y,e,t,n,f,c,b,,t,b,,s,p,p,p,w,,,k,v,d
p,,,,,s,,,n,b,t,?,,k,,w,,w,,e,w,,
p,x,y,y,,f,f,c,,p,e,b,k,,b,,p,w,o,l,h,v,p
p,f,y,e,f,,f,c,n,,,?,k,,w,w,p,w,o,,w,v,p
p,b,s,p,t,n,,c,b,w,e,b,s,s,w,,p,,,p,r,,g
e,f,f,y,t,,,,n,w,t,b,s,s,,,,w,,,n,v,
p,x,y,y,f,f,f,,b,,e,b,k,k,b,b,p,,,l,,y,
p,f,,y,f,f,f,c,,p,,b,,,,b,p,w,o,l,h,v,p
p,,,,f,,f,w,n,w,,c,,,y,y,p,y,o,,w,c,
e,k,,,,n,f,c,b,,,?,s,s,w,e,p,w,t,e,w,c,w
e,,f,,f,,f,w,b,p,,e,,f,w,,p,,o,,,s,
e,,f,,t,,f,,b,,t,b,s,s,g,g,p,w,o,,,y,d
e,x,,,f,n,f,w,b,,t,e,,s,w,w,p,w,o,e,k,s,
e,x,,g,f,n,f,w,,k,t,e,f,,w,,p,w,o,e,,a,
p,k,y,e,f,,,c,,,t,?,k,k,,w,,w,,e,w,v,
p,f,y,e,,f,f,,n,b,,,s,k,,p,,w,,e,,v,d
p,f,y,e,f,,f,,n,b,t,?,k,,,w,,,,,w,v,l
p,,,,,,f,,n,g,,b,,s,w,,p,w,o,p,n,s,d
p,x,f,,f,f,,c,,p,e,,k,k,,n,p,w,o,l,h,,d
e,f,,g,t,,f,c,b,,t,,s,,,p,p,w,,,k,y,d
p,x,y,,,p,f,c,n,,,e,s,,,w,p,w,o,p,,v,g
p,x,,y,f,,f,c,b,,,,k,k,b,p,p,w,o,l,,v,
e,f,f,e,,n,f,c,b,,t,b,,s,p,g,p,,o,p,n,y,
p,,f,,,f,,,b,g,,,,k,,p,p,,,l,,,d
e,f,f,,t,n,f,c,,n,t,b,s,s,w,g,,w,o,p,n,y,
p,k,,e,f,s,f,c,n,b,t,,,s,p,w,p,,o,e,,,p
e,k,s,,f,n,,c,b,o,e,?,s,s,,o,,n,o,,n,,l
e,x,y,w,t,,f,,,n,e,c,s,s,w,w,,,o,p,k,s,m
e,x,,n,f,n,f,w,b,,,,,,w,w,,w,o,e,n,a,g
e,x,f,g,t,n,f,c,,n,,,,s,,g,,,o,,n,v,
p,f,,n,f,,f,c,n,,t,,s,,w,p,p,w,,e,w,,d
e,f,f,,t,,f,w,,p,,,s,,w,,p,w,o,p,u,v,d
p,f,s,,,p,,c,n,k,e,,s,s,w,w,p,,o,p,k,,
p,,y,,,s,f,,n,b,t,?,k,k,w,w,p,w,,,,v,
e,k,,w,f,n,f,,,g,,?,k,,,w,p,w,t,p,w,,g
e,,,n,,n,,,,,,b,s,s,p,p,p,w,,p,,,
e,f,y,e,t,,f,c,,,t,b,s,s,w,g,p,,o,,n,,d
e,,s,,t,,f,c,,e,e,?,,s,,e,p,w,,e,w,c,
e,f,f,n,f,n,f,w,b,,,e,,s,w,w,,,,e,n,s,g
p,f,f,g,f,,,c,b,p,e,b,k,k,b,b,,w,o,,,v,
e,f,f,g,f,n,f,,b,k,,e,f,s,w,w,p,,o,e,,,g
p,,,n,f,,f,,n,b,t,?,k,s,w,p,p,w,o,,w,v,
e,f,s,w,t,l,f,,n,,t,b,,s,w,,,w,o,,,v,d
e,f,s,g,f,n,f,,b,,t,e,s,f,w,w,p,w,,e,k,s,g
p,,,g,f,f,f,,,g,e,,,k,n,b,p,w,o,l,,y,p
e,f,s,w,f,,,w,b,k,t,e,f,s,,w,p,w,,e,k,,g
p,x,y,,f,f,f,c,b,p,e,b,k,k,b,,p,,o,l,,v,
e,,,e,t,n,,c,b,,e,?,,s,,,p,w,t,e,w,c,
p,x,,e,f,s,f,,n,b,t,?,s,k,,p,p,,o,e,,v,p
e,,f,,t,n,,,b,n,t,b,s,s,,p,p,w,o,,n,y,d
p,,,,f,c,,,n,u,e,b,s,s,,w,p,,o,p,k,s,d
p,f,y,g,f,f,,c,,g,e,b,,k,,b,p,w,,l,,v,p
p,f,,w,,n,,c,,w,e,b,,s,,,,w,t,p,,v,
p,,f,y,f,f,f,c,b,g,e,b,k,k,b,b,,w,o,l,h,v,
e,f,f,,t,n,f,,b,,t,b,s,,g,p,p,w,o,p,n,,d
e,,s,,t,,f,c,b,k,,c,s,,w,w,p,,o,p,,s,g
p,f,,g,f,f,,c,,g,e,b,k,,b,p,,w,o,l,h,v,d
e,f,f,n,,n,,,b,,,b,s,s,,,p,,,p,n,v,d
