LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
,,,2.0,25.0,,,,,0.0,0.0,,89448.0,83949.0,,44942.0,45886.0,,2549.0,,,1500.0,1511.0,0
,1.0,,2.0,,0.0,,,0.0,0.0,,,7369.0,,,,10085.0,1500.0,,,350.0,500.0,370.0,0
300000.0,1.0,1.0,1.0,54.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0
,1.0,1.0,,29.0,,,-2.0,,,,22391.0,,1705.0,-4.0,,332.0,4018.0,,0.0,,334.0,,0
170000.0,,1.0,,,-2.0,,,,0.0,0.0,,,,160946.0,,53525.0,4557.0,,12008.0,3000.0,4000.0,,0
,,,,39.0,0.0,,,0.0,,0.0,297309.0,290425.0,286959.0,278420.0,291642.0,,,13500.0,10000.0,30000.0,12000.0,10000.0,0
300000.0,,,2.0,31.0,,,,,,,-122.0,22953.0,,,26249.0,,23075.0,,,26380.0,1338.0,,0
,2.0,,,,,,0.0,,0.0,,,14460.0,15472.0,,16109.0,,1246.0,,,,586.0,,0
,,,,30.0,,,0.0,0.0,,0.0,100740.0,104055.0,,,114235.0,,,,8000.0,,,,0
,,,,,-1.0,,,-1.0,,-1.0,435.0,,435.0,,,,,,,,,870.0,0
170000.0,1.0,2.0,1.0,,0.0,,0.0,,,0.0,93420.0,96284.0,,99419.0,,,4371.0,,3716.0,3934.0,12030.0,,1
,,,,,,2.0,,,,2.0,43677.0,,,46927.0,,46865.0,0.0,,2000.0,1900.0,,,1
160000.0,2.0,1.0,1.0,,,3.0,2.0,0.0,,0.0,,,,780.0,,0.0,0.0,0.0,0.0,,,0.0,1
50000.0,1.0,,2.0,,,0.0,,0.0,,,13444.0,,,16599.0,,,1600.0,,,1000.0,,1000.0,0
50000.0,1.0,,2.0,,0.0,0.0,0.0,,0.0,0.0,17826.0,,19722.0,19305.0,,20221.0,1400.0,2200.0,,,2000.0,,0
100000.0,1.0,1.0,2.0,27.0,,,,,,0.0,,,,14578.0,,,4252.0,,,26130.0,653.0,,0
,2.0,1.0,,,,,-2.0,-2.0,-2.0,-2.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0
,,,2.0,,,,,0.0,,,14885.0,16579.0,,25032.0,25626.0,,,,,,2000.0,,1
,,3.0,,44.0,,-1.0,-1.0,,-2.0,,0.0,14121.0,0.0,,,,,,,0.0,150.0,790.0,0
450000.0,1.0,2.0,2.0,33.0,,,,-2.0,-2.0,-2.0,,,-387.0,,-387.0,,,,0.0,,,2515.0,0
,2.0,,1.0,,2.0,2.0,,0.0,,,,,17724.0,18473.0,19763.0,19306.0,0.0,1620.0,1350.0,,,,1
,,,2.0,,0.0,,,,-1.0,-2.0,,,0.0,6150.0,,0.0,,0.0,,,,,0
50000.0,,2.0,,,-1.0,-1.0,-1.0,-2.0,,,528.0,,,,2057.0,1206.0,378.0,,,,0.0,,0
240000.0,,,1.0,39.0,,-1.0,,,,-1.0,2688.0,2688.0,,2688.0,2688.0,,,2688.0,2688.0,,2688.0,2688.0,0
130000.0,2.0,2.0,,40.0,,,,0.0,0.0,,9559.0,12394.0,,,10167.0,,3000.0,,,500.0,2700.0,,1
,,,2.0,,-1.0,0.0,0.0,0.0,,,,,115733.0,93359.0,55264.0,,5933.0,9851.0,,,0.0,,0
,1.0,,,,0.0,,,2.0,,,,,15723.0,,,16245.0,,,,1000.0,,,0
210000.0,,,,38.0,1.0,-2.0,-1.0,,-1.0,,0.0,,,,,1222.0,,,0.0,789.0,1222.0,9616.0,1
,2.0,2.0,1.0,,,,0.0,,,,135841.0,127109.0,102712.0,,,,,3555.0,3524.0,,2000.0,1800.0,0
,2.0,,2.0,25.0,0.0,0.0,,0.0,0.0,0.0,,5024.0,,6094.0,,,,1100.0,,40000.0,,,0
150000.0,1.0,,1.0,,,2.0,2.0,2.0,,,17790.0,,18608.0,20294.0,19828.0,,,,2000.0,0.0,,2000.0,1
160000.0,,,,45.0,,-2.0,,,,-1.0,,,0.0,,,388.0,,0.0,0.0,0.0,,,0
50000.0,,,,,,,0.0,0.0,0.0,0.0,,,,17029.0,,,2500.0,2000.0,2500.0,500.0,500.0,500.0,0
,,1.0,,,,-2.0,,-2.0,,-2.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,1
140000.0,1.0,1.0,,,0.0,,,0.0,0.0,,19853.0,,25141.0,,34197.0,,,3000.0,,5000.0,5000.0,,0
50000.0,,,2.0,,1.0,,0.0,0.0,0.0,0.0,,46885.0,,27585.0,,27380.0,,1400.0,,,1000.0,1500.0,0
80000.0,2.0,,,34.0,,,,0.0,,0.0,,,,,,,,0.0,,,1000.0,,1
,,1.0,2.0,30.0,,0.0,,0.0,0.0,0.0,,,48190.0,48758.0,49219.0,58412.0,10300.0,10018.0,10026.0,5000.0,10000.0,,0
30000.0,2.0,,,,0.0,0.0,3.0,2.0,,2.0,,28970.0,,27481.0,29484.0,,,,0.0,2471.0,,4800.0,0
,2.0,,,25.0,,0.0,0.0,,,,,28139.0,27480.0,26960.0,27215.0,27977.0,,,,,1200.0,,1
,,,,,,2.0,,,-1.0,,,261.0,2745.0,-626.0,,,0.0,,0.0,,0.0,,0
,,,,,,,,0.0,,0.0,17974.0,,16057.0,14189.0,13265.0,12214.0,,,,800.0,,1000.0,0
,1.0,1.0,2.0,,,-1.0,,,,,,,7288.0,1055.0,,,,,,710.0,755.0,,0
80000.0,,1.0,,23.0,-1.0,-1.0,,-1.0,-1.0,,9183.0,,,,,,,3167.0,2953.0,,,,0
620000.0,,,1.0,,,,0.0,0.0,,0.0,,,59306.0,60479.0,,,3500.0,,,,,2500.0,0
,2.0,2.0,,,,-2.0,,-2.0,-2.0,-2.0,4771.0,4771.0,,15664.0,150.0,1150.0,4771.0,,,150.0,,,0
360000.0,,,1.0,49.0,1.0,,-2.0,-2.0,-2.0,,,,0.0,,0.0,0.0,,,,,,,1
,,2.0,,,,,0.0,0.0,,,,8185.0,9084.0,8667.0,,5328.0,1177.0,,249.0,258.0,,,0
150000.0,,2.0,2.0,26.0,,,0.0,0.0,0.0,,83446.0,75067.0,64432.0,,46098.0,,,,,2000.0,2000.0,2000.0,0
,,,2.0,,1.0,-2.0,,,-1.0,-1.0,0.0,,,,,,0.0,0.0,0.0,,2500.0,,0
370000.0,1.0,2.0,,30.0,,,,,,,,1259.0,,,,,,1263.0,3665.0,,,11175.0,1
100000.0,2.0,,1.0,,,0.0,,,,0.0,95893.0,97040.0,,,66779.0,,,,,,1707.0,1732.0,0
,1.0,,1.0,40.0,,-1.0,,-2.0,,-1.0,9759.0,,-241.0,-241.0,-241.0,7817.0,0.0,,0.0,0.0,,,1
,2.0,2.0,1.0,45.0,-1.0,-1.0,,-1.0,-1.0,,2605.0,2605.0,,,,3795.0,,4590.0,,2605.0,,,0
,,1.0,2.0,28.0,,,0.0,,0.0,0.0,,82139.0,74760.0,,,,,,,,,,0
,,1.0,,49.0,-1.0,-1.0,,,,,,390.0,,,,,390.0,,,,,390.0,0
,1.0,2.0,,33.0,-1.0,-1.0,-1.0,,,-1.0,9582.0,2119.0,10549.0,4409.0,,,,,,2578.0,6265.0,,0
200000.0,,,,26.0,,,,,,-2.0,156786.0,179.0,1443.0,1443.0,,,179.0,,1443.0,,871.0,,0
320000.0,1.0,1.0,,,,-1.0,-2.0,,,-1.0,14515.0,0.0,,,,,0.0,,,0.0,,,1
,,2.0,,31.0,-1.0,-1.0,-1.0,-1.0,,,,416.0,416.0,416.0,416.0,,,,,416.0,416.0,,0
,1.0,,,27.0,,,0.0,,0.0,0.0,,127055.0,122368.0,108543.0,,82288.0,,12105.0,,,4073.0,2666.0,0
,1.0,2.0,1.0,,1.0,2.0,,2.0,,2.0,188894.0,194489.0,,192140.0,,200564.0,,8000.0,,,,,1
150000.0,,1.0,,31.0,,-2.0,,,,-2.0,,-512.0,-512.0,-512.0,-508.0,-913.0,0.0,,0.0,4.0,,,0
,,1.0,2.0,32.0,0.0,0.0,,0.0,,,,218317.0,73874.0,,,94731.0,10000.0,,,,4500.0,,0
,2.0,,,38.0,,,2.0,,0.0,0.0,,96604.0,90785.0,,95912.0,,,,,5000.0,6000.0,6000.0,0
,2.0,,2.0,,,,-2.0,-2.0,,-2.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0
110000.0,2.0,,,37.0,0.0,,,0.0,,0.0,,189688.0,93984.0,,,,4300.0,,,3100.0,,,0
,,,2.0,25.0,,,,0.0,0.0,,42543.0,,27095.0,,20100.0,,1900.0,,,,,1000.0,0
,,,1.0,,,-1.0,,-1.0,-1.0,-1.0,1136.0,,,,3319.0,,642.0,,,,,5410.0,0
,,,,44.0,-2.0,-2.0,-2.0,,-2.0,-2.0,,,640.0,,336.0,527.0,619.0,,528.0,337.0,,,1
,2.0,,,26.0,,2.0,,0.0,0.0,,,46561.0,46764.0,48298.0,49137.0,,0.0,2200.0,3000.0,2000.0,1800.0,,1
110000.0,,,2.0,25.0,0.0,-1.0,,,,-1.0,54165.0,88490.0,,,,,88490.0,30000.0,,,,,0
,,2.0,2.0,23.0,1.0,,,-1.0,,-2.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0
290000.0,,,2.0,26.0,,0.0,,,,,196780.0,198682.0,,146116.0,,60439.0,,7443.0,35215.0,,,,0
,2.0,,2.0,28.0,,,0.0,,,,,48147.0,,43437.0,,35501.0,3000.0,2007.0,1361.0,1512.0,,,0
,2.0,2.0,1.0,,,0.0,0.0,0.0,-2.0,,13532.0,14647.0,15525.0,,0.0,,1647.0,,0.0,,0.0,,1
,,,,33.0,,,-1.0,,-1.0,-1.0,1879.0,,,,-5.0,,69842.0,,,,1956.0,900.0,0
120000.0,,2.0,,37.0,,-2.0,-2.0,,,-1.0,,0.0,0.0,0.0,,20502.0,,,,,,0.0,0
,2.0,,1.0,41.0,,,,0.0,,0.0,3983.0,25146.0,197534.0,179690.0,,,25146.0,185059.0,,6513.0,5058.0,,0
,2.0,1.0,2.0,,0.0,,0.0,,0.0,0.0,11379.0,,10861.0,10055.0,11040.0,10466.0,1200.0,,,1100.0,,600.0,1
130000.0,1.0,,,,0.0,,,,0.0,2.0,111731.0,108635.0,108842.0,,,,6000.0,,5000.0,6800.0,,,0
140000.0,2.0,,,,-2.0,,,-2.0,,-2.0,,0.0,,,,1980.0,,,,0.0,,1351.0,0
,,,,,,,-1.0,-1.0,-1.0,,390.0,390.0,,390.0,,390.0,,390.0,,,,,0
,,,,,,,,,,0.0,35619.0,,40841.0,39952.0,,,1647.0,,0.0,0.0,1326.0,,1
310000.0,,1.0,2.0,28.0,,-1.0,,,-1.0,-1.0,18877.0,18379.0,,,,33776.0,18417.0,48.0,17337.0,,,116.0,0
,1.0,,,31.0,,,,0.0,0.0,0.0,,19116.0,18028.0,18200.0,16844.0,18082.0,2906.0,,,594.0,3000.0,819.0,1
,,2.0,,,1.0,,,,,,26690.0,27954.0,27226.0,28427.0,,,2000.0,,2000.0,1000.0,1100.0,1500.0,0
140000.0,,,,28.0,,,2.0,2.0,,2.0,113780.0,,114448.0,114653.0,,116690.0,5800.0,3500.0,4500.0,4000.0,,4500.0,0
,2.0,1.0,2.0,,1.0,,-1.0,-1.0,-1.0,,,,,,,2005.0,,,,,,224.0,0
,2.0,2.0,,,0.0,0.0,,,,,,,,,,,,1829.0,,1000.0,,,0
,,,,43.0,0.0,,0.0,,,0.0,50517.0,,,,,18230.0,2015.0,,,,662.0,1000.0,0
,,,,,0.0,0.0,,,,,59841.0,60021.0,58476.0,,11473.0,22021.0,,1366.0,414.0,,,,0
,,2.0,,,,-1.0,-1.0,,-1.0,2.0,,14116.0,-2985.0,1472.0,,,,0.0,4457.0,1513.0,,1328.0,0
220000.0,,2.0,2.0,26.0,2.0,2.0,2.0,,,0.0,,216099.0,,216988.0,213824.0,39819.0,5516.0,,8275.0,0.0,,,0
180000.0,,2.0,,43.0,,-1.0,,,,,2745.0,3873.0,,,,2193.0,,3284.0,2354.0,,2199.0,,0
40000.0,,,,23.0,,0.0,0.0,0.0,,,,11410.0,12970.0,13246.0,,,,,1027.0,,,1000.0,0
150000.0,1.0,,,,,,-1.0,,,-1.0,,291.0,291.0,432.0,,882.0,291.0,,,,,,0
560000.0,1.0,,1.0,49.0,0.0,0.0,,,-1.0,-1.0,13432.0,12762.0,7077.0,,3416.0,416.0,3300.0,1416.0,0.0,,,,0
,2.0,,,,,,2.0,2.0,0.0,0.0,,,32222.0,,,36321.0,2000.0,2600.0,,1600.0,,0.0,1
750000.0,2.0,1.0,,28.0,,-1.0,,,0.0,-1.0,9500.0,,401003.0,399493.0,,409483.0,250000.0,,7990.0,,,,0
80000.0,,3.0,1.0,,,,,0.0,0.0,0.0,71515.0,,61892.0,26779.0,25464.0,25993.0,,2305.0,924.0,1069.0,1100.0,,0
,2.0,1.0,2.0,26.0,,,0.0,,-1.0,,,6000.0,4100.0,,10790.0,7373.0,1008.0,1000.0,0.0,,7373.0,,0
,,,,,,,,,,0.0,,,,,,7037.0,,,1500.0,,1267.0,,1
,,2.0,2.0,48.0,0.0,,,0.0,0.0,-2.0,68032.0,,44536.0,,,8325.0,4500.0,3000.0,,8400.0,8325.0,,0
,,2.0,,26.0,,,,-2.0,,,,-620.0,,-1400.0,0.0,,,0.0,,,,,0
100000.0,,2.0,2.0,40.0,0.0,0.0,0.0,,,0.0,92393.0,85345.0,,77068.0,,75954.0,,3500.0,,,,,0
,1.0,,2.0,,1.0,,-2.0,-2.0,-2.0,-1.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0
,1.0,,,,0.0,0.0,,0.0,,,258397.0,236235.0,,201259.0,157159.0,,9661.0,,8683.0,6970.0,56032.0,6025.0,0
180000.0,,,,28.0,0.0,,,2.0,,,,104403.0,110366.0,,,,6700.0,10605.0,0.0,,,,1
180000.0,2.0,3.0,,27.0,,-1.0,,,-1.0,,,0.0,715.0,4079.0,,,0.0,715.0,,0.0,,0.0,0
310000.0,1.0,,2.0,,0.0,0.0,0.0,,0.0,0.0,369398.0,,298536.0,,151755.0,73083.0,10250.0,9278.0,7000.0,7000.0,5000.0,188000.0,0
10000.0,,,,22.0,1.0,2.0,,2.0,2.0,2.0,,,8950.0,8658.0,9413.0,,,,0.0,900.0,,971.0,1
20000.0,1.0,2.0,,,,,-1.0,,-1.0,,2522.0,390.0,,780.0,0.0,780.0,,,,,,0.0,0
,2.0,,1.0,40.0,0.0,0.0,0.0,,,0.0,90828.0,83479.0,73749.0,,,,,,2344.0,,,2000.0,0
,1.0,1.0,2.0,,0.0,0.0,0.0,,0.0,,77225.0,75429.0,71977.0,56023.0,,,3649.0,2502.0,,1702.0,,1908.0,0
,,,1.0,43.0,,0.0,0.0,0.0,,0.0,,,,,,,,4000.0,4000.0,,,3000.0,0
,,,2.0,,-2.0,,-2.0,,,-2.0,,,,,,,,186398.0,,,,8960.0,0
200000.0,,1.0,,,-1.0,-1.0,-1.0,,0.0,-1.0,,17950.0,13056.0,,,500.0,18116.0,13113.0,2522.0,,500.0,500.0,0
10000.0,2.0,2.0,,55.0,1.0,2.0,,0.0,0.0,,9193.0,,,,8527.0,,,,1000.0,171.0,,80.0,1
30000.0,,,2.0,,,2.0,0.0,0.0,0.0,0.0,18034.0,,16635.0,15413.0,14296.0,,6.0,,,0.0,,939.0,0
50000.0,,2.0,2.0,25.0,0.0,,0.0,,,-2.0,42684.0,40407.0,31811.0,13898.0,,0.0,,,1000.0,,0.0,,0
,,2.0,,25.0,4.0,,4.0,,,0.0,,19432.0,,18248.0,,18021.0,,0.0,0.0,,,1200.0,1
,,,2.0,,,2.0,,2.0,,,,,29089.0,28522.0,,,0.0,3000.0,200.0,,1200.0,,1
90000.0,,,,,0.0,,2.0,0.0,,,89789.0,,,,87765.0,85855.0,,0.0,3500.0,3500.0,,3200.0,0
,,2.0,2.0,,2.0,,2.0,0.0,0.0,,14232.0,,14866.0,15611.0,16753.0,16343.0,1700.0,0.0,1300.0,,0.0,1400.0,1
200000.0,2.0,3.0,,,,-2.0,-2.0,,-2.0,-2.0,,2430.0,0.0,399.0,1396.0,0.0,2430.0,0.0,399.0,,0.0,,0
,,3.0,,29.0,-1.0,-1.0,2.0,,-1.0,-1.0,820.0,3191.0,,1300.0,936.0,,,0.0,,,,,0
210000.0,,,1.0,51.0,,-1.0,,-2.0,-2.0,-2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0
,2.0,1.0,1.0,,,-1.0,,-1.0,,-1.0,1365.0,,44404.0,27113.0,801.0,28027.0,84118.0,44404.0,27309.0,,28027.0,,0
80000.0,2.0,1.0,2.0,25.0,-2.0,,-2.0,-2.0,-2.0,,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0
140000.0,1.0,2.0,2.0,41.0,,0.0,,,0.0,,132758.0,,,,,,,,3000.0,2892.0,,3003.0,0
70000.0,,2.0,,24.0,0.0,,0.0,,0.0,,67897.0,62826.0,,40327.0,48673.0,46158.0,,2916.0,2004.0,,,2200.0,0
90000.0,1.0,1.0,2.0,36.0,,0.0,0.0,,,,,,,90102.0,78285.0,,9400.0,27000.0,,2680.0,52930.0,3400.0,0
,,,,,2.0,,2.0,2.0,,,,174258.0,175905.0,,,,8000.0,,,,,,1
,2.0,1.0,,31.0,1.0,-1.0,-1.0,,,,,180.0,,,,0.0,,,,,0.0,1235.0,0
,,1.0,2.0,,,,,,-2.0,-2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0
,2.0,,1.0,26.0,,,0.0,-1.0,-1.0,-1.0,15150.0,16311.0,16900.0,,,282.0,,,,0.0,,,0
50000.0,,3.0,1.0,47.0,,-1.0,-1.0,,,,,3415.0,3416.0,,30430.0,,,3421.0,,,,,0
50000.0,,2.0,,31.0,0.0,0.0,2.0,,,2.0,44970.0,48101.0,46993.0,47940.0,50903.0,49794.0,3855.0,0.0,1694.0,,,,1
,1.0,,1.0,,-1.0,,,0.0,,0.0,,,29650.0,29981.0,30419.0,,,,1100.0,1200.0,,1500.0,1
20000.0,,1.0,2.0,,1.0,2.0,,,0.0,0.0,10407.0,10096.0,11926.0,11440.0,12596.0,13533.0,,,,,1300.0,,1
,,3.0,1.0,45.0,,2.0,3.0,2.0,2.0,,,,,23936.0,,25871.0,,0.0,,,,2000.0,1
,2.0,2.0,,36.0,,,0.0,,,,,101638.0,101461.0,101461.0,,,,5000.0,,,3400.0,15003.0,1
,2.0,2.0,,49.0,,0.0,0.0,,,,12769.0,13557.0,,15429.0,16594.0,,,,5429.0,4500.0,5415.0,,0
,,,,34.0,0.0,,,2.0,,,170352.0,182711.0,183825.0,,,14960.0,15206.0,6000.0,0.0,5193.0,,,1
,2.0,2.0,1.0,49.0,,-1.0,,-2.0,,-2.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,780.0,0
,2.0,1.0,,,0.0,,,,0.0,,,,,,34318.0,19884.0,2400.0,,2608.0,700.0,,0.0,0
,,,,,,0.0,0.0,0.0,0.0,2.0,6991.0,,,9198.0,,9703.0,1126.0,,316.0,833.0,,,0
,,2.0,1.0,26.0,,,-2.0,,,-1.0,,0.0,0.0,,973.0,973.0,0.0,,2056.0,973.0,973.0,,0
360000.0,,,2.0,30.0,,,0.0,,0.0,,,362533.0,,353426.0,,,13000.0,14000.0,,,,6000.0,0
,,,2.0,40.0,0.0,,,,,0.0,127919.0,,,49459.0,47631.0,,,,4000.0,,,,0
,,1.0,,,0.0,0.0,0.0,,0.0,0.0,56144.0,58180.0,,36000.0,,,5000.0,,,,2000.0,2000.0,0
250000.0,,,2.0,30.0,0.0,,2.0,,0.0,,,,82228.0,,87990.0,,,0.0,3010.0,,0.0,,0
50000.0,1.0,3.0,2.0,,,2.0,,3.0,2.0,,,,48953.0,,49318.0,,,,1000.0,,,0.0,1
,1.0,,,34.0,-1.0,-1.0,-1.0,-1.0,,,,6164.0,3775.0,22690.0,21288.0,9289.0,6200.0,3775.0,22690.0,0.0,0.0,62588.0,0
,,,,,,,,-1.0,,0.0,43886.0,,9688.0,857.0,3810.0,4741.0,,7026.0,1000.0,,,,0
70000.0,1.0,,2.0,26.0,0.0,0.0,,0.0,,2.0,51897.0,51961.0,,51512.0,54709.0,52462.0,,2009.0,2397.0,,,2448.0,0
30000.0,,,,,,2.0,2.0,2.0,3.0,2.0,24921.0,26225.0,,28588.0,,27903.0,2000.0,,,,,0.0,1
,1.0,,,,,,,0.0,,0.0,81963.0,93893.0,100177.0,,304425.0,293920.0,15000.0,,3116.0,,10300.0,,0
340000.0,,2.0,1.0,,,-1.0,,,-2.0,-2.0,,44665.0,,2190.0,24599.0,7416.0,,,,,7416.0,77195.0,0
50000.0,2.0,,,,,-1.0,0.0,,-1.0,,,,48599.0,-250.0,,3685.0,54608.0,,112.0,,11304.0,52681.0,0
,,,2.0,,,0.0,0.0,2.0,,,,,178594.0,174330.0,,184562.0,,,0.0,8000.0,,15000.0,0
,,,2.0,28.0,,0.0,,0.0,0.0,0.0,187992.0,193623.0,,,170910.0,,8500.0,8600.0,,6500.0,6300.0,7900.0,0
,,2.0,,,0.0,0.0,,0.0,,,,31420.0,,24765.0,,27073.0,,,,,2500.0,1200.0,0
20000.0,1.0,,2.0,,0.0,0.0,,,0.0,0.0,,12906.0,13983.0,10983.0,,,,,2000.0,,0.0,0.0,1
,2.0,,2.0,26.0,0.0,,0.0,0.0,,0.0,,,46581.0,,,52580.0,,,,,,2500.0,0
,2.0,,,,-2.0,,-2.0,-2.0,,-2.0,,,,,,1254.0,,613.0,,,1254.0,431.0,0
,,2.0,,,,,0.0,,0.0,,,,62620.0,63870.0,64114.0,65932.0,,3000.0,2901.0,,3000.0,,1
200000.0,,,1.0,,,0.0,,0.0,,0.0,7677.0,,8000.0,10285.0,16285.0,4815.0,,2000.0,,,1500.0,0.0,0
,2.0,2.0,,,,,0.0,,0.0,,,65533.0,67475.0,69136.0,,50490.0,3000.0,3000.0,3000.0,,2000.0,2000.0,0
,,1.0,2.0,,0.0,0.0,,,,,25633.0,,,25932.0,,,2000.0,1289.0,1000.0,4000.0,,,1
,1.0,2.0,2.0,24.0,,,,0.0,0.0,,79047.0,81120.0,,46965.0,,47330.0,,2800.0,2008.0,1700.0,2000.0,1800.0,0
,,3.0,,23.0,-1.0,-1.0,0.0,,0.0,0.0,,19316.0,,19844.0,,19554.0,,,,803.0,,155.0,1
50000.0,,,,,0.0,0.0,,,-1.0,,49642.0,48381.0,44113.0,,17948.0,,,,170.0,,188.0,390.0,0
,,1.0,,24.0,0.0,0.0,,,0.0,0.0,,52167.0,51052.0,50116.0,,,,,2000.0,,1000.0,,1
100000.0,1.0,,2.0,,0.0,,,0.0,0.0,0.0,,87369.0,,83639.0,,,4085.0,,,,3259.0,,0
160000.0,,2.0,,,0.0,,,,0.0,,,150984.0,,,102969.0,,,6004.0,5170.0,,,4200.0,0
,1.0,,2.0,30.0,,-1.0,-1.0,0.0,-1.0,-1.0,,562.0,,932.0,,1014.0,,2234.0,0.0,,,1000.0,0
30000.0,2.0,,2.0,,,0.0,,,,0.0,28387.0,29612.0,30326.0,28004.0,26446.0,,,1400.0,,3000.0,1765.0,,1
80000.0,2.0,,1.0,28.0,,0.0,0.0,0.0,,0.0,150651.0,52233.0,81162.0,,,27813.0,,,1513.0,,,,0
70000.0,,,1.0,,,0.0,0.0,0.0,0.0,,64691.0,65259.0,66673.0,,64268.0,65264.0,2500.0,,,3000.0,3000.0,2500.0,0
20000.0,,2.0,2.0,,0.0,,0.0,,-1.0,-2.0,,19419.0,,,0.0,0.0,2000.0,,4731.0,,0.0,0.0,0
120000.0,1.0,,,54.0,-1.0,,,,,-1.0,632.0,,,,,316.0,,0.0,316.0,,,,0
370000.0,2.0,3.0,1.0,46.0,-2.0,-2.0,,-2.0,,-2.0,6370.0,2110.0,10086.0,804.0,,-10.0,2120.0,,,,0.0,,0
200000.0,2.0,,,,-1.0,,-1.0,-1.0,,-1.0,,15081.0,,,,,,32130.0,4476.0,6619.0,1262.0,1974.0,0
80000.0,2.0,,,,1.0,-2.0,-2.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0
,,2.0,,,,,,,0.0,,,81539.0,84216.0,,87679.0,,,,4000.0,3200.0,4000.0,4000.0,0
50000.0,,,,27.0,,,,,,0.0,30951.0,28622.0,11656.0,5435.0,,7227.0,1600.0,1542.0,1100.0,1000.0,,284.0,0
,,,1.0,33.0,0.0,,0.0,0.0,,,,143737.0,129898.0,124370.0,,,10000.0,,,4468.0,,,0
130000.0,,,2.0,39.0,1.0,,,,,,,3189.0,,,,,0.0,,,,780.0,0.0,0
,2.0,,,,2.0,2.0,,2.0,0.0,0.0,6795.0,10398.0,,9768.0,8430.0,20735.0,,,0.0,300.0,2165.0,,1
,,2.0,,,,-2.0,-2.0,-2.0,,-2.0,302.0,,1958.0,,,,0.0,,,16033.0,,,0
,1.0,2.0,,,,0.0,,0.0,,,14488.0,15798.0,,,,17726.0,1558.0,,1519.0,,0.0,,0
210000.0,,,1.0,,,-1.0,,,0.0,,,7078.0,,20372.0,36489.0,90261.0,7078.0,,,16489.0,,,0
20000.0,,,,27.0,0.0,,0.0,,,0.0,,15.0,15.0,,,,,,26.0,19700.0,,2000.0,0
,,,2.0,27.0,1.0,2.0,,,,2.0,,16806.0,,,19682.0,19220.0,,2251.0,,1807.0,0.0,10000.0,0
310000.0,,,,25.0,,0.0,0.0,,0.0,0.0,,22017.0,14605.0,,18048.0,16607.0,,1576.0,,,,,0
50000.0,1.0,,1.0,,0.0,0.0,,,0.0,0.0,50593.0,50420.0,49695.0,,18371.0,18601.0,,2198.0,1296.0,,676.0,695.0,0
,1.0,2.0,,28.0,0.0,,,,0.0,0.0,62312.0,,,,,,,2311.0,,2377.0,2000.0,,0
50000.0,,,,40.0,,0.0,0.0,,,,,,,,19893.0,,2015.0,,,3012.0,,,0
,,,2.0,,,,-1.0,-1.0,-1.0,-1.0,316.0,692.0,,692.0,,,692.0,316.0,,,859.0,1008.0,0
,2.0,3.0,1.0,35.0,-1.0,,0.0,,,0.0,10458.0,,,,,,37907.0,1599.0,,,,,0
,1.0,,2.0,,,,,,,,0.0,,,,,500.0,0.0,,,,500.0,0.0,0
,2.0,2.0,,31.0,,,0.0,,,,104850.0,101705.0,,,,,3600.0,,,,13203.0,4500.0,0
,,2.0,,31.0,0.0,0.0,0.0,,,0.0,,,245148.0,,,,10178.0,10577.0,8302.0,,7505.0,7700.0,0
,2.0,,,,0.0,,,0.0,0.0,0.0,8935.0,,10971.0,11982.0,12219.0,,1165.0,1188.0,1199.0,,452.0,,0
50000.0,,3.0,,,,,,0.0,0.0,,,49348.0,,,,,,,,996.0,1031.0,1047.0,0
100000.0,,,,,0.0,0.0,0.0,,,,,23828.0,,,26799.0,,5000.0,,2000.0,,,,0
50000.0,,2.0,1.0,,0.0,0.0,0.0,0.0,,,,,,7696.0,7872.0,8028.0,,1200.0,,,,297.0,0
200000.0,2.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,47236.0,45200.0,35939.0,,,34615.0,1800.0,1603.0,2000.0,,,1500.0,0
500000.0,2.0,,1.0,40.0,,,,0.0,0.0,0.0,,,,,71135.0,56594.0,80648.0,,10000.0,10000.0,2430.0,10000.0,0
130000.0,,3.0,2.0,24.0,0.0,,0.0,,,,90141.0,,,96604.0,97706.0,121027.0,,,5000.0,,25000.0,,1
