cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
x,s,n,f,f,,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
f,f,e,t,n,f,,b,w,t,b,s,s,g,g,p,w,,p,k,v,d,e
k,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,,e
s,f,n,f,n,f,c,n,g,e,e,s,,w,w,p,w,o,p,k,y,u,e
k,s,n,f,f,f,c,n,b,t,?,k,s,w,w,,w,,e,w,v,d,p
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,,,o,e,n,s,g,e
x,y,e,,n,f,,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,y,n,t,a,f,c,b,,e,,s,y,w,w,p,w,,p,k,,g,e
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,,l,e
,s,w,f,n,f,w,b,g,e,?,k,k,w,,p,w,t,p,w,,g,e
k,y,e,f,f,,c,n,b,t,?,s,s,w,,p,w,o,e,w,v,p,p
f,,e,f,y,f,c,n,b,t,?,,k,w,w,p,w,o,e,w,v,l,p
x,f,,t,n,,c,b,n,t,b,s,s,w,,p,w,o,p,k,y,d,e
x,,e,f,f,f,c,n,,t,?,s,s,p,w,p,w,o,e,w,v,p,p
,,g,t,n,f,c,b,u,t,b,s,s,g,g,p,,o,p,k,y,d,e
f,s,n,f,n,f,w,b,k,,e,f,s,w,w,p,w,o,e,k,s,g,e
,,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,,h,y,,p
,,y,t,a,f,w,n,p,t,,s,s,w,w,p,w,o,,n,v,d,e
b,f,g,f,n,f,w,b,g,,,k,k,w,,p,,t,p,w,n,g,e
x,s,,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,,l,h,v,,p
x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
k,f,g,,n,f,w,b,g,e,?,,s,w,w,p,w,t,p,w,n,g,e
f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,,,n,v,d,e
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,,k,n,g,e
f,y,y,f,f,f,c,b,p,e,b,k,k,b,,p,w,o,l,h,y,p,p
x,s,,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
f,f,g,t,n,f,c,b,p,t,,s,s,p,p,p,w,o,p,n,v,d,e
x,,g,f,f,f,,b,p,e,b,k,k,p,b,p,w,,l,h,v,d,p
,y,n,f,f,f,,n,b,t,?,s,s,,w,p,w,o,,w,v,p,p
x,y,y,f,f,,c,b,p,,b,k,k,n,b,p,w,o,l,h,y,,p
f,f,n,f,n,f,w,b,n,t,e,,f,w,w,p,w,o,e,n,s,g,e
f,s,n,f,s,f,,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,f,g,f,f,,c,b,g,e,b,k,k,,b,p,w,o,l,h,y,g,p
x,y,y,f,f,f,c,,g,e,b,k,k,n,,p,w,o,l,h,v,d,p
f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,,p,n,y,d,e
x,y,g,t,n,f,c,b,p,t,b,,s,g,,p,w,o,p,k,v,d,e
x,s,y,t,a,f,c,b,k,e,c,s,s,,w,p,w,o,p,k,n,g,e
,y,e,,y,f,c,n,b,t,,s,s,w,,,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,,p
f,y,,f,y,f,c,,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,,l,h,v,p,p
x,,n,f,y,f,c,,b,t,?,s,,w,,,w,o,e,w,v,l,p
x,s,b,,,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,,g,p
x,y,r,f,n,f,c,n,w,e,?,s,f,w,,p,,o,f,h,,d,e
x,,n,f,y,f,c,n,b,t,?,s,s,w,,p,w,o,e,w,v,,p
x,y,n,f,y,f,c,n,b,t,?,k,k,p,,p,w,o,e,w,v,d,p
f,,g,f,f,f,c,b,,e,b,k,k,b,b,p,w,o,l,h,v,p,p
k,f,g,f,n,f,w,b,p,e,?,s,,w,w,p,w,t,,w,s,g,e
x,y,y,,a,f,,b,w,e,r,s,,w,w,p,w,o,p,,s,g,e
x,s,,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
,s,w,t,f,f,c,b,w,t,b,s,,,w,p,w,o,p,h,s,,p
x,s,e,,s,f,c,n,b,,,s,s,p,w,p,w,o,e,,v,p,p
x,,p,f,c,f,c,n,g,,b,s,s,w,w,p,w,o,p,,s,d,p
x,y,g,f,f,f,c,b,p,e,b,,k,n,n,p,w,o,l,,y,d,p
f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,,k,y,d,e
f,f,g,f,f,,c,b,g,e,b,k,k,b,b,p,w,o,,h,y,g,p
x,y,w,f,n,f,,,u,e,,s,f,w,w,p,,,f,h,y,d,e
k,s,e,f,,f,c,,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,f,g,f,f,f,c,,p,e,b,k,k,p,n,p,w,,l,h,v,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
k,y,n,f,n,,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
f,y,y,f,f,f,c,b,g,e,,k,k,p,b,p,w,o,l,h,v,g,p
x,,n,,n,f,c,,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,,d,p
,f,n,,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
k,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,,e,w,v,l,p
f,,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,,w,v,p,p
f,,,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
x,s,,t,a,f,c,b,n,e,c,,s,w,w,p,w,o,p,n,s,,e
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,,o,e,n,s,g,e
f,y,n,t,n,f,c,b,u,t,b,,s,g,g,,w,o,p,,v,d,e
f,s,n,f,n,,c,b,,e,b,y,,n,n,p,w,t,,w,y,p,e
f,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,,,e
x,s,y,t,a,f,,b,,e,c,s,s,w,w,p,w,o,p,,s,m,e
f,,n,t,l,f,c,b,n,,r,s,y,w,w,p,w,o,p,k,y,p,e
,f,n,t,n,f,c,b,w,t,b,,s,w,g,p,w,o,p,k,v,d,e
x,f,w,,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e
x,,g,f,c,f,,n,n,e,b,s,s,w,w,p,w,o,,n,s,d,p
x,f,y,f,,f,c,b,g,e,b,k,k,n,p,p,,o,l,,v,g,p
f,f,w,f,n,f,w,,p,t,e,f,s,w,w,p,w,o,,,s,g,e
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,y,n,f,s,,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,,l,e
f,s,n,f,n,f,,,k,t,,f,s,w,w,p,w,o,e,n,s,g,e
x,f,,f,n,f,c,n,k,e,e,,s,w,w,p,w,o,p,n,y,u,e
b,s,p,t,,f,c,b,r,e,,s,s,,w,p,w,t,p,r,v,m,p
,y,y,f,,f,w,n,y,e,c,y,,,y,,y,o,e,w,c,l,p
f,s,p,t,n,,c,b,e,e,?,s,s,e,e,,,t,e,w,c,,e
f,f,g,f,f,f,c,b,g,e,b,,k,p,n,p,w,o,l,h,y,p,p
x,y,y,t,l,f,c,b,p,e,r,,,w,w,p,w,o,p,n,s,p,e
x,f,n,t,n,f,c,b,,t,b,s,s,w,w,p,,o,p,k,v,d,e
x,f,y,f,f,f,c,b,g,e,b,,k,b,n,p,,o,l,h,v,g,p
f,y,e,f,f,f,c,n,b,t,?,k,k,w,,p,w,o,e,,v,l,p
f,,,f,f,f,c,,g,,b,k,k,b,p,p,w,o,l,h,v,p,p
x,f,g,f,n,f,w,b,w,,?,s,s,w,,p,w,t,p,w,s,g,e
x,y,,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e
x,y,n,t,n,f,,b,w,t,b,s,s,p,p,p,w,o,p,k,,d,e
x,f,e,t,,f,c,b,w,t,b,s,s,p,,p,w,o,p,n,y,d,e
f,f,,t,n,f,c,b,,t,b,s,s,g,w,,w,o,p,n,,d,e
x,s,,f,n,a,c,b,o,e,?,s,s,o,o,,o,o,p,,c,l,e
k,y,n,f,s,f,c,n,b,t,?,k,,w,p,p,w,o,e,w,v,p,p
x,y,p,t,n,f,c,b,,e,?,,s,w,w,p,w,t,e,w,c,w,e
x,y,y,,,f,c,b,g,e,b,k,,n,p,p,w,o,l,,v,g,p
x,s,,f,c,f,,,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
x,s,,,y,f,c,n,b,t,,,k,p,p,,w,o,e,w,v,l,p
f,y,,,,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
x,s,b,t,,f,,b,h,t,b,,f,,w,p,,o,,h,v,g,p
f,f,g,t,n,,c,,n,t,,,s,w,w,p,w,o,p,,v,d,e
,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,,k,y,,e
,y,g,f,f,f,c,b,h,e,,k,k,b,b,p,w,o,l,h,v,,p
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,,s,m,e
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,,s,,e
,,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,,v,l,p
x,y,e,t,n,f,c,b,p,t,,s,s,p,p,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,,n,,,s,s,p,,,w,o,p,k,y,d,e
,y,e,f,y,,c,n,b,t,?,s,s,p,p,p,,o,e,,,,p
x,y,,t,n,f,,b,n,t,b,s,s,w,p,p,w,o,p,n,v,,e
f,f,w,t,,f,w,n,,t,,s,s,w,w,p,w,o,p,n,v,d,e
k,y,,f,y,f,,n,b,,?,s,s,w,w,p,,o,,w,v,d,p
x,f,g,f,,f,w,,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
f,s,e,f,,,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
f,,e,f,y,f,,n,b,t,?,k,k,w,p,p,w,o,e,w,,l,p
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,,w,,,n,s,m,e
x,f,g,t,n,f,,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e
,f,g,f,f,f,c,b,h,e,b,,k,,b,p,w,o,l,h,,d,p
f,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,,o,e,w,v,l,p
x,,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,,w,o,e,w,v,d,p
x,s,,,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,,,p
x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,,,,u,e
,,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,n,f,n,f,w,b,n,t,e,,s,w,w,p,w,o,e,n,s,g,e
x,y,r,f,n,f,,n,u,e,?,,f,w,w,p,w,o,f,h,v,d,e
x,f,y,,f,f,c,b,p,e,b,,k,n,n,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,h,,b,k,k,p,b,p,w,o,l,h,v,g,p
x,y,n,t,n,f,c,b,w,t,b,,,p,g,p,w,o,p,,y,d,e
x,f,n,t,n,f,c,,n,,b,s,,w,p,p,w,o,p,k,v,d,e
b,s,y,t,,f,c,b,g,e,,s,s,w,w,p,w,o,p,,n,g,e
f,s,,t,f,f,c,b,w,,b,,,,w,p,,o,,,v,g,p
f,f,g,f,n,f,c,n,k,e,e,,s,,w,p,w,o,p,k,y,u,e
f,y,e,t,n,f,c,,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e
f,y,e,,f,f,c,,b,t,?,k,s,p,w,,w,o,e,w,v,p,p
x,s,w,f,n,f,w,b,n,t,,s,s,w,w,p,w,o,e,,s,g,e
f,y,c,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
f,s,e,,,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
x,y,n,t,n,f,c,b,p,t,b,s,s,,p,p,w,o,p,k,v,d,e
f,f,n,f,n,f,w,b,h,t,e,,s,,w,p,w,o,e,k,a,g,e
x,s,b,t,n,f,c,b,w,e,,s,s,w,e,p,w,t,e,w,c,w,e
k,y,n,f,,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
k,y,n,,,f,c,n,b,t,?,k,k,,w,p,w,o,,,v,d,p
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
,y,y,t,l,f,c,b,p,,r,s,y,w,w,p,w,o,p,n,y,,e
,f,n,t,n,f,c,b,w,t,b,s,s,,w,,w,o,p,n,y,d,e
f,f,,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,,g,e
x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
k,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,,o,e,w,v,d,p
f,y,e,f,,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
x,f,p,f,c,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,v,d,p
f,s,n,f,,a,c,b,y,e,?,s,s,,o,p,o,,p,o,c,l,e
x,y,e,t,n,f,,b,w,t,b,,s,w,,p,w,o,,n,y,d,e
f,y,e,t,n,,c,,p,t,,s,s,p,,,w,o,p,n,v,d,e
x,f,g,f,,f,c,b,p,e,b,,,n,p,p,,o,l,h,y,g,p
k,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,,o,e,w,,p,p
b,,w,f,n,f,w,b,,e,?,,k,w,w,p,w,,p,w,s,g,e
f,f,n,t,n,f,c,b,n,t,b,,s,p,p,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,p,t,b,,s,,w,p,w,o,p,n,y,d,e
x,,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,,v,l,p
x,s,,f,n,a,,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l,e
x,y,c,f,,f,w,n,w,e,b,s,f,w,n,p,w,o,,w,v,l,e
x,f,,t,n,f,c,b,,t,b,,s,p,,p,w,o,p,,y,d,e
,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,,o,e,,v,l,p
x,y,n,f,s,f,,n,b,t,?,s,s,,p,p,w,o,e,w,v,l,p
x,,c,t,n,f,c,b,w,e,b,s,,w,w,p,,t,p,w,y,p,e
,s,n,,n,f,w,b,p,t,e,s,f,w,,p,w,o,,k,,g,e
f,s,e,f,f,,c,n,b,t,?,,k,,p,,w,o,e,w,v,d,p
f,y,,,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
x,y,,f,f,f,c,,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
f,f,w,f,n,f,w,b,,t,e,,s,,w,p,,o,e,k,a,g,e
f,s,p,t,n,f,c,b,,e,?,s,s,w,w,p,w,,e,w,c,,e
f,f,g,,n,f,,b,n,t,e,s,,w,w,p,w,o,e,k,,g,e
x,f,g,f,n,f,w,b,,t,e,s,f,w,w,p,w,o,e,n,a,,e
k,s,n,t,n,,c,b,e,e,?,s,s,w,w,p,,t,e,w,c,w,e
x,f,,f,,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,,e
k,s,p,t,n,f,,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
k,f,w,f,n,f,w,,w,,?,s,k,w,w,p,,t,p,w,s,g,e
x,s,w,t,a,f,c,b,g,e,c,s,,,w,p,w,o,p,n,n,g,e
,s,n,,n,,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
f,s,g,f,n,f,w,,,t,e,s,s,w,w,p,w,o,e,k,s,g,e
x,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
x,s,g,f,,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
,,g,t,,f,c,,u,t,b,s,s,p,w,p,w,,p,k,y,d,e
x,y,,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,,k,v,g,p
f,s,y,t,a,f,w,n,,t,,s,s,w,w,p,w,o,p,u,v,,e
f,f,g,f,,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
f,s,w,,,f,c,n,,e,e,,s,w,w,p,w,,p,k,v,u,p
,y,n,,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,y,g,t,n,,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,y,g,t,n,,,b,w,t,b,s,s,g,g,,w,o,p,k,y,d,e
f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,,w,o,p,n,v,d,e
f,y,n,t,n,f,,b,u,,b,s,s,w,w,,w,o,p,n,y,d,e
f,y,e,f,y,f,c,n,b,t,?,k,,p,w,p,w,o,e,w,v,l,p
,s,n,f,f,f,c,n,b,t,?,s,,p,w,p,w,o,e,w,,l,p
,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
,,g,,,f,c,b,u,t,b,s,s,g,g,p,w,,p,k,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
f,s,g,t,f,,c,b,p,t,b,f,f,w,w,p,w,,p,h,v,g,p
x,,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
x,f,e,t,,f,c,b,u,t,,s,s,w,g,p,w,o,p,k,v,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,,o,p,n,v,d,e
,s,n,f,f,f,c,n,b,t,?,s,,,p,p,w,o,,w,v,l,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,p
f,y,n,t,l,f,,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
x,y,n,f,y,f,,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
x,f,e,t,n,f,c,,p,t,b,s,s,,p,p,w,o,p,k,v,d,e
x,y,,f,f,f,c,n,b,t,?,k,k,w,,p,w,o,e,w,v,d,p
x,y,e,f,,f,,n,b,t,?,k,k,,w,p,w,o,e,w,v,d,p
x,s,e,,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,,,p
b,,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,,e
x,,n,f,y,f,c,n,b,t,?,k,s,,p,p,w,,e,w,v,d,p
,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,,g,e
f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,,w,o,p,n,v,,e
x,,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,,k,,g,e
k,s,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,,p
x,s,e,f,s,f,c,,b,t,?,s,k,,w,p,w,o,e,w,v,l,p
x,,,t,n,f,c,b,w,t,b,,s,w,p,p,w,o,p,k,v,d,e
b,y,y,t,l,f,,b,k,e,c,s,s,w,w,p,w,,p,n,s,m,e
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,,o,p,n,v,d,e
x,s,g,,n,f,w,b,h,t,e,f,s,w,,p,w,o,e,n,s,g,e
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
x,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,,w,o,p,k,v,d,e
f,,w,f,n,f,w,,k,t,e,,f,w,w,p,w,o,e,k,s,g,e
x,s,g,f,n,,,b,p,e,?,s,,w,w,p,w,,p,w,,g,e
x,f,,,n,,c,b,u,t,b,s,s,p,p,p,w,o,p,,y,d,e
x,f,w,f,c,f,c,,,e,b,s,s,w,w,p,w,o,p,n,v,d,p
,f,n,t,n,f,c,b,u,t,b,s,s,,,p,w,o,p,k,v,d,e
x,s,w,t,a,f,,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
f,,g,t,n,f,,b,w,t,b,s,s,w,w,p,w,o,,k,y,d,e
f,f,y,f,f,f,,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e
f,y,n,,n,f,c,b,u,t,b,s,s,,p,p,w,,p,,,d,e
s,f,n,f,,f,,,p,,e,s,s,w,w,p,w,o,p,,,u,e
x,y,g,f,f,,c,b,h,e,b,k,k,p,,p,w,o,l,h,,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,p
,y,g,t,n,f,c,b,p,,b,s,s,p,,p,w,o,p,n,y,d,e
x,s,b,t,f,f,,b,p,t,b,s,s,,w,p,w,o,p,h,v,u,p
x,y,g,,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,,g,t,,,c,b,n,t,b,s,s,g,g,p,w,o,p,k,,d,e
f,s,n,f,n,,c,b,o,e,?,s,s,o,o,p,,o,p,y,c,l,e
,s,g,,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,p
b,,,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
x,y,y,,f,f,c,b,g,e,b,,k,n,n,p,,o,l,h,v,p,p
x,s,,f,s,f,c,n,b,t,,k,k,,p,p,w,o,,w,v,l,p
f,y,g,f,f,f,c,b,,e,b,,,p,b,p,w,o,l,h,v,g,p
k,y,n,f,y,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,l,p
k,y,e,f,s,f,c,n,,t,?,s,s,p,w,p,w,o,e,,v,d,p
k,s,n,f,s,f,,n,b,t,?,,s,w,p,p,w,o,e,w,v,d,p
x,f,,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p
x,f,y,f,f,f,c,,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p
x,f,g,f,f,,c,b,h,,b,k,k,b,n,p,w,o,l,h,v,d,p
k,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
k,y,n,f,f,f,,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
x,y,g,,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
f,y,e,f,y,f,c,,b,,,s,k,w,p,p,w,o,e,w,v,p,p
b,f,n,f,n,f,c,,w,e,?,k,y,,n,,w,o,e,,v,d,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,p
f,f,y,,f,f,c,b,h,,b,k,k,,p,p,w,o,l,h,,g,p
x,s,,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
x,y,w,t,a,f,c,b,g,e,c,,s,w,w,p,w,,,k,n,m,e
f,y,g,f,,f,c,b,p,e,b,k,k,p,n,p,w,,l,h,v,p,p
x,y,y,f,,f,c,b,,e,b,k,k,b,n,p,w,o,l,h,y,g,p
,s,n,f,y,,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
x,y,y,,f,f,c,,g,e,b,k,k,b,b,,,o,l,h,y,d,p
,f,n,t,n,f,c,b,n,t,b,s,s,,p,,w,o,p,n,y,,e
x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,,o,,k,v,,p
x,f,g,f,,f,,,g,,b,,k,b,p,p,w,o,l,h,v,p,p
k,,n,,y,f,c,n,b,t,?,s,s,p,w,p,w,o,,w,,d,p
,f,g,f,,f,c,b,,e,b,k,k,p,p,p,w,o,l,h,y,d,p
x,y,g,t,n,f,c,b,,t,,s,s,p,w,p,w,o,p,n,v,d,e
f,,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,p
x,,g,t,n,f,c,b,w,t,b,s,s,g,p,p,,o,p,k,y,d,e
f,,y,f,,f,c,b,,e,b,k,k,b,b,p,,,l,h,y,p,p
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
f,y,y,t,a,f,c,b,p,,r,s,y,,w,,,o,,n,y,p,e
f,s,n,f,f,f,c,n,b,t,?,,k,p,p,p,w,o,e,w,v,l,p
,s,n,,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,?,s,k,p,w,,w,o,e,w,v,d,p
x,s,n,f,n,a,c,,o,e,?,s,s,o,,p,o,o,p,y,c,l,e
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
x,s,,f,s,f,c,n,b,t,?,k,k,w,,p,w,o,e,w,v,l,p
c,y,w,t,n,f,w,n,w,e,b,s,s,,w,p,w,,p,w,c,,p
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
x,y,e,f,f,f,c,,b,t,?,k,k,w,p,p,,o,e,w,v,l,p
f,f,g,t,n,f,,b,n,t,b,s,,,p,p,w,o,p,k,v,,e
x,f,g,f,n,f,,b,n,t,e,s,s,w,w,p,w,,e,k,,g,e
x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,,o,p,h,s,u,p
x,f,y,f,f,f,c,b,,e,b,k,k,b,p,p,w,o,,h,y,g,p
b,y,y,t,l,f,c,b,n,e,c,s,s,,,p,w,o,p,n,n,m,e
k,g,w,,n,f,w,n,w,e,b,,s,w,,p,w,o,p,w,c,l,p
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,,o,p,n,y,d,e
k,y,e,f,f,f,c,n,b,t,,k,k,w,w,p,,o,e,w,v,,p
f,s,w,t,p,,c,n,p,e,,s,s,w,w,,w,o,p,k,s,u,p
,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,,p
x,s,,f,c,f,w,n,u,e,b,s,s,w,,p,w,,p,k,s,d,p
x,f,n,t,n,f,,b,n,t,b,s,s,,p,p,w,o,p,k,v,d,e
,s,e,f,f,f,c,n,b,t,?,s,,,w,,w,o,e,w,v,,p
k,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,,w,,e,w,v,l,p
f,s,w,t,f,f,c,b,p,t,,f,f,w,w,p,w,o,p,h,v,g,p
x,y,,t,a,f,c,b,w,e,c,,s,w,w,p,w,o,,n,s,,e
f,y,e,t,n,,c,b,p,t,b,s,s,w,g,p,w,o,,k,y,d,e
x,,n,f,y,f,c,n,b,t,?,s,s,p,p,,w,o,e,,v,d,p
