LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,SEX,default payment next month
,44.0,2667.0,,,6216.0,5258.0,,,4000.0,,,,,,,,2.0,,,,,,1
110000.0,27.0,113461.0,,,111936.0,,,,,4167.0,,,,1.0,2.0,,,,0.0,0.0,,2.0,0
410000.0,,,7548.0,8726.0,,,,1130.0,,2200.0,,,,,,,,,,,,2.0,0
,,39105.0,45868.0,,,,,8000.0,,9000.0,,,10000.0,,,,0.0,,0.0,0.0,,,0
,,,,,,,,300.0,,1000.0,,,,,,2.0,,,,,,,0
,,-203.0,,,-688.0,,,,,,2000.0,1000.0,2000.0,,,,,,,,,,1
230000.0,,,,,,,,10000.0,,,,,,,,,,,0.0,0.0,,2.0,0
280000.0,,,,13466.0,12619.0,13985.0,,13214.0,13466.0,,13985.0,,,2.0,2.0,-1.0,,,-1.0,-1.0,,,0
,51.0,,85818.0,,85008.0,,,,7346.0,,2500.0,2022.0,,,,,,,,,,,0
,,,,611.0,,653.0,,,,593.0,,,,,,,,,-1.0,,,,0
,,,,,,5696.0,0.0,,,,,,,,2.0,,,-1.0,,-1.0,,2.0,0
,,89240.0,,,94817.0,,,,3377.0,,,,3307.0,,,,,,,,,,0
,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,-2.0,,,2.0,0
,31.0,,51184.0,,,,,,,2300.0,,,,1.0,,,,2.0,,0.0,,2.0,1
,,,,,43637.0,,,,,3500.0,,3500.0,,2.0,,,2.0,,,2.0,,2.0,1
,,131795.0,134083.0,,99313.0,90623.0,,6743.0,5421.0,,,3310.0,,,2.0,,,0.0,0.0,0.0,,,1
,,37026.0,,,,29790.0,,,,199.0,,,2000.0,,,,,,,,0.0,2.0,0
30000.0,,,,,,,,1712.0,1774.0,,,,1358.0,,,0.0,,,,,,,0
,,39128.0,20473.0,,,0.0,23101.0,,4200.0,,,,3000.0,1.0,,,,,,,-1.0,,0
,31.0,,,,,,,,,2000.0,2300.0,,,,1.0,,,,0.0,,,2.0,0
,46.0,14231.0,,,15603.0,,,1200.0,,,,,,,,,,,,0.0,,2.0,1
320000.0,,,,108597.0,65913.0,,,,18832.0,,,,3754.0,,,,,,,,,,0
,,90632.0,88637.0,90859.0,92734.0,48461.0,,,4200.0,,2182.0,1844.0,1652.0,,1.0,2.0,2.0,,0.0,0.0,,,1
,,,,,,,3078.0,0.0,,,0.0,,0.0,1.0,,,,,,,-2.0,,0
,26.0,,438691.0,,,345499.0,,,18000.0,16570.0,11803.0,,,,2.0,,,0.0,,,,,0
,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,,1.0,1
,,,,,,105197.0,,,,,,,,,,,,,,,,,0
,,60587.0,-83.0,,,,,,0.0,541.0,4538.0,166000.0,,,,,,,-1.0,,-1.0,1.0,0
,,,,,4240.0,3346.0,,1.0,1693.0,6940.0,7.0,1230.0,3.0,,,2.0,2.0,,,,,,0
,,892.0,6809.0,,,933.0,,,18399.0,,,,,1.0,,,,,-1.0,-1.0,-1.0,,0
,26.0,83900.0,,,,,,,,,2451.0,,,,,,,0.0,0.0,,0.0,,1
,,,,390.0,,,,390.0,,,,0.0,0.0,,,,,-1.0,,,-1.0,,0
200000.0,,6540.0,17288.0,3009.0,20311.0,,5696.0,,,,,5696.0,,1.0,,,,-2.0,-2.0,,-2.0,,0
,32.0,16849.0,17618.0,,,,5340.0,1434.0,1400.0,355.0,,,,,,,,0.0,0.0,0.0,,,0
50000.0,,,31319.0,,,,,0.0,,,,1431.0,,2.0,,,,,,,,2.0,0
50000.0,31.0,,42816.0,,,44220.0,45159.0,,,1500.0,,,,,,2.0,2.0,3.0,,,,,1
,,326.0,,326.0,,,,,,,,,326.0,,,,-1.0,-1.0,-1.0,-1.0,,,0
,43.0,43749.0,46330.0,,,,,,3204.0,,,2506.0,2015.0,,,,,,,0.0,0.0,,0
,,128213.0,,,,,133324.0,,,,5500.0,,,,2.0,,,,0.0,,,1.0,0
,39.0,,,,19183.0,17703.0,,,,,,,,,2.0,,0.0,0.0,,,,,1
,35.0,,,,,,,,,,,0.0,800.0,,,,,2.0,2.0,2.0,2.0,,1
,,5586.0,6599.0,,,,,,,,,470.0,,,,,0.0,,,0.0,,,1
50000.0,,,,,4402.0,0.0,,,0.0,4402.0,,,,,,1.0,,,,,,2.0,0
200000.0,,162018.0,,,0.0,,590.0,,0.0,0.0,,590.0,,,,,,,,-2.0,,,0
200000.0,51.0,,,735.0,2301.0,,316.0,,,,,,,,,,,-2.0,,,-1.0,,0
170000.0,,,46045.0,,,,,2100.0,,,,,4000.0,,,,0.0,0.0,,0.0,0.0,,0
150000.0,25.0,87822.0,,,,,69199.0,,,45000.0,,,,,,,,,,0.0,,,0
140000.0,,,,76167.0,,71150.0,,,,8000.0,,6000.0,,,,,,0.0,0.0,,0.0,1.0,0
,,,66805.0,,,,,,,3000.0,3000.0,,,,2.0,,0.0,,,,,2.0,0
,36.0,,,,,200117.0,,,9639.0,7123.0,,,,,,,,,,,0.0,,0
,36.0,3681.0,,,,,4718.0,,1555.0,2045.0,,,,3.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,0
,,,33115.0,31752.0,30539.0,29468.0,,,,,,7000.0,2000.0,,,0.0,,0.0,,,0.0,2.0,0
260000.0,64.0,,,,,,,,,0.0,,,,,,2.0,,,2.0,,,,1
,,,32540.0,,,,28593.0,,,,,,1009.0,,,,,0.0,0.0,,,,1
550000.0,28.0,,,246572.0,240595.0,,220199.0,12036.0,,,6797.0,,,,,,0.0,,,,,,0
80000.0,37.0,57844.0,,,,,,,,,,2500.0,,1.0,,2.0,,2.0,,,,,0
,30.0,,,550.0,,,,,,,0.0,0.0,,,2.0,1.0,-2.0,,,-2.0,,,1
200000.0,,,,,,20478.0,,2856.0,,,,,,2.0,,0.0,,,0.0,0.0,,,0
50000.0,,,,,28101.0,,28467.0,1756.0,1445.0,,,1054.0,,3.0,,,0.0,,,,,2.0,0
,39.0,,,,,,,1100.0,,,1000.0,,,1.0,,,0.0,0.0,,2.0,2.0,,1
50000.0,,,,,,,,,,1290.0,,,,2.0,,,,0.0,0.0,,,,0
50000.0,47.0,,,9899.0,,13460.0,,4000.0,,,,,,3.0,1.0,,0.0,,0.0,0.0,,,0
,,,9972.0,16073.0,,8073.0,,,16101.0,6342.0,,,5517.0,2.0,,,2.0,-1.0,,,,,0
30000.0,,,,,,31881.0,31085.0,,0.0,0.0,,,0.0,,,8.0,,,5.0,4.0,3.0,,1
,,50813.0,50558.0,,,,,1972.0,,,1029.0,723.0,,1.0,,0.0,0.0,,,0.0,,,0
50000.0,,,,,,3054.0,0.0,,,1000.0,,0.0,3294.0,,,,2.0,0.0,,0.0,,,1
,,,790.0,,,,,,,,,,,,,,,,,,,,1
,,,,15173.0,10493.0,,6687.0,1270.0,,0.0,,0.0,,,,0.0,,,2.0,2.0,,,0
,,4101.0,,,,,,,,,,,1353.0,,,0.0,,,,,,,0
,46.0,,3590.0,2936.0,,,476.0,,,476.0,,,,,,,,0.0,,-1.0,,,0
,,0.0,0.0,,,,,,,,,,0.0,1.0,,,-2.0,,,0.0,,,0
,47.0,,,,,147604.0,,,,,5600.0,,,1.0,,,,,2.0,,2.0,,1
200000.0,,1793.0,,,1530.0,,-200.0,5191.0,,,,0.0,980.0,,,,-1.0,,-1.0,,,1.0,0
,24.0,57147.0,,,,58945.0,,3000.0,,,,,2100.0,,,,0.0,0.0,,,,,0
500000.0,28.0,,,,,130352.0,126422.0,8086.0,,,,,3433.0,2.0,,,,,0.0,,,,0
,,,,144280.0,,90756.0,92935.0,,,,,,,3.0,1.0,6.0,,4.0,,,0.0,2.0,0
20000.0,,,11983.0,,,,7151.0,12483.0,4098.0,14899.0,,427.0,,,,-1.0,,-1.0,-1.0,,,,0
,,120766.0,55164.0,,,,,,,,,,,2.0,,,,,,0.0,,,1
130000.0,29.0,,67664.0,,,,,3000.0,,6000.0,,,,,,,0.0,,,,,,0
,,15636.0,4542.0,,,,,,,,1000.0,,,,,,0.0,,0.0,0.0,,,0
,49.0,49467.0,41877.0,20082.0,,,2088.0,,,107.0,,,,,1.0,0.0,,,,,,,0
,,,0.0,,,0.0,,,,,0.0,,1000.0,1.0,,,,-2.0,,,,2.0,0
,46.0,40154.0,39021.0,,22297.0,,23531.0,,,,,,,,1.0,,,0.0,,,0.0,1.0,0
50000.0,,,,,,33897.0,,,1833.0,,,,3446.0,3.0,,,,,0.0,0.0,,1.0,0
300000.0,,18341.0,,,,,5290.0,19854.0,6279.0,3883.0,,,,,,,,-1.0,,,,1.0,0
,33.0,,,9199.0,,,,,,1284.0,,,390.0,,1.0,0.0,,,,,0.0,1.0,1
170000.0,,,,,9380.0,,,,,,,,,,2.0,-1.0,,0.0,,,,,0
10000.0,,5948.0,,,,,,,,,,1604.0,212.0,,2.0,,,,0.0,2.0,,,1
660000.0,,284334.0,,325889.0,342408.0,,20843.0,6486.0,38507.0,,,,345.0,,2.0,,,0.0,0.0,0.0,-2.0,1.0,0
460000.0,35.0,0.0,,4856.0,6696.0,1327.0,,,,6696.0,1327.0,,,,1.0,,,,-1.0,,-2.0,,0
,,,5215.0,,,,51188.0,5215.0,4090.0,,,,,,1.0,0.0,,,,,,,0
300000.0,28.0,28989.0,29909.0,,52288.0,,,1291.0,,,,30000.0,,,,,,,0.0,,0.0,,0
,25.0,50224.0,,,,20389.0,,,,,,0.0,33000.0,,,,,,,,,,0
,31.0,,,,,0.0,,0.0,0.0,,,,,,,,-2.0,,,,-2.0,,0
,24.0,,,,,,,,1600.0,,,,,2.0,,,,0.0,,2.0,0.0,,0
,,,,,,-73.0,,0.0,0.0,,,,,,,,,,,-2.0,-2.0,,1
,35.0,61793.0,,26943.0,,,,,,,,7406.0,,2.0,,-1.0,,,,-1.0,-1.0,,0
,,,,,,3128.0,,,7966.0,3470.0,3128.0,,,,1.0,,-2.0,,,,,,0
,,,,,289377.0,,130085.0,,20009.0,30000.0,,,10000.0,1.0,,,,,,,0.0,,0
,,,13576.0,,,,18486.0,13605.0,19352.0,0.0,,18486.0,,2.0,,,,-1.0,-1.0,,,2.0,0
50000.0,25.0,35427.0,36307.0,36989.0,,39958.0,,2000.0,,,,0.0,3090.0,,,0.0,0.0,,0.0,,,2.0,0
,,,205150.0,0.0,0.0,,,,,0.0,,,100000.0,,,,,0.0,-2.0,,,,0
50000.0,,,,,,,,15000.0,,149.0,,,,,2.0,,0.0,0.0,,,,2.0,0
170000.0,,,,,,,51461.0,,,,,3000.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,,0
90000.0,,,15359.0,,,,,3155.0,,,,,1500.0,2.0,,,,,,,2.0,2.0,0
,38.0,,,,,,,,,,,1500.0,,3.0,,,0.0,,,0.0,,,1
200000.0,32.0,0.0,,,0.0,,900.0,,,,,,880.0,1.0,,,,-2.0,,-2.0,,2.0,0
,,,,,614.0,,3850.0,1844.0,1000.0,0.0,,4000.0,,1.0,,-1.0,,,2.0,,-1.0,,1
130000.0,,,,,96146.0,,,,,,,,,,2.0,,,,,,0.0,,1
,,,,,29375.0,,,2200.0,0.0,1008.0,,1032.0,,3.0,,1.0,,,,,0.0,,0
,,94791.0,89330.0,,,,,,3314.0,3050.0,,2600.0,,,,,,,,,,1.0,1
,,,,79726.0,,,78321.0,,,,,,,1.0,2.0,0.0,0.0,,,0.0,0.0,1.0,0
,54.0,,,,,14989.0,,,,,,,,1.0,,,,,,,,,0
,45.0,,,,,,,,,,0.0,,,,,,-1.0,-1.0,,,,,1
,,,,,,,,,,6039.0,4000.0,4000.0,4000.0,,,0.0,,,0.0,0.0,,,0
,53.0,,129008.0,130376.0,,136159.0,,,,,,5000.0,,3.0,,,,0.0,,,,,0
,,20762.0,,,,,10391.0,,,,,500.0,,,2.0,0.0,,,,,0.0,2.0,0
,23.0,,15410.0,,,,,0.0,,,,700.0,,3.0,,2.0,2.0,,,,,,1
,,58949.0,60131.0,,,63112.0,64325.0,,3000.0,3000.0,,3000.0,2500.0,,,0.0,,0.0,,,,,0
,,,,,,10139.0,10141.0,1400.0,,,365.0,,,2.0,,,,,,,0.0,2.0,1
,,,,,0.0,,,,,0.0,,,,,,,,,-2.0,,,2.0,1
,,,,,35212.0,40052.0,,,,,6010.0,,,2.0,,,0.0,,0.0,0.0,,,0
310000.0,39.0,166517.0,,19781.0,,24058.0,25646.0,,,,2000.0,,,,,1.0,,,0.0,,,,0
30000.0,,10094.0,,,7275.0,26804.0,,,,,,3000.0,,,,,0.0,,0.0,,,,0
,,,,,,18943.0,,,,,531.0,464.0,,,1.0,,,,,,,,0
240000.0,,,,,,,,,,7907.0,8021.0,,,2.0,,0.0,,,,,,,0
,,,,,38192.0,,,,,,,330.0,,,,,0.0,0.0,,,0.0,,0
10000.0,,7936.0,7662.0,8386.0,9069.0,,,,,1000.0,1000.0,0.0,,,,,3.0,,,,,,1
50000.0,,15899.0,,,,19089.0,18856.0,3400.0,,,,,638.0,,1.0,,,,,,,,0
90000.0,,4918.0,4694.0,,,,,0.0,,,,,,,1.0,,,,,,0.0,2.0,1
,32.0,4055.0,,,0.0,,,,,0.0,0.0,,,,,-1.0,-1.0,,,-2.0,-2.0,,0
150000.0,,,290.0,,,,0.0,,649.0,,16048.0,0.0,0.0,1.0,,-1.0,,,,,,,0
,24.0,,,390.0,,,0.0,,,390.0,780.0,0.0,,2.0,,-1.0,,,,,-1.0,,0
,,,,,47277.0,17410.0,,1736.0,,,,,1000.0,,,0.0,,0.0,,,,,0
310000.0,,,,,,,,,,,,,3000.0,,,,0.0,,0.0,0.0,0.0,2.0,0
,,,46760.0,47390.0,,,44430.0,,1700.0,0.0,3500.0,,2000.0,,1.0,,,,,,2.0,,1
,37.0,,,,,,,2100.0,,,,,,,,,0.0,2.0,,,0.0,,0
,,,,,,40009.0,,,,4000.0,0.0,,,1.0,,,,2.0,2.0,2.0,2.0,1.0,0
,,,,,9905.0,,,9540.0,,,,,3080.0,2.0,,,,-1.0,,,,1.0,0
20000.0,,,17676.0,,,,,3200.0,0.0,2600.0,,0.0,1700.0,,2.0,,,,,,,,1
30000.0,55.0,,2395.0,,2395.0,,,0.0,0.0,,,,,,,3.0,,,7.0,,,,1
50000.0,39.0,,15020.0,,16888.0,,,4000.0,,,,1000.0,596.0,,2.0,,,,,0.0,,2.0,0
,,,,780.0,0.0,0.0,0.0,,,,,,,,2.0,-1.0,,,,,,,0
,,25907.0,,,,,32009.0,,,,,4000.0,,,,,3.0,,,3.0,,,1
,,,,,,,,1600.0,,0.0,,,,,,,,3.0,2.0,,,,0
,,298.0,750.0,,,,,752.0,,1579.0,,,,1.0,0.0,-1.0,-1.0,,,0.0,,,0
,,38160.0,40213.0,,41890.0,,,,,1700.0,,,2500.0,,,1.0,2.0,,,,,,1
,38.0,,,291.0,291.0,291.0,,,,,,291.0,,,,-1.0,,,,,,,0
,,,88338.0,,50095.0,48987.0,,,,2000.0,,,,,1.0,0.0,,0.0,,,,2.0,0
,,,0.0,,7000.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,,,,-2.0,,,-2.0,1.0,0
230000.0,,,,,368.0,,,,1972.0,,,,,,,,-1.0,-1.0,,,,,1
,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,-2.0,,-2.0,,,,2.0,0
120000.0,,,114344.0,,,,,4089.0,,,,,0.0,,1.0,-1.0,,0.0,,0.0,,1.0,0
,,,,,0.0,0.0,0.0,,19837.0,,15846.0,,0.0,,,,,,,,-2.0,,0
,,,,32855.0,,,,2352.0,2531.0,,,,,,,2.0,2.0,,,2.0,,1.0,1
,,,,,,,,,,698.0,,,,,,,0.0,,,0.0,0.0,,0
,32.0,,,,1147.0,,5053.0,,,1147.0,,,,,,,-1.0,,,,,2.0,0
,,1163.0,,1487.0,,,,,1487.0,,,,,1.0,,,,-2.0,,,-2.0,,0
,,25078.0,,14407.0,,10099.0,,,,6820.0,,,,,,,,-1.0,,,-1.0,,0
,,137952.0,141168.0,143215.0,,,72723.0,7000.0,,5000.0,,,,,,,,,0.0,,,1.0,0
,,,18116.0,18397.0,,24921.0,,5000.0,,,,,11672.0,,,,,0.0,,,,1.0,0
,30.0,,,,,125294.0,104545.0,,,8500.0,,4000.0,,,,0.0,,,,,,2.0,0
,,181569.0,,186885.0,187756.0,,,,8246.0,6806.0,,,6004.0,,2.0,,0.0,,,,,,0
,,,,,,,590.0,,390.0,,980.0,,,,2.0,,-1.0,,-1.0,,0.0,,0
,,,,,,,21736.0,1700.0,1700.0,1700.0,,,1000.0,,,0.0,,,,,0.0,,0
,,1478.0,-3.0,12353.0,,7666.0,,,,11079.0,,,,2.0,,,-1.0,,0.0,0.0,-1.0,,0
,,,,780.0,0.0,0.0,,,780.0,,0.0,,0.0,2.0,2.0,,,,,,,2.0,1
,,,,112288.0,,,,,,,4100.0,,11002.0,,,,,,,0.0,,,0
,,,33699.0,35839.0,37954.0,,,3000.0,,3000.0,,,,2.0,,3.0,3.0,,,,,2.0,1
,,,138128.0,,131374.0,,137238.0,7001.0,4700.0,,,5300.0,,,2.0,,,0.0,,,,,0
,,-129.0,,-329.0,,,,,,,,200.0,,,,,,,-2.0,,-2.0,,0
,,,15104.0,,16273.0,,780.0,,,1500.0,841.0,,,,,,,,,0.0,0.0,,1
,,,,,,,,,1600.0,,,,0.0,3.0,,,2.0,2.0,2.0,,,2.0,1
,49.0,942.0,2002.0,,,0.0,,,,,,942.0,1000.0,,,,,,-2.0,,-2.0,1.0,0
340000.0,,1933.0,,,981.0,,8097.0,,,,22936.0,,5939.0,1.0,,0.0,,,-1.0,-1.0,,1.0,0
140000.0,,,,,83544.0,,,,,,3500.0,,,,,,,0.0,0.0,,,,0
,,,51493.0,,,,,2600.0,2000.0,,,900.0,,,,,0.0,,,,,,0
,,86883.0,,,,79941.0,,,,,,,,,2.0,,,,0.0,,0.0,,0
,41.0,,,38224.0,,,32179.0,,,,,,,2.0,,,0.0,0.0,,,0.0,,0
320000.0,38.0,129416.0,,,,,,,,6246.0,4395.0,,,,,0.0,,,0.0,0.0,0.0,,0
,26.0,,,,11720.0,,,,,,,344.0,,,,,,,,0.0,0.0,,0
,,16326.0,,18456.0,,18800.0,10000.0,1441.0,1400.0,,,,,2.0,,,,0.0,,0.0,,,0
400000.0,,,,,,14837.0,,9677.0,11867.0,,,7959.0,,2.0,,-1.0,-1.0,,,,,,0
70000.0,,,,,69589.0,,69304.0,,,,,,,1.0,,0.0,,,,0.0,,2.0,0
10000.0,46.0,9841.0,9628.0,4060.0,,2140.0,,,,,,,,,,,2.0,-1.0,,,,,1
,,,,,1983.0,,,,0.0,,,207.0,49974.0,,1.0,,-2.0,,,-1.0,,,0
,,2946.0,,,3309.0,,,4599.0,,1446.0,0.0,,,,,-1.0,-1.0,2.0,,,,,0
,,69046.0,70490.0,71931.0,73362.0,74897.0,,2548.0,,2618.0,,2800.0,6098.0,,,,0.0,0.0,0.0,0.0,,1.0,0
220000.0,28.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0
,,,165.0,,,,485.0,,,452.0,,485.0,459.0,3.0,,,,,,,-1.0,,0
,52.0,,,19385.0,,,21457.0,,1500.0,,,876.0,,,,,,,,,,1.0,0
,,37637.0,38676.0,,,,,1500.0,,,,1400.0,,2.0,2.0,0.0,,,0.0,,,2.0,0
,,,,,,,9565.0,,5000.0,,,1000.0,,1.0,2.0,,,,0.0,0.0,,,0
,,,,,,,,,,,500.0,1000.0,,,,,,,,0.0,,,1
,,,17696.0,,,19584.0,,,,,2000.0,,,,,0.0,,,,,,1.0,1
20000.0,,,,,,,12224.0,1917.0,,1000.0,1000.0,,,,,0.0,0.0,,,,,,1
,,,,128307.0,,,,,,,0.0,,,,,-2.0,,,,,,,0
,,,58926.0,58625.0,,56661.0,40700.0,,2500.0,2500.0,,,,1.0,1.0,1.0,,0.0,0.0,,0.0,,0
,36.0,46202.0,47239.0,,49218.0,,,,,,1843.0,4654.0,,,1.0,,,,0.0,,,1.0,0
50000.0,31.0,,,,,18996.0,18553.0,1500.0,,,,,,,,,,0.0,,,,,0
,,,98583.0,95810.0,,88201.0,,5000.0,,,,,,3.0,,0.0,0.0,,,0.0,0.0,,0
,59.0,,,,,0.0,3035.0,,,2061.0,0.0,,,,1.0,,,,-1.0,,-1.0,,0
160000.0,,3607.0,,,2146.0,2534.0,,,1058.0,,,2242.0,,,,,,,,,,2.0,0
,,,,62503.0,,,58160.0,,,4000.0,,,,,2.0,0.0,0.0,,,,0.0,1.0,0
,,,,,,,,3000.0,3100.0,,,,,1.0,,,,,,,,,0
,47.0,101986.0,,,,,,,,,,,2231.0,,,0.0,,,0.0,0.0,0.0,,0
,,,-2.0,,,,-10.0,,4905.0,,,,5685.0,,2.0,-1.0,,,,,,,0
280000.0,,92095.0,173354.0,193994.0,,,,83959.0,28869.0,,,,,,,0.0,0.0,,0.0,0.0,,,0
,49.0,,,,,,,,,,2000.0,2000.0,,,,,,,,,,,0
30000.0,48.0,,,,,25667.0,,,1710.0,,1079.0,,,,1.0,,,0.0,0.0,,,,0
,29.0,,64364.0,,,,,,,,1000.0,390.0,390.0,,2.0,,,,-2.0,,-1.0,,0
,,,,390.0,,,15915.0,,,0.0,16056.0,,390.0,2.0,,0.0,,-1.0,,,,,0
,33.0,,17474.0,,,,12482.0,,1183.0,,1200.0,,,,,,,,,,2.0,,0
30000.0,23.0,,,,,,24045.0,,,,,,1000.0,,,,,,,,,,1
,,,625.0,300.0,475.0,,325.0,,0.0,500.0,,500.0,300.0,,2.0,,2.0,,-1.0,-1.0,,1.0,1
,,,,,,34329.0,33643.0,,1900.0,,,,,,,,2.0,,,,,,1
,,4932.0,2638.0,,,,,,,,,2946.0,,1.0,,,,-2.0,,,,,0
140000.0,,,,59152.0,,,,,4000.0,9500.0,,,,2.0,,0.0,0.0,,,,0.0,2.0,0
,,25161.0,,,,,,,5000.0,,,0.0,,,1.0,,2.0,2.0,,,,,1
440000.0,,,,,,,,0.0,,,,100.0,300.0,,,-2.0,-2.0,-2.0,-2.0,,,2.0,0
,,,,913.0,465.0,,4247.0,,920.0,,157.0,4247.0,157.0,,,,-1.0,,,-1.0,,,0
,,,,,157131.0,,,,,,68.0,,,,,,,,,2.0,,,0
,26.0,182026.0,111563.0,78169.0,,2354.0,,4500.0,,,2354.0,,,,,,,0.0,,-1.0,,,0
,,,,348144.0,,254598.0,227869.0,13200.0,,11500.0,,,8000.0,,,,0.0,,,,,1.0,1
,42.0,,,11902.0,,,,3000.0,5000.0,5000.0,7000.0,,,1.0,,,,0.0,,0.0,0.0,,0
20000.0,,0.0,2000.0,0.0,0.0,0.0,,,,,,0.0,,,,,,-1.0,,,,,1
,27.0,,,,34289.0,,,,57326.0,,0.0,0.0,,,,,,,-1.0,,-2.0,2.0,1
,,38251.0,,,,,8922.0,4000.0,1500.0,1500.0,,,,,2.0,,,0.0,0.0,,,,0
,,,,,,,,2780.0,2000.0,,1000.0,,,3.0,,-2.0,-2.0,,-2.0,-2.0,,1.0,0
,,,106428.0,,,,,,,,5117.0,,,,2.0,,0.0,,0.0,,0.0,,1
290000.0,,,,280510.0,,,,52000.0,,20000.0,,,,,,0.0,,,,0.0,,,0
110000.0,,124206.0,,126200.0,130540.0,,,,,,0.0,5000.0,,2.0,2.0,,,,,2.0,0.0,,1
,24.0,,-148.0,,11034.0,,,,,,5040.0,7838.0,,2.0,2.0,,,-1.0,,-1.0,,,1
,,,,,49311.0,,,,,,,1866.0,,3.0,,0.0,,0.0,,0.0,0.0,,0
20000.0,,,,,,21026.0,,,,0.0,,,,,2.0,,,,,6.0,,1.0,1
,,,,,,,,,,9.0,,,,,,,-1.0,3.0,,0.0,,,0
,43.0,,0.0,,,,,0.0,,,,,,,,,,-2.0,-2.0,,,,0
,,,8851.0,,,12009.0,,,,31319.0,,,13785.0,1.0,,-1.0,,-1.0,-1.0,,,,0
,,3345.0,,4339.0,7423.0,,,,,7423.0,,,4141.0,,,,-1.0,,-1.0,,,,0
,,,,,,0.0,1111.0,75276.0,,48845.0,,,,,2.0,,,,,-2.0,-2.0,2.0,0
130000.0,,,,,63896.0,,64684.0,,2230.0,,2500.0,,,,2.0,0.0,,0.0,0.0,,,1.0,0
,,,,,,37511.0,,,,51697.0,,,414.0,,,,,-1.0,-1.0,,-1.0,1.0,0
,,,,,,0.0,1000.0,,,,,,,,3.0,,,,,,-1.0,2.0,0
,26.0,,,10064.0,150.0,,1000.0,,199.0,0.0,,,,2.0,,,,,,,,,0
,31.0,,,,,20036.0,,2227.0,,2180.0,,2071.0,,,,,,,,,,1.0,0
,,,,,73678.0,,,,0.0,0.0,4874.0,1000.0,,2.0,2.0,,,,,2.0,,,0
,,354626.0,,,,,,14000.0,14000.0,12000.0,12000.0,12000.0,,,2.0,,,,,,,2.0,1
,,,,,,,0.0,,1620.0,,,,,1.0,,,,,,-1.0,,,0
,,,,2252.0,4932.0,,,,,7338.0,2791.0,,,,,,-1.0,-1.0,,,,,0
230000.0,,170041.0,174811.0,,182106.0,183965.0,,,6418.0,8000.0,,,,,,,,0.0,,0.0,,,0
,,,,,326.0,,,,0.0,326.0,,,,,,,3.0,,,,,,0
,,,430538.0,,390031.0,,,,,,14000.0,,,,,,0.0,0.0,,,,,0
,,68375.0,71660.0,,,29128.0,,,,1001.0,,,,,,,2.0,,,,,,0
130000.0,27.0,,12390.0,0.0,,,,,0.0,0.0,,,,,2.0,,,,-2.0,,,,0
,,,123423.0,5250.0,,,0.0,,5250.0,,0.0,0.0,,2.0,1.0,0.0,,,,-2.0,,,0
,,51132.0,49594.0,,48532.0,,27539.0,,4800.0,,,,,,,1.0,2.0,2.0,2.0,,,,0
,57.0,163452.0,,,,,,7300.0,,,,,5100.0,,1.0,0.0,,,,,,2.0,0
,,,,,,,,,6270.0,,,3488.0,,,,,,,-1.0,,,,0
,,,237635.0,242191.0,212879.0,,188850.0,,,,,6000.0,,,,0.0,0.0,,,0.0,0.0,,0
,38.0,250.0,1384.0,,,5536.0,8321.0,,5000.0,1224.0,,,3552.0,,,,,,0.0,,0.0,,0
,27.0,36406.0,,10246.0,,,20247.0,2000.0,5056.0,,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,,1
,,,139439.0,,,119511.0,119763.0,50439.0,,,,,,2.0,1.0,,0.0,0.0,,,,,0
200000.0,,,,60722.0,,,38238.0,3000.0,,3000.0,2000.0,2000.0,3000.0,,,0.0,,,0.0,0.0,0.0,,0
30000.0,47.0,,25690.0,,27774.0,,,,,,1500.0,2200.0,,1.0,,2.0,2.0,0.0,0.0,,,,0
,,,,,,,59226.0,,,,,0.0,,,,,,0.0,,,2.0,2.0,0
,,2568.0,,4608.0,,,,,,,,,,2.0,2.0,,0.0,0.0,,,,,0
160000.0,,,,,,,,,,5000.0,4800.0,,,,2.0,,,2.0,2.0,,2.0,,1
,,,,,,,333.0,,,337.0,1996.0,0.0,,,,,,,,,,,0
,,233314.0,,,211132.0,179564.0,,,10002.0,,,16002.0,,,1.0,,,,,,,,0
20000.0,,,,,17499.0,,,,,,556.0,600.0,0.0,2.0,,0.0,,,,,0.0,,1
,,,5896.0,,10000.0,,,,,,,,,2.0,2.0,,,,,0.0,0.0,2.0,0
,,,176.0,1269.0,,,,,,,,860.0,,,1.0,,,,,-1.0,,,0
50000.0,,,,,,19807.0,,,2200.0,1000.0,1500.0,0.0,,,2.0,0.0,,,,,,2.0,0
,,,2070.0,370.0,,,,,,,,,0.0,,,,,-1.0,,,,,0
