class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,,g,f,f,,,,g,,b,,,,p,p,,o,l,,,g
,,f,w,,,,,,,,,,,w,w,,w,o,,,a,g
,,f,,,,f,,,w,,,s,s,,g,p,,,p,n,v,d
,x,,g,f,n,f,,b,h,t,,,,,w,p,w,,,k,,g
,,y,,,n,f,c,,,,,s,,,,p,,o,,k,y,d
,k,,,,y,f,,,,t,,,,p,,p,w,o,e,,v,p
,,,n,f,y,f,,n,b,t,?,s,s,p,w,,w,,e,,v,d
,f,,,,,,,b,w,,,s,y,w,w,p,,o,p,,,p
,k,,e,f,f,f,c,,b,,,k,,p,,,w,,,,,l
,f,,n,f,,f,,b,,,e,f,,,w,,,,,k,a,g
e,,,,,n,f,c,,n,t,,,s,w,p,p,w,,p,n,,
e,x,s,,f,n,f,,,p,,e,s,f,w,,,w,o,,n,,g
p,x,,,f,,,,n,u,,b,,s,w,w,,w,,p,k,,
p,k,,n,f,y,,,,b,,,,,,,,w,,,,v,p
,,,,f,,,w,,,t,e,s,f,w,w,p,w,,e,,,g
p,x,,,,f,f,c,b,g,e,,,,,p,,w,,,,,
,x,y,w,t,a,,c,,,e,,,,,,,,,p,k,s,
p,,,,f,f,,,n,,t,?,,,,,p,w,,,,v,d
,,,g,,n,,c,b,,,,,,,,,w,o,,n,,d
,,,,f,,f,w,,,,b,s,,w,,,,,e,,v,
,,,c,f,n,,w,n,w,e,,s,f,w,,p,w,o,e,,v,l
,,,,f,,f,,n,,,?,,,p,p,p,w,o,,,,d
e,x,,,,n,,w,b,h,t,e,,f,,w,,,,e,,,g
,,,,t,,,c,b,w,e,,s,y,,,p,w,,,,,g
,,s,,f,n,f,w,,,,,,s,,,p,w,,e,,s,
p,x,,,,f,f,,,,t,,,s,w,,,,o,,h,,
,f,y,,,,,c,b,h,,b,,k,,n,,,,l,h,,
e,,y,y,t,l,,,,w,,c,,,,,p,,o,,k,s,g
e,x,,,t,,,c,,n,,b,,,,,,,,,n,v,
p,f,,n,,y,,,n,,,?,s,k,,,p,,,e,w,,d
p,x,y,y,,f,,c,b,,,b,,,n,n,p,w,,l,,y,g
,,,,f,,,,,h,t,,s,,,w,p,w,o,,,a,
e,x,f,g,t,,,c,b,p,,b,s,,,,p,w,o,p,,,
,x,s,e,f,y,,,,,,?,k,k,,w,p,w,o,,w,,
,x,f,,f,,f,w,,p,,,,,w,w,,w,,p,w,,g
,,y,,t,,,,,u,,,s,s,w,,,w,o,,,v,
e,f,,n,,n,,,,,e,,s,,,w,,w,,,,,
p,x,s,e,f,,f,,n,,,,s,s,,,,,o,e,w,,
p,x,y,n,,,,,,,t,?,,k,w,,,w,,,w,,
p,,,e,f,,f,c,,,t,?,s,s,w,w,p,,o,e,,,d
,,,p,,n,,,,w,e,,,,w,w,,,,p,,,
e,,s,,,n,f,,,w,,b,,,,,,,,,w,,p
,,,g,,n,,w,,,,,,,,w,,w,o,e,,,
,x,f,,f,n,f,,b,,e,,,,,w,p,,,,,n,
e,f,s,n,f,,a,c,b,o,e,,s,,,,p,,o,,,,
p,,,e,f,y,f,,,b,,,k,,w,,,w,o,e,,,d
,x,,,f,c,,w,,n,e,b,,,,w,,,,,k,v,
,,y,y,f,n,,,,y,,,,y,y,y,p,,,,w,c,l
p,k,,,f,,,c,n,,t,,,s,w,,p,,o,e,,v,
,,,,,,f,,,,,,,,,w,,,o,e,,,
,x,,,f,,f,,b,h,,,s,,w,,,w,o,,,s,
,,,,,s,f,c,,,t,,,,,p,,,o,e,w,v,d
,,,n,f,,f,c,,,,,s,s,,,p,,o,p,k,,
e,,s,n,f,,a,c,,,e,?,s,,,,p,,o,p,b,,l
p,,,e,,s,f,c,n,b,t,,s,,,p,,w,o,,w,v,
,,y,,,,f,c,,,,,,,p,,,w,,,w,v,p
,,,e,,s,,c,n,,,,,k,,w,p,,,,w,,l
,f,,,t,,,,,,,b,,,,,,w,,p,h,,g
p,,y,,f,y,f,c,n,b,t,,s,,,,p,w,o,e,,v,l
p,,,,f,,f,,,p,e,,,,,w,,w,,,,,
e,,,,t,,f,,,,t,,,s,w,,p,,o,p,,y,
e,f,,,,,f,,n,w,t,b,,s,,,p,w,,p,,,d
p,,,,f,,,,,p,,b,s,,,,p,,,p,,v,
p,,s,n,f,s,f,,n,b,,?,,,,,p,w,,,w,v,d
e,,s,,f,n,,c,b,,e,?,,,,o,p,n,,p,,v,
,b,f,g,,,f,,,,,?,,,,w,p,,,,w,s,g
,x,f,g,,f,,c,,p,e,b,,,,,p,,,,,,
p,x,y,,f,,,c,n,,,?,,k,,w,,w,,e,w,v,
p,x,,,t,,,c,,n,e,e,,,w,,,w,,p,,,
p,k,y,n,,,,,,,t,,s,k,,,p,w,,e,w,v,
,f,,e,,,f,,b,w,,,s,s,p,,p,,,p,k,,
,,,w,,,f,,n,p,t,b,s,,w,,,w,o,p,u,v,
e,x,,,f,,,w,,,,,f,f,w,w,p,w,,,,s,g
p,k,,,,s,,c,n,,t,,s,,,w,p,,o,e,w,,p
e,,y,u,f,,,,n,p,e,?,,f,,w,,w,o,,,y,
,,s,y,,,f,w,,w,t,b,s,,,,p,w,o,,u,v,d
,,,,,f,,,,p,e,b,,k,,p,p,,,l,h,,g
p,k,y,n,f,f,f,,,,t,,s,s,,p,,w,,e,,v,p
e,,,w,,a,f,,,w,e,,,s,w,w,,,,p,n,n,
p,x,,g,,f,,,,,e,b,,,b,,,w,o,l,,v,
e,x,y,,,,,,,p,t,b,,,g,w,,w,o,,,,
e,,,,,n,,,,w,e,,s,s,,,,,,e,w,c,
e,,y,g,,,f,,,,t,,,,w,w,p,,o,p,,v,d
,,f,n,,,,,,p,t,,,,,p,,w,,p,k,,d
,x,,,t,n,,,b,n,t,b,s,,p,,p,,,,,,d
e,f,s,n,f,n,f,w,b,,t,e,,f,,,,w,,,k,,
p,,f,w,f,,f,c,,,e,b,,s,w,,,,o,p,,s,
e,x,f,,t,n,,c,,,,b,s,s,w,w,,w,o,p,,,
,f,,g,,f,,c,,,e,b,k,k,,,,w,,,h,,
,f,,,t,,,,,,,b,,,w,w,p,w,,,n,,
e,,,,,a,f,c,,n,,c,s,,w,w,p,,o,,n,s,
e,f,,w,,,f,w,,p,,,s,,,,,,o,,,,g
e,,y,,t,n,,,b,,t,b,,,p,p,,,o,,n,y,d
,x,,,t,n,,c,,,,,s,s,,,,w,,p,n,v,d
,k,,e,,,f,,,b,t,,s,s,p,w,,w,,,,v,l
p,,,n,f,f,,,,,,?,,s,w,w,p,,,,,v,l
,f,s,,,n,,,,n,,e,f,f,,,p,,,e,,,
,k,,,,y,,c,n,b,,?,,,,,,,o,e,,v,
e,,y,,t,l,f,,,g,,,s,,w,,p,w,o,,,,g
e,x,,g,t,n,f,c,b,n,t,b,,,,w,,,,,k,,
e,x,,,,,,c,b,,,,,,,g,,w,o,,n,,d
p,,f,g,f,,f,,b,,e,,,,p,,p,w,o,,,v,
,x,f,p,,,f,,n,u,,,,,,w,,w,,p,n,,
p,,,y,f,,f,,b,,e,,k,,,,,,,l,h,,d
,,,p,f,c,f,,,n,,,,s,,w,,,o,,,v,
,f,s,e,,s,f,c,n,b,,,,,w,,p,w,o,,,v,
,,,w,t,,,,,w,t,b,,s,,,,,o,p,n,v,
,,y,,,,f,,b,,t,b,s,s,,p,p,w,,p,n,y,d
,f,y,,,n,,c,,,e,,,s,e,,,,,,w,,
e,,,,t,n,f,c,,,,b,s,,,p,p,w,,,,v,
,b,,,,l,,,b,,e,,s,s,,,,w,o,,n,,
e,,,e,,n,,c,,n,,b,,,p,p,p,w,o,,n,v,
,x,s,,,,,,n,,t,?,k,,w,,p,,,,,,d
p,,y,,,,,,b,h,,,k,,,p,,w,o,,,v,p
p,,f,,,,f,,,h,e,b,k,,,b,,,,l,,,g
p,,,p,,c,,c,n,g,,,,s,,w,,,o,p,,,
e,x,,,,,,w,,,,e,s,s,w,w,,w,,e,,,
p,,y,n,f,f,,c,n,b,,?,k,,w,,p,,o,,,v,
,f,,g,t,,f,,b,,t,,s,,,g,p,,,p,k,v,d
,x,s,,f,n,,,b,k,t,e,s,,w,,,w,,e,,,g
,,,,t,,,,,w,,,,,,w,p,,,e,,,
,,,w,f,,,,,p,,,,,w,w,p,w,,e,n,a,
e,x,,,,n,f,,,,t,,s,s,,,,,,p,n,v,
p,x,,,f,,f,c,b,,e,b,,k,b,n,p,w,,l,h,,
p,,s,p,,n,,c,b,,,,,s,w,,p,w,,p,r,v,
p,x,s,n,f,,,,,,,?,,,p,,,,,,w,,p
,,f,e,t,n,,c,,w,t,,s,s,,g,,,o,,k,v,d
p,,,,,s,f,c,,,,?,k,,p,,,w,o,e,,v,
,,y,,,n,,c,b,p,t,b,,,p,w,p,,,,k,,d
,s,f,n,,n,,c,n,,,,s,,,,p,w,o,,k,,u
p,,s,n,,,f,c,n,b,t,?,k,s,w,w,,,o,,,,
e,,,w,,n,f,w,,,,e,,,,,,w,o,e,n,s,
e,x,y,e,,,,,b,,t,b,,,g,p,,,,,k,y,d
,x,,,,a,f,c,,n,,r,s,,w,,,w,,,k,,g
,,,n,f,,,,b,y,e,,s,s,,,p,,,p,,,
e,,,,,,,w,,g,e,,,,,,p,w,,,,s,g
p,k,y,,,f,,c,,,t,?,,,,,,w,o,,w,v,p
,,,e,f,y,,c,,,t,?,s,,w,w,,,o,,w,v,l
,x,f,,,n,,,,,t,b,,s,w,p,p,w,,p,,y,
,,y,e,f,,,,,,t,?,,,p,,p,w,o,,w,v,
,,y,,t,n,f,c,b,,,,s,s,g,,,,o,,,,
e,f,,n,f,,f,w,b,k,,e,,s,,w,,w,,e,k,s,
,f,s,n,,n,f,w,,h,,e,,,w,w,p,w,o,,n,,
,x,f,,,,f,c,b,p,e,b,k,,,,p,w,o,,,,p
,f,f,,,,,w,,p,t,,s,,,w,p,,,,n,v,
,,,g,,,,w,b,,,?,k,k,w,,,w,,p,w,n,g
p,x,,,,s,f,c,,b,,?,k,,p,w,p,w,,,w,,l
,x,,,,f,,c,,p,e,,,k,,p,,w,o,l,h,v,p
p,x,y,,,,f,,n,,t,?,,k,p,p,,,,,w,v,l
,k,,,f,n,f,,,,,?,,s,w,w,p,w,t,p,w,n,
,,f,g,t,,f,c,b,,t,,,,,,p,w,,,,v,d
,x,s,y,,a,f,,,n,e,,,s,,w,p,w,,p,,n,g
,f,,y,,,,c,b,,,,,k,,,p,w,,,,y,
,,,,t,p,,,,,,,s,s,,w,,,,,n,,u
e,,,,t,,,c,,p,,b,,s,,p,,,,,,v,d
,,f,g,,,f,c,b,p,,,k,,p,,p,w,o,,,,d
,,,n,f,f,f,,,,t,?,,,,w,,w,,,w,,
p,,y,y,,,f,c,,,,b,k,,,b,,w,,,h,,
,,,,,n,,w,,,t,,,f,,w,p,w,,,,,g
p,,,,f,s,,c,,,,,,k,w,w,p,w,o,e,,,l
,f,,g,f,,f,,b,g,e,,k,k,,b,,,,l,,,g
,x,,,,,f,c,,g,e,,,k,n,,p,w,o,,,,
e,,,,,,f,c,b,p,t,,s,,,g,,w,o,p,n,,d
,x,y,g,t,n,f,c,,p,,b,,s,,g,,w,o,,,v,
e,x,,y,,a,,c,b,,e,,s,,w,,p,,o,p,,,g
p,,,,f,y,,c,,b,,?,,,w,,,w,o,,,v,d
,x,y,e,f,f,,,,b,t,?,,,,,p,w,,e,,,d
,,y,n,,,f,c,n,,t,,s,,,w,p,w,,,w,v,l
p,,f,g,f,f,f,,b,,,b,k,k,b,b,p,,o,,,,
,x,,n,,,f,c,n,,,?,s,,w,,p,w,o,e,w,,l
p,x,s,b,t,,,c,,p,t,,,f,w,w,p,w,o,,,v,
e,x,,r,f,,,,,w,,?,s,f,,w,p,,o,f,,v,
p,,,n,f,y,f,,,,,,,s,,w,,w,,e,,,l
p,,y,n,f,,f,,n,b,,?,,k,,,p,,o,e,w,v,d
p,,f,,f,f,,,b,h,,b,k,k,,,p,w,o,,h,,p
,k,,,,n,,w,,,e,?,,,w,w,p,w,t,p,w,s,
e,x,,y,t,,,c,b,w,e,r,,,,,,,,,,s,g
,x,s,,,,,,,h,,e,f,s,w,w,,,,,,,
p,,s,w,t,f,f,,,,,,s,,w,,p,w,o,p,h,s,g
p,,,e,f,s,,c,n,,,,,,,w,,w,o,e,w,,p
,,s,p,f,,f,,n,,,,s,s,w,,,w,o,p,,,
,,y,g,,,f,,,p,,,k,,n,,,w,,,,y,d
,,,n,,n,f,,,,,,,s,,,p,,,p,k,,
,,,g,,f,f,c,,,e,,,k,b,,p,,o,l,h,y,g
e,,y,w,,,f,,,,,,,,,w,,,o,f,,,d
,k,,,,,f,,n,,,,k,s,p,,,,,,,v,
,,f,,,f,f,c,,p,,,,,,n,p,w,o,,h,v,d
,f,y,g,,f,,,,,,,k,k,b,n,,w,,,,v,
,,,,f,n,,w,n,w,,b,,,,n,,w,o,,,,
p,f,y,y,f,,,c,b,g,e,b,,k,p,b,p,w,o,l,,,g
,,f,n,t,n,,,b,,,,,,,g,p,,o,,,,
p,f,,,f,,f,c,,,,b,,,,,p,w,o,,,y,d
e,,,n,,,f,c,,,,b,,s,,p,,,,p,,v,d
,k,s,,f,,,,n,,t,?,,k,w,,,,,e,,,l
,f,y,,f,f,f,c,n,b,,,,,,p,,,o,,w,,
,f,y,b,t,,f,c,b,,e,,s,s,,,p,w,,p,r,v,g
,x,s,w,t,a,f,,b,n,e,c,,,,w,,w,o,p,,,m
e,x,f,n,f,n,,,b,,,e,,f,,,p,w,o,e,n,s,
,,y,,t,,,,b,,,,,,g,,p,,o,p,k,v,
,f,s,,f,,,,,,e,b,,,n,n,p,w,t,,w,y,p
,,s,y,,,f,w,n,,,,s,s,,,p,w,,,,v,d
,x,s,,t,a,f,,,w,e,,,s,,,,,o,,,,
e,,,n,,,f,c,b,,e,,s,,,w,p,,o,p,k,,p
,,f,n,,n,f,c,,w,,,,s,w,g,,,,p,k,,
e,,f,,,,,,,,,e,s,s,w,,,,,,n,s,g
p,,,,,c,,,n,,e,b,s,,,,,,,p,n,s,d
p,x,f,y,f,f,f,c,b,,,,k,k,n,p,,,o,,h,,
,,,w,,n,,,b,,,,f,,w,,,w,,,k,s,
e,b,y,y,,,,,,,e,,,,,w,,,o,,k,,m
,,y,,,,,,,b,,,s,,,p,,w,o,,,,
e,f,,,,,,c,,,e,,s,s,,o,,n,,,,,l
,,,n,,,,,,,t,e,,,,w,,,o,,n,,
,x,f,,,,f,,n,,e,e,,,w,w,,,,p,n,y,u
,,,p,,,,c,b,,,,s,s,w,w,p,,,p,,v,
,,y,y,f,n,f,w,n,y,e,c,,y,,y,,,o,,,,
e,,s,,t,,,c,b,,,,,,e,e,p,,t,,,c,
p,f,f,,f,f,f,,,g,e,b,k,k,p,n,,w,,,,,
,x,y,y,t,,f,c,,p,,,s,,w,,,w,o,,,,p
,,f,,,,f,c,,p,t,b,s,s,w,w,p,w,o,p,k,,
,x,f,,,,f,,b,g,e,,k,k,b,,,,o,,h,v,g
p,f,y,,f,f,f,c,,b,,,,,w,w,p,w,,,,v,l
,f,f,,f,,,c,b,,e,,k,,b,,,w,,,h,,p
,x,f,,f,n,f,,,w,e,?,,,w,,,,t,,w,s,
,x,y,e,t,,f,c,b,,,,s,,w,,,w,o,,,y,
e,,,,,,,,,w,t,b,,s,p,p,p,,o,,,v,
e,x,f,,t,n,,,,w,,b,s,,,w,p,,,,,y,
e,,f,e,,n,,,b,u,t,b,,s,,,,,,p,n,v,
e,,,,,,a,c,b,,e,?,s,s,,o,,,o,p,,c,l
p,,y,,f,s,,c,,b,,,,s,,p,p,,o,,,,
,x,y,p,,,f,c,b,,,,,s,w,,p,w,,e,,c,w
,,,y,,f,f,c,b,g,,,k,k,n,p,,w,,l,h,,
p,x,s,p,,,,w,n,p,e,,,s,w,w,,w,,,k,,d
,x,s,,f,y,,,n,,t,?,s,k,p,p,p,,o,e,,,
,,,,f,f,,c,,b,t,,k,,p,,p,w,o,e,,v,
,x,,b,,f,,,,h,,,,,w,w,p,w,o,p,h,,
e,f,f,g,,n,,,b,,t,b,s,s,,w,,,,,,v,
e,,f,,,n,f,,,,t,b,s,s,g,,,w,,p,k,y,d
,f,,,f,f,f,c,,h,,,,,b,b,p,,,,,,
,b,y,,t,,f,c,,,,,s,,w,w,,,o,p,n,,m
e,,s,,,,f,,b,k,,e,f,s,,,p,,,,n,s,
p,,s,e,,f,,,,,t,?,,s,w,w,p,w,o,,w,v,l
e,x,,,,n,f,,b,p,,,s,s,,,p,,,p,,,d
,,,,t,,,c,b,n,t,,,s,,w,,,,,,y,
p,,y,,,,,,,,t,?,s,s,,p,,,o,e,,v,l
,x,,n,t,n,,,b,n,t,,s,s,w,,,,,,n,v,d
,f,,,,l,f,,n,,,b,,,w,w,,,o,,,v,
p,k,y,,,y,f,,n,b,t,?,,,,,,w,o,e,w,v,
e,x,,g,f,,,w,,p,t,e,,s,,,p,,o,,,,g
p,f,s,e,f,,,,n,,t,,s,k,,p,p,w,o,e,w,,d
,f,,,f,,,,,b,,?,k,k,w,,,,o,,,v,l
e,,,,t,,f,c,,,e,c,,s,,w,,,,p,n,,
,x,f,,,n,,c,,,t,,,s,,,,w,o,,k,v,
,,,g,f,f,,,b,h,e,,k,,p,b,,w,,l,h,y,
p,f,y,e,,s,f,c,,b,t,?,k,k,p,,p,,o,e,w,,
,x,,g,,,f,,,n,t,,,s,,g,p,w,,p,n,,d
p,,,,,f,f,,,,,,,,w,w,p,w,,e,w,,d
p,,s,,,,f,,,b,t,?,,,,,,,o,,w,,d
e,x,f,g,f,n,,c,,n,e,,s,s,,,p,,o,,k,v,u
,x,s,n,,,,,b,k,,,,f,w,w,p,w,,e,,,g
p,,,e,f,s,f,,,,,,,s,p,w,,w,o,e,w,,d
e,x,,,f,,f,w,,n,t,e,f,,w,w,p,w,,e,n,,g
e,x,,r,,n,,,,,e,,s,f,w,w,,w,,,h,,d
p,x,f,y,,,f,,,p,e,,k,,,,p,,,,,v,g
,,,y,,f,,c,b,h,,b,,k,,,p,w,,l,h,v,g
,x,,n,,,f,,,,,,s,s,p,,p,w,o,,,y,d
e,,,,,n,,,,,,b,s,,,p,p,w,,p,k,,d
e,,s,y,,,,,,,,c,,,w,w,,,o,p,k,n,g
,,s,,t,f,,,b,w,t,b,,,,w,,w,o,,,v,
e,f,,g,,n,f,c,,k,,,,s,w,,,,,,k,y,
e,,,,t,,f,c,,,t,,,s,w,w,p,w,o,,k,,d
,,,,,f,,,n,,t,?,,,p,w,p,w,,e,,v,p
e,,s,,,,f,w,,n,t,,,,w,w,,,o,e,n,s,g
p,,,c,f,,,c,,y,e,,k,y,c,,,,,,w,,d
p,,s,e,f,,f,c,,,,?,,s,,,p,w,o,e,w,v,
,,y,n,t,,f,,b,p,,b,s,,,p,,w,o,p,k,v,d
e,f,,,f,n,,,,,,,s,,,,p,w,o,e,k,,g
,x,,b,,,,,,w,,,s,,w,e,p,w,,,w,,w
e,,,,f,n,,c,b,w,e,b,y,,n,,p,,,,,,
p,k,y,n,,s,,,,b,,,k,,,,p,,o,e,,,d
p,f,,,,,,c,b,h,t,,,f,,w,p,w,o,p,h,,u
,,,,t,l,f,c,,,e,,s,,w,w,p,w,,p,n,,p
e,f,f,n,t,n,f,c,,w,,,,,,w,p,w,o,p,,y,
,f,f,g,f,,f,,b,p,t,,,f,,w,,,,e,,s,g
p,,s,,t,,,c,,,e,e,,s,,w,,w,,,,,
,k,,e,,f,,c,n,,,,,,,w,,w,,e,,,d
p,f,,e,f,,,,n,,,?,s,,w,w,,,o,,w,,p
p,x,,p,,c,,c,n,,e,,s,,,,p,w,o,p,,v,d
e,f,,n,,,,c,,,,?,,,o,,p,o,,p,,c,
,x,,e,t,,,c,,w,,,s,s,w,w,,w,,,,,d
,,,,,,f,,,p,t,b,,s,,w,,w,o,,,,
,,f,g,,f,,,,,,b,k,,,p,,,,,h,y,
,,,n,,f,f,c,n,,,,s,,,,p,,o,e,,v,
e,,f,w,f,n,,,,,,,,,w,w,,w,,p,,s,
e,f,f,n,,n,,,,,t,b,s,,,,,,,p,,v,
,x,,,,n,f,,,,,b,s,,,,,w,,p,n,y,
p,,y,,,,,c,n,,t,?,s,,,,,w,,,,,
e,,,,,,a,,,n,,?,s,s,,,,o,,,o,,l
,x,,c,,,,w,,w,e,,,f,w,n,p,,o,e,w,v,l
e,,,,t,,f,c,,,t,,s,,,g,,,,p,k,,
,k,,,,y,f,c,n,b,t,,s,,w,w,p,,o,e,,v,
p,,,,,s,f,,,b,t,?,s,,,p,,w,o,,w,,
,,,,,,,c,b,w,e,b,s,s,,,,w,t,,,,
e,,,,f,n,,,,p,,e,s,,,,,w,,e,,,
,f,,e,f,,f,c,n,b,,?,k,,w,p,p,w,,e,,,
e,f,y,,f,,f,w,n,w,e,,s,f,,n,p,w,o,e,,v,
p,,y,y,f,f,,,,g,,,,k,p,,p,w,o,,h,y,p
,,,w,,n,f,w,b,,,e,s,,w,w,,,o,,,a,g
,,,,t,n,f,c,b,,,,s,s,w,,p,,,e,,c,
e,,f,g,,,,,b,n,,e,s,,,,p,,,,k,,g
,,f,,f,,,,,,t,,,,,w,,w,,,,a,
e,k,s,,t,n,,c,b,,,?,,s,w,w,,w,t,e,,c,w
,x,,n,,n,f,,,k,,e,s,,,w,p,w,o,,k,,g
e,,s,p,t,n,,c,b,,,?,s,,w,,p,,,,,,
,,f,w,,,,w,b,,e,?,,k,w,w,p,,t,,,s,
,,s,,t,,,,,g,e,,s,,w,w,,,o,,,n,g
,,,n,,,,,,n,t,e,,f,,,,w,,,k,s,
e,f,s,g,f,,f,,,p,,e,,s,w,w,p,,o,,,,g
e,x,y,,,,,c,b,,,,s,s,,e,,w,,e,w,c,w
e,,,,f,n,f,,,h,,,,,w,w,p,,,,n,a,g
,,y,g,t,,f,,,u,,b,,s,p,w,,,,p,k,,d
p,,y,n,,,,,n,,,e,s,s,,w,p,,,,k,v,
e,,s,,t,,,w,n,,,,,,w,,p,w,,p,u,v,
p,,,,f,f,,,b,,,b,k,k,,,,,,l,,y,
,f,,,t,,,c,,k,e,,,,w,w,p,w,,p,k,,u
,,,,,,f,,,,t,,,s,p,,p,,o,e,,,
e,x,,,t,n,,c,b,w,t,b,s,s,w,,,w,o,,n,v,d
,,y,,t,,f,c,b,w,,,,s,,g,,,o,,k,,
,,f,y,,,,w,,,t,b,,,,w,,w,o,,,,
,,y,n,,n,f,c,,,,,s,s,w,,,w,o,p,,y,d
,,,e,,y,,c,,b,,?,,k,,,,w,o,e,w,,l
,k,s,n,f,,f,,n,,,?,,s,p,w,,w,o,,w,,
,x,f,w,t,,f,,n,p,,b,s,s,,w,,,,,,,
,x,f,,,n,,,b,u,,,,s,,g,p,w,,p,k,,
e,,y,,,n,f,,,,t,,s,s,,,p,w,o,,n,y,d
p,,,,t,f,f,,b,,t,b,,f,w,,,w,o,p,,v,g
,,,g,,n,,c,b,,,b,,,w,,p,w,o,,,,d
e,,f,,,,,,b,u,t,,,s,w,g,p,,,p,k,,d
,f,,,t,,,,,,,b,s,s,,p,,w,,p,n,,
p,f,s,n,f,,,c,,b,t,,s,,p,,,,o,e,,v,
,,,y,,,,,,h,e,b,k,,n,,p,w,o,,,y,
,,,n,,l,,,,,e,r,s,,w,,p,,o,p,,s,p
,,,,,,f,c,,b,,?,k,k,p,,p,,,,w,v,l
e,,f,e,t,,f,,,p,,b,s,,p,,p,w,,p,,,d
p,,,n,,f,,,n,,t,?,k,,,,p,w,,e,w,v,
,x,,,,,,,,b,t,,k,,,w,p,w,o,e,w,,
p,x,,,,,,,,b,,?,,,,p,,w,o,e,,v,l
,,s,w,t,l,,c,,w,,c,s,s,,,,,o,,,,m
p,x,,,f,y,,,,b,t,,k,s,,p,p,,o,,w,v,
e,,f,,f,n,f,w,b,n,t,,,,w,w,p,,o,e,k,a,g
,,,n,,n,f,,,,t,,s,s,,,,w,,p,n,,
e,x,,,f,,,,b,p,t,e,,f,w,,p,w,,e,,a,g
p,k,s,n,f,y,f,c,,b,,,,k,w,,p,w,o,,w,,
p,x,s,,f,,,c,n,,t,,s,,w,w,,w,o,e,w,,l
,x,f,,,n,f,c,b,w,,b,s,,w,p,p,,,,,v,d
,,y,y,,,,c,,,e,,,,w,,,w,,p,,,
e,x,y,e,,,,c,b,,t,b,,s,,,,w,o,,,,d
e,,,,,,,,,,,e,,,,w,p,w,,,,s,
e,x,,y,t,,,c,,,,,,y,,w,p,,,p,k,,
p,,y,,f,m,,,b,y,e,,,y,c,,,,n,n,w,c,d
e,f,,n,,,,,,,t,,s,,p,,p,,o,p,k,v,
,f,,,,,f,,b,k,t,,,f,,,,,o,,,s,g
e,x,s,g,f,,,w,b,p,,,s,,w,w,p,,,p,,,g
,x,f,,,,,,,u,,b,s,,,,p,,,,k,y,
p,,,w,f,c,f,,,,,,,s,,w,,,,p,n,v,
,,f,,,n,,,b,u,,,,s,,p,p,w,,p,k,v,d
,x,,,,,f,c,b,,,,s,,,w,p,w,o,p,,s,m
,f,,,t,,,c,,,t,,s,,w,,p,w,,,k,,d
,f,f,y,f,f,f,,,g,,,,,p,b,p,w,,l,,,p
,,,w,f,,f,w,,p,,,s,,w,,,,,,k,a,
e,,,n,t,n,f,c,b,u,,b,,s,,p,p,w,o,p,k,,
,,,n,,n,,,n,p,,e,,,w,,p,w,,p,n,v,
,x,,,,,f,,b,h,,b,k,k,p,p,p,,o,l,,y,d
,f,y,,,f,f,c,b,g,e,b,,k,,,p,,,l,h,v,g
p,,,,,,f,,b,,,b,f,f,,,,,o,p,h,,
,f,,g,,n,,c,,p,,b,,,,w,p,w,o,,,y,d
,x,s,,,,f,,b,,t,b,s,s,,,,,o,p,h,v,u
,x,y,g,,n,,c,,p,,,s,,p,g,p,,,p,,,d
,x,,g,,,,c,b,,,,,,g,g,p,w,,p,k,v,d
e,,,n,f,n,a,,b,o,,,,,,o,p,,o,p,y,,
p,x,s,,t,f,,,,w,,,f,,w,,p,w,,p,h,s,u
e,b,y,w,,,,c,,g,,c,s,,,w,p,w,,p,k,,
p,,y,y,,f,,,b,,,b,,k,n,,,,o,,h,v,p
p,x,,n,f,s,f,c,,,,?,k,,w,,,w,o,,w,,
p,,y,g,,,,,b,,e,b,,,,,,w,o,l,,v,
p,k,,,f,y,f,c,,,,?,,k,,w,,w,o,,,,
p,k,,,f,,f,c,n,,t,?,,s,,,,,,e,w,v,
,,s,,f,s,f,c,n,b,t,,,,,p,,,,e,,v,
,x,f,,f,c,f,,,p,,,s,,w,,,,,p,,v,d
p,,,,f,,,,b,h,e,b,,,,,p,,,,h,,
p,,,g,,f,,c,,h,,,k,k,,n,,w,,l,h,v,
,,,e,f,,,,n,b,t,?,,k,,,p,w,,,,v,
,,,,,f,f,,n,,t,,s,k,,,,w,o,e,w,,d
,,y,,t,,,,,w,t,,s,,w,,,,,p,,y,
p,f,,e,f,y,,c,,,t,,,k,w,p,,w,o,e,,v,
p,b,f,n,f,,f,c,,,,,k,y,w,n,p,,o,,w,,d
p,,f,,,f,,,b,g,,b,k,k,,,p,,o,l,h,y,
,,,,f,f,,c,b,,,b,k,k,,p,p,,o,,,,
,x,s,,,n,,w,,,,,,s,w,w,,,t,p,,,
,x,,w,,,,c,,,e,c,s,s,w,w,,w,,p,k,n,m
p,,,,f,f,f,c,b,p,e,,,k,p,,p,,o,l,h,v,
,,,y,,f,f,,,g,e,b,,k,,,p,,,l,,y,
p,k,s,n,,y,f,,,,,,s,k,w,p,,,,e,,,l
