age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
36.0,self-employed,single,university.degree,no,,no,,,mon,84.0,1.0,999.0,0.0,,1.4,93918.0,-42.7,,5228.1,no
41.0,self-employed,married,high.school,no,yes,no,telephone,may,tue,102.0,1.0,,0.0,nonexistent,,93994.0,-36.4,4857.0,,no
31.0,management,single,university.degree,,,no,cellular,may,fri,268.0,1.0,999.0,,,-1.8,92893.0,-46.2,1313.0,5099.1,no
34.0,admin.,,university.degree,no,yes,no,cellular,aug,mon,432.0,1.0,999.0,0.0,nonexistent,,93444.0,-36.1,4.97,5228.1,no
59.0,,,basic.4y,no,,no,,aug,,,1.0,,,nonexistent,,93444.0,-36.1,4963.0,,no
40.0,,,university.degree,,yes,,,apr,,96.0,2.0,999.0,1.0,failure,-1.8,93075.0,-47.1,,5099.1,no
,admin.,single,university.degree,no,yes,,cellular,jul,,613.0,3.0,999.0,,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,no
,blue-collar,married,,,no,,cellular,may,,82.0,2.0,,1.0,failure,,,,,5099.1,no
,,single,university.degree,no,yes,yes,,jun,tue,696.0,1.0,999.0,2.0,failure,-2.9,92963.0,-40.8,1262.0,5076.2,no
42.0,technician,married,,,yes,no,cellular,jul,wed,130.0,3.0,,,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,no
,,,basic.9y,,,no,cellular,may,,15.0,6.0,,,,-1.8,92893.0,-46.2,1281.0,5099.1,no
44.0,housemaid,single,unknown,,yes,,telephone,,,,2.0,999.0,0.0,nonexistent,,93994.0,-36.4,4857.0,,no
,admin.,single,high.school,,no,no,telephone,,,,2.0,,0.0,nonexistent,,93994.0,,4858.0,,no
28.0,,,basic.9y,no,yes,no,telephone,may,,180.0,1.0,999.0,0.0,nonexistent,1.1,,-36.4,,,no
32.0,,,high.school,no,,,cellular,,,149.0,,999.0,,failure,-1.8,,,1266.0,,no
,,married,high.school,no,no,,cellular,aug,tue,123.0,1.0,4.0,1.0,,,92201.0,-31.4,0.883,5076.2,no
52.0,,,unknown,unknown,no,yes,cellular,may,wed,,3.0,999.0,0.0,,,92893.0,-46.2,1334.0,5099.1,no
40.0,admin.,married,,no,no,yes,telephone,may,fri,,1.0,999.0,,,1.1,,,4864.0,5191.0,no
33.0,admin.,single,,no,no,,cellular,jul,mon,546.0,,999.0,0.0,nonexistent,,93918.0,-42.7,4962.0,5228.1,no
,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,,,999.0,0.0,nonexistent,1.1,,,,5191.0,no
22.0,,married,basic.9y,unknown,,no,telephone,,wed,42.0,2.0,999.0,0.0,nonexistent,1.4,93918.0,,4963.0,5228.1,no
,admin.,married,high.school,no,yes,no,cellular,,,244.0,1.0,999.0,0.0,,1.4,93918.0,,4963.0,5228.1,no
40.0,,,university.degree,,no,no,telephone,may,thu,430.0,2.0,999.0,1.0,failure,,92893.0,-46.2,1327.0,,no
41.0,,divorced,professional.course,no,unknown,unknown,cellular,,,347.0,,999.0,0.0,,-1.8,93075.0,-47.1,1365.0,,yes
35.0,,single,high.school,no,no,no,cellular,,,923.0,1.0,999.0,0.0,nonexistent,-1.8,,-46.2,1327.0,5099.1,yes
31.0,housemaid,married,basic.6y,no,,,cellular,aug,thu,,1.0,999.0,0.0,nonexistent,,,,4964.0,5228.1,no
31.0,admin.,,university.degree,no,yes,no,,,thu,126.0,1.0,999.0,0.0,nonexistent,,93444.0,,,5228.1,no
27.0,technician,single,university.degree,no,yes,no,telephone,,mon,224.0,2.0,,,nonexistent,,,-41.8,4947.0,,no
34.0,,,university.degree,no,yes,no,cellular,aug,thu,159.0,3.0,999.0,0.0,,,93444.0,-36.1,4963.0,5228.1,no
,admin.,married,university.degree,unknown,no,no,cellular,,,815.0,1.0,,0.0,nonexistent,,93918.0,-42.7,4962.0,5228.1,yes
42.0,management,married,university.degree,,,no,,aug,thu,161.0,,,,nonexistent,1.4,93444.0,-36.1,4962.0,5228.1,no
,blue-collar,married,high.school,,no,no,telephone,may,,158.0,3.0,999.0,0.0,,1.1,93994.0,,4859.0,5191.0,no
,student,single,high.school,no,yes,no,cellular,aug,fri,78.0,1.0,999.0,1.0,failure,-2.9,92201.0,,,,no
,,divorced,high.school,no,yes,,telephone,jul,thu,147.0,1.0,,0.0,nonexistent,,93918.0,,4962.0,5228.1,no
52.0,housemaid,,basic.4y,unknown,no,,,aug,,498.0,,999.0,0.0,nonexistent,1.4,,,,5228.1,no
21.0,,single,high.school,no,no,no,,jul,,222.0,2.0,999.0,,nonexistent,-1.7,94215.0,-40.3,0.861,4991.6,no
,services,single,,unknown,,no,cellular,,,,2.0,999.0,0.0,,-0.1,,-42.0,4153.0,5195.8,no
,technician,,professional.course,no,no,,cellular,jul,,191.0,1.0,999.0,,,,93918.0,-42.7,4962.0,,no
45.0,blue-collar,married,,unknown,yes,no,telephone,jun,mon,107.0,2.0,999.0,0.0,nonexistent,,94465.0,,,5228.1,no
38.0,unemployed,,,,no,no,telephone,may,mon,200.0,2.0,999.0,0.0,,1.1,93994.0,-36.4,4857.0,5191.0,no
58.0,technician,married,professional.course,,yes,no,telephone,may,,57.0,3.0,999.0,0.0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,no
39.0,,divorced,high.school,unknown,no,no,,may,mon,2033.0,1.0,999.0,0.0,nonexistent,,93994.0,,,,no
47.0,,married,basic.4y,unknown,no,no,,aug,tue,80.0,,999.0,0.0,nonexistent,1.4,,-36.1,4965.0,5228.1,no
,,married,university.degree,no,,,cellular,sep,,837.0,1.0,999.0,2.0,failure,,92379.0,,0.781,5017.5,no
36.0,management,married,unknown,no,no,,,jun,mon,98.0,2.0,,0.0,,-2.9,,-40.8,1281.0,5076.2,no
,self-employed,,university.degree,,no,,cellular,apr,,83.0,3.0,999.0,,failure,,93075.0,-47.1,1405.0,5099.1,no
21.0,,single,unknown,no,yes,yes,,,thu,173.0,11.0,9.0,,failure,-1.7,,-40.3,0.81,4991.6,no
24.0,,,,no,yes,,,jun,wed,,3.0,999.0,1.0,,-2.9,92963.0,,1244.0,,no
,,,basic.9y,,,,cellular,nov,,178.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4076.0,,no
,,married,,,,,,jun,wed,84.0,4.0,999.0,0.0,,-2.9,,-40.8,1244.0,,no
,,married,high.school,,yes,,telephone,may,,1080.0,5.0,,0.0,nonexistent,1.1,93994.0,-36.4,4855.0,,no
50.0,entrepreneur,,university.degree,,,,,,mon,595.0,,999.0,0.0,nonexistent,,93.2,,,5195.8,no
47.0,unemployed,married,professional.course,no,,no,cellular,nov,wed,248.0,1.0,999.0,0.0,,-0.1,93.2,-42.0,4.12,,no
26.0,self-employed,,university.degree,no,,no,cellular,,wed,119.0,1.0,3.0,1.0,success,-1.8,92893.0,-46.2,1.27,5099.1,yes
,blue-collar,married,basic.9y,,,,telephone,,fri,123.0,3.0,,0.0,,1.1,93994.0,,,,no
,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,321.0,3.0,,1.0,,,,-33.0,0.715,,yes
,services,married,basic.6y,no,yes,,,,wed,169.0,2.0,,0.0,nonexistent,-1.8,,-46.2,,5099.1,no
31.0,blue-collar,married,,unknown,,,telephone,jun,tue,1051.0,3.0,999.0,,nonexistent,1.4,,-41.8,4961.0,,yes
40.0,blue-collar,,,unknown,no,,,,,307.0,4.0,999.0,,failure,-1.8,92893.0,-46.2,,5099.1,no
32.0,blue-collar,married,,no,,no,,jun,mon,447.0,,999.0,0.0,nonexistent,,94465.0,-41.8,4865.0,5228.1,no
72.0,,,professional.course,no,no,no,,,wed,,,,1.0,failure,,94199.0,,0.886,4963.6,no
30.0,blue-collar,,,no,no,,telephone,,,542.0,1.0,,0.0,,1.1,93994.0,,4858.0,5191.0,no
,admin.,married,,no,no,no,cellular,aug,,63.0,3.0,,0.0,,1.4,93444.0,-36.1,4964.0,,no
,technician,single,university.degree,,no,yes,telephone,,wed,203.0,2.0,999.0,0.0,nonexistent,,,-42.7,,5228.1,no
33.0,admin.,married,high.school,no,yes,,telephone,may,tue,,,,0.0,,,,-36.4,4856.0,5191.0,no
35.0,,married,professional.course,no,yes,,cellular,may,thu,,2.0,,,nonexistent,,,-46.2,1327.0,5099.1,no
44.0,,,professional.course,,,yes,,jun,tue,50.0,2.0,,0.0,,1.4,94465.0,-41.8,4961.0,5228.1,no
41.0,,married,professional.course,,yes,no,,,fri,,3.0,,0.0,nonexistent,,93444.0,,4964.0,5228.1,no
,technician,married,,no,yes,no,telephone,,tue,,2.0,999.0,0.0,nonexistent,,94465.0,,,5228.1,no
39.0,,married,basic.9y,,no,yes,telephone,jul,,74.0,5.0,999.0,0.0,nonexistent,1.4,93918.0,,4966.0,5228.1,no
,services,married,high.school,no,yes,no,,jul,mon,337.0,4.0,999.0,0.0,,1.4,93918.0,-42.7,4.96,5228.1,no
37.0,services,,high.school,no,yes,no,,nov,wed,,1.0,999.0,0.0,nonexistent,-0.1,,,4.12,,yes
38.0,,single,high.school,,no,no,cellular,,fri,455.0,2.0,,1.0,failure,-1.8,92893.0,-46.2,1313.0,5099.1,no
26.0,self-employed,married,university.degree,,,no,telephone,jun,thu,400.0,2.0,999.0,,,1.4,94465.0,,4866.0,,no
35.0,admin.,married,,,,no,telephone,may,wed,157.0,2.0,,0.0,nonexistent,,93994.0,,,,no
31.0,admin.,married,university.degree,no,no,no,,may,,245.0,3.0,,,,-1.8,92893.0,-46.2,1327.0,5099.1,no
,,married,,,no,no,cellular,jul,wed,391.0,1.0,999.0,0.0,nonexistent,1.4,,-42.7,4962.0,5228.1,no
,,married,,no,yes,no,,,thu,197.0,2.0,999.0,,,,93.2,,4076.0,,no
33.0,blue-collar,,basic.9y,unknown,,yes,cellular,may,,,3.0,999.0,,,-1.8,,,1281.0,5099.1,no
30.0,admin.,divorced,,,,,,jun,fri,9.0,4.0,999.0,0.0,nonexistent,1.4,,-41.8,4959.0,5228.1,no
30.0,,,,,yes,,,jul,thu,,1.0,999.0,0.0,,1.4,,-42.7,4963.0,,no
42.0,technician,married,professional.course,,,no,telephone,nov,mon,,1.0,999.0,,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,no
35.0,housemaid,married,basic.4y,no,no,yes,cellular,jul,tue,203.0,1.0,,0.0,nonexistent,1.4,,,,5228.1,no
,admin.,married,university.degree,no,,no,,nov,,475.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4153.0,5195.8,no
,unemployed,married,,no,yes,,cellular,,tue,200.0,,999.0,0.0,,1.4,93918.0,-42.7,4961.0,,no
37.0,management,divorced,,no,no,,,may,,493.0,,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,1244.0,5099.1,yes
62.0,retired,,university.degree,,,no,cellular,,thu,483.0,,6.0,3.0,,-1.1,94767.0,-50.8,1031.0,4963.6,yes
,self-employed,married,,,yes,no,cellular,,fri,,,,0.0,nonexistent,,93.2,-42.0,,,no
38.0,,married,,unknown,yes,,telephone,,,265.0,9.0,999.0,0.0,nonexistent,,93994.0,,,,no
30.0,admin.,single,university.degree,no,no,yes,cellular,jul,tue,135.0,,999.0,0.0,,1.4,93918.0,-42.7,4961.0,5228.1,no
25.0,services,single,,,no,no,,,thu,88.0,1.0,999.0,,nonexistent,,93918.0,-42.7,4958.0,,no
54.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,150.0,3.0,999.0,0.0,nonexistent,,93444.0,-36.1,,,no
,services,single,high.school,no,,no,cellular,nov,,146.0,,999.0,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,no
,technician,married,university.degree,no,,no,cellular,jul,,166.0,2.0,999.0,0.0,nonexistent,1.4,,-42.7,,5228.1,no
33.0,self-employed,,,no,no,no,telephone,jun,wed,113.0,2.0,999.0,0.0,nonexistent,1.4,,-41.8,4962.0,5228.1,no
31.0,admin.,,,,yes,no,,,,116.0,1.0,,0.0,nonexistent,1.4,,-41.8,4864.0,,no
,technician,single,professional.course,,,,,,thu,,2.0,999.0,1.0,failure,,,-46.2,1327.0,5099.1,yes
,technician,single,professional.course,,,no,telephone,may,,229.0,2.0,999.0,,,1.1,93994.0,-36.4,,5191.0,no
31.0,entrepreneur,single,,,yes,,,aug,,90.0,,,0.0,nonexistent,,93444.0,-36.1,4964.0,,no
,blue-collar,,,,no,no,telephone,may,wed,,2.0,999.0,0.0,nonexistent,,93994.0,,4858.0,5191.0,no
36.0,admin.,married,university.degree,unknown,,,cellular,aug,fri,,,999.0,0.0,nonexistent,1.4,93444.0,,4964.0,,no
54.0,,married,,no,yes,no,,nov,,,2.0,,0.0,nonexistent,,93.2,-42.0,4021.0,5195.8,no
44.0,blue-collar,married,,,no,no,,aug,fri,90.0,,,0.0,nonexistent,,93444.0,,4966.0,5228.1,no
43.0,blue-collar,married,,unknown,yes,yes,telephone,may,tue,,,999.0,,nonexistent,1.1,93994.0,-36.4,4856.0,,no
,,married,,,no,no,telephone,may,,203.0,2.0,999.0,0.0,nonexistent,1.1,93994.0,-36.4,,5191.0,no
34.0,admin.,divorced,university.degree,no,,no,telephone,jul,thu,,3.0,999.0,1.0,failure,-1.7,,,0.899,4991.6,yes
27.0,,single,,no,yes,yes,cellular,,wed,98.0,1.0,999.0,1.0,failure,-1.8,93075.0,,1445.0,,no
,technician,single,university.degree,no,yes,no,telephone,jun,,,1.0,999.0,0.0,nonexistent,,94055.0,,0.767,4991.6,no
,admin.,single,,,,yes,cellular,may,wed,149.0,1.0,999.0,0.0,nonexistent,-1.8,92893.0,,,5099.1,no
30.0,technician,unknown,,no,,,,mar,mon,977.0,2.0,,,,-1.8,93369.0,,,5008.7,yes
28.0,blue-collar,,basic.9y,,no,yes,,may,,157.0,4.0,999.0,,nonexistent,-1.8,92893.0,-46.2,,5099.1,no
57.0,admin.,divorced,university.degree,,yes,yes,cellular,nov,fri,65.0,,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,no
,,divorced,basic.9y,,no,yes,telephone,,thu,18.0,6.0,999.0,1.0,,-1.8,92893.0,-46.2,1266.0,5099.1,no
,technician,married,high.school,no,yes,,cellular,mar,tue,,2.0,999.0,0.0,nonexistent,-1.8,,-34.8,0.655,5008.7,yes
54.0,services,married,high.school,,yes,no,telephone,nov,,56.0,1.0,999.0,,nonexistent,-0.1,,-42.0,4191.0,5195.8,no
44.0,unknown,married,basic.6y,no,no,,telephone,,,,3.0,999.0,,nonexistent,1.1,,-36.4,4858.0,5191.0,no
,admin.,,university.degree,no,no,,cellular,apr,fri,207.0,1.0,999.0,,,-1.8,93749.0,-34.6,0.645,5008.7,no
34.0,,married,,no,no,no,cellular,apr,mon,,4.0,999.0,1.0,failure,,93075.0,,1405.0,,no
29.0,admin.,married,university.degree,no,no,,cellular,aug,,108.0,1.0,,0.0,nonexistent,1.4,,-36.1,,,no
31.0,admin.,single,university.degree,,yes,,cellular,aug,,,2.0,999.0,0.0,,,93444.0,-36.1,4963.0,,no
38.0,unemployed,single,,no,yes,,,dec,mon,1002.0,3.0,10.0,1.0,success,-3.0,92713.0,-33.0,,5023.5,no
,services,married,,,yes,yes,cellular,apr,,,1.0,,1.0,,-1.8,93075.0,,1.41,5099.1,no
42.0,,married,high.school,,no,,cellular,may,mon,312.0,2.0,,0.0,nonexistent,,92893.0,-46.2,,5099.1,no
34.0,admin.,,university.degree,no,no,yes,,may,fri,398.0,2.0,999.0,0.0,nonexistent,,92893.0,-46.2,1313.0,5099.1,no
54.0,management,married,university.degree,no,yes,no,cellular,jul,wed,113.0,2.0,,0.0,,,93918.0,,4962.0,5228.1,no
34.0,blue-collar,single,basic.9y,unknown,,no,,jul,,562.0,,999.0,0.0,nonexistent,1.4,,-42.7,4963.0,,no
41.0,,,basic.4y,,,,,jun,wed,132.0,2.0,999.0,0.0,nonexistent,,94465.0,,4864.0,5228.1,no
,,divorced,university.degree,no,no,,cellular,mar,tue,261.0,1.0,999.0,0.0,nonexistent,-1.8,93369.0,-34.8,0.646,5008.7,yes
,admin.,single,university.degree,no,no,no,,,thu,257.0,2.0,999.0,0.0,,1.4,93918.0,-42.7,,,no
25.0,,single,professional.course,no,yes,,,jun,thu,18.0,3.0,999.0,0.0,nonexistent,,94465.0,-41.8,4866.0,,no
29.0,admin.,married,university.degree,,,,cellular,jul,thu,160.0,1.0,,0.0,nonexistent,,93918.0,-42.7,4963.0,,no
,management,married,high.school,no,no,no,cellular,may,mon,97.0,1.0,999.0,2.0,failure,-1.8,,-46.2,1244.0,5099.1,no
,technician,married,high.school,no,,,,jul,tue,92.0,1.0,,0.0,nonexistent,1.4,93918.0,,4961.0,5228.1,no
30.0,admin.,divorced,high.school,no,yes,no,cellular,may,wed,,1.0,999.0,,,,,-46.2,1334.0,5099.1,no
,blue-collar,married,basic.4y,,yes,no,telephone,,,92.0,1.0,,0.0,nonexistent,1.4,93918.0,-42.7,,,no
,admin.,,high.school,,,,telephone,may,thu,139.0,2.0,999.0,,,1.1,93994.0,-36.4,,5191.0,no
31.0,,single,,no,no,no,cellular,jul,tue,555.0,2.0,999.0,0.0,nonexistent,1.4,,-42.7,4961.0,,no
48.0,admin.,single,,unknown,no,no,,nov,wed,340.0,2.0,999.0,0.0,,-0.1,93.2,-42.0,4.12,5195.8,no
42.0,blue-collar,single,,,unknown,,,jun,thu,,3.0,999.0,0.0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,no
,,single,basic.4y,no,yes,,cellular,,thu,,1.0,999.0,,,-1.8,93876.0,-40.0,0.677,,no
33.0,admin.,married,,no,,no,cellular,aug,wed,88.0,,999.0,0.0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,no
47.0,,married,high.school,,yes,,cellular,may,,,1.0,999.0,1.0,,-1.8,92893.0,-46.2,1344.0,5099.1,no
31.0,admin.,single,university.degree,,yes,yes,telephone,nov,thu,90.0,2.0,999.0,,nonexistent,-0.1,93.2,-42.0,4076.0,,no
,blue-collar,married,,unknown,,,telephone,may,wed,94.0,1.0,,0.0,nonexistent,1.1,93994.0,,4857.0,,no
52.0,blue-collar,divorced,,no,no,,cellular,,,111.0,,,0.0,nonexistent,,93918.0,,,5228.1,no
29.0,,single,university.degree,no,,,,,tue,58.0,,999.0,0.0,,1.4,93444.0,-36.1,4963.0,5228.1,no
56.0,technician,married,,no,no,no,cellular,may,wed,776.0,,3.0,1.0,success,-1.8,,-46.2,1.27,5099.1,yes
35.0,blue-collar,,basic.9y,unknown,,,telephone,,,94.0,,999.0,0.0,,1.4,94465.0,,,5228.1,no
33.0,,married,university.degree,,,no,cellular,nov,,133.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,,,,no
33.0,technician,,,no,yes,yes,cellular,,mon,13.0,,,,nonexistent,-1.8,92893.0,-46.2,1244.0,5099.1,no
37.0,,,professional.course,no,no,no,cellular,aug,,,,999.0,0.0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,no
,blue-collar,single,basic.9y,,no,no,cellular,,,,1.0,,0.0,nonexistent,,93918.0,-42.7,4962.0,5228.1,no
,technician,married,professional.course,unknown,yes,yes,telephone,may,mon,579.0,1.0,999.0,,nonexistent,1.1,,,4858.0,5191.0,no
49.0,,,,unknown,no,,telephone,jun,thu,,,,0.0,nonexistent,,,-41.8,,5228.1,no
39.0,management,married,,no,,no,,jun,wed,95.0,1.0,,0.0,,-2.9,,-40.8,1.26,5076.2,no
,,married,basic.9y,no,yes,,cellular,nov,mon,,,999.0,1.0,,-1.1,,,,4963.6,no
26.0,admin.,married,basic.9y,no,,no,telephone,may,wed,86.0,2.0,,,nonexistent,,93994.0,,4858.0,5191.0,no
44.0,,,,no,no,yes,,jun,mon,,3.0,999.0,,nonexistent,,94465.0,,4865.0,5228.1,no
,,married,professional.course,,,no,,aug,mon,139.0,3.0,999.0,0.0,,1.4,,,4965.0,5228.1,no
59.0,services,married,high.school,unknown,,no,cellular,jul,,476.0,3.0,999.0,0.0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,no
,,,unknown,unknown,yes,,,jul,,,,999.0,,nonexistent,,93918.0,-42.7,4.96,5228.1,no
39.0,blue-collar,married,basic.6y,,no,no,,,fri,138.0,,,,nonexistent,-1.8,92893.0,,,5099.1,no
40.0,admin.,married,,,,no,cellular,,thu,401.0,1.0,999.0,0.0,nonexistent,,,-47.1,1365.0,5099.1,no
36.0,management,,university.degree,unknown,no,,telephone,aug,fri,208.0,4.0,999.0,,nonexistent,,93444.0,-36.1,4964.0,,no
37.0,management,,university.degree,no,,no,telephone,,mon,1323.0,9.0,999.0,,nonexistent,1.4,,-41.8,4.96,5228.1,yes
30.0,,married,university.degree,no,no,,telephone,,,100.0,2.0,999.0,0.0,,1.4,94465.0,-41.8,4865.0,5228.1,no
18.0,student,,unknown,no,yes,,cellular,,fri,,1.0,,0.0,nonexistent,,92379.0,,,5017.5,yes
,technician,married,high.school,,yes,no,cellular,,mon,862.0,9.0,999.0,,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,no
27.0,,single,university.degree,no,no,no,,,,,,,,nonexistent,-1.8,93369.0,,0.637,5008.7,yes
35.0,admin.,,high.school,no,yes,no,cellular,may,fri,141.0,,999.0,0.0,nonexistent,-1.8,,-46.2,1313.0,5099.1,no
34.0,,single,high.school,no,yes,no,cellular,,,80.0,,999.0,1.0,failure,-1.8,92893.0,,,,no
33.0,,,high.school,unknown,yes,no,telephone,may,thu,,1.0,999.0,0.0,nonexistent,,93994.0,-36.4,,,no
55.0,blue-collar,married,basic.9y,,unknown,unknown,,aug,,159.0,2.0,999.0,0.0,nonexistent,1.4,93444.0,-36.1,,5228.1,no
,admin.,married,high.school,,no,,telephone,jun,mon,118.0,1.0,999.0,,nonexistent,,94465.0,-41.8,4865.0,5228.1,no
34.0,,,high.school,no,yes,no,cellular,aug,fri,,1.0,,0.0,nonexistent,1.4,,-36.1,4964.0,5228.1,no
45.0,admin.,,high.school,no,,yes,cellular,,wed,192.0,3.0,999.0,0.0,nonexistent,1.4,93444.0,,,,no
78.0,retired,divorced,,no,,,cellular,,fri,182.0,2.0,3.0,1.0,success,-3.4,92649.0,-30.1,0.714,5017.5,yes
57.0,,,university.degree,,,,cellular,nov,mon,62.0,1.0,999.0,0.0,nonexistent,,,-42.0,4191.0,,no
45.0,entrepreneur,single,,no,,,cellular,jul,,,5.0,999.0,0.0,nonexistent,,93918.0,,,,no
36.0,technician,married,basic.9y,,yes,,telephone,jun,,702.0,2.0,,,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,no
,blue-collar,single,,no,yes,no,,nov,,,,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4076.0,5195.8,no
46.0,,married,high.school,unknown,no,,cellular,,mon,,29.0,999.0,,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,no
,,married,,,no,no,cellular,jul,wed,129.0,2.0,,0.0,nonexistent,1.4,,-42.7,4957.0,5228.1,no
,student,,high.school,,yes,no,cellular,jul,mon,100.0,4.0,,0.0,nonexistent,,93918.0,,4.96,,no
32.0,housemaid,,basic.6y,,,no,telephone,jul,,68.0,1.0,999.0,0.0,nonexistent,,,,,5228.1,no
37.0,services,divorced,,no,yes,,,may,,125.0,4.0,999.0,,nonexistent,1.1,,,4857.0,5191.0,no
52.0,,married,,no,,no,telephone,may,tue,358.0,1.0,,0.0,,1.1,93994.0,-36.4,4857.0,5191.0,no
34.0,technician,single,university.degree,no,no,no,cellular,,tue,117.0,3.0,999.0,,nonexistent,,93918.0,-42.7,4962.0,,no
29.0,management,,,no,yes,no,,may,wed,281.0,4.0,999.0,1.0,failure,-1.8,92893.0,-46.2,1.27,5099.1,yes
39.0,blue-collar,,basic.9y,no,no,no,cellular,may,tue,225.0,1.0,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,1344.0,5099.1,no
25.0,services,single,,,,yes,cellular,,mon,,3.0,,,,1.4,93918.0,,4.96,5228.1,no
,admin.,married,high.school,,yes,yes,telephone,may,tue,196.0,,999.0,0.0,,,93994.0,-36.4,4856.0,5191.0,no
43.0,blue-collar,,basic.4y,,yes,no,cellular,may,wed,,2.0,999.0,,failure,-1.8,92893.0,-46.2,1281.0,,no
47.0,,divorced,,no,yes,no,,,thu,303.0,3.0,999.0,0.0,nonexistent,1.4,,-42.7,4962.0,5228.1,no
37.0,technician,single,,no,,no,telephone,,,,1.0,,0.0,,1.1,93994.0,,4855.0,,no
43.0,admin.,married,,,,,cellular,jul,mon,41.0,2.0,999.0,0.0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,no
21.0,student,single,,no,,no,cellular,sep,thu,145.0,,999.0,1.0,failure,-1.1,94199.0,,0.878,4963.6,no
32.0,,married,high.school,unknown,,no,telephone,may,,109.0,1.0,,,,1.1,93994.0,-36.4,4855.0,5191.0,no
30.0,admin.,single,university.degree,no,,no,,,thu,769.0,4.0,,0.0,nonexistent,-0.1,93.2,-42.0,4076.0,,no
,student,single,high.school,,yes,,cellular,jun,,,2.0,999.0,0.0,,,92963.0,-40.8,,5076.2,yes
33.0,admin.,single,high.school,unknown,,,cellular,,thu,381.0,3.0,999.0,,nonexistent,1.4,93444.0,,4963.0,,no
,,,basic.9y,no,,no,,may,thu,,1.0,,0.0,,,93994.0,-36.4,4.86,5191.0,no
50.0,admin.,,,,,no,cellular,,,250.0,,999.0,,nonexistent,1.4,93918.0,-42.7,4962.0,,no
34.0,admin.,,university.degree,no,yes,no,cellular,may,thu,,3.0,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,1327.0,5099.1,no
29.0,technician,single,,no,yes,,cellular,jun,,226.0,2.0,6.0,,success,,94055.0,-39.8,0.704,,yes
31.0,admin.,married,university.degree,no,yes,no,cellular,,thu,,1.0,999.0,,nonexistent,,93.2,-42.0,4076.0,5195.8,no
,admin.,married,,no,no,no,telephone,may,fri,66.0,4.0,,,nonexistent,1.1,93994.0,-36.4,4864.0,,no
,self-employed,single,university.degree,,,no,telephone,,fri,,1.0,,0.0,nonexistent,,94465.0,-41.8,,5228.1,yes
36.0,blue-collar,married,,,yes,no,,jul,thu,11.0,16.0,999.0,,nonexistent,1.4,93918.0,,4968.0,5228.1,no
32.0,,married,,unknown,no,no,cellular,jul,,,5.0,999.0,0.0,nonexistent,1.4,93918.0,,4.96,5228.1,no
36.0,admin.,married,university.degree,no,,no,cellular,may,tue,,1.0,999.0,0.0,nonexistent,-1.8,,-40.0,0.697,5008.7,yes
46.0,admin.,married,high.school,,yes,,telephone,,thu,146.0,4.0,999.0,0.0,nonexistent,,92893.0,-46.2,1327.0,5099.1,no
,,,university.degree,no,,no,telephone,jun,thu,221.0,,,,nonexistent,,94465.0,-41.8,4866.0,,no
56.0,admin.,divorced,high.school,no,no,,,,tue,,1.0,999.0,0.0,nonexistent,-3.4,92649.0,-30.1,,5017.5,no
,,,university.degree,,no,no,cellular,nov,thu,,,,0.0,nonexistent,-0.1,,-42.0,4076.0,,no
67.0,retired,married,,no,,no,,,wed,47.0,2.0,999.0,0.0,,-1.8,93075.0,-47.1,1415.0,5099.1,no
34.0,services,,high.school,no,yes,no,telephone,jun,mon,,3.0,999.0,0.0,nonexistent,1.4,,-41.8,,,no
38.0,,married,professional.course,no,no,yes,cellular,aug,wed,120.0,,,0.0,nonexistent,1.4,93444.0,-36.1,4967.0,5228.1,no
35.0,services,married,,no,yes,no,cellular,aug,thu,122.0,,999.0,0.0,nonexistent,1.4,93444.0,-36.1,4962.0,5228.1,no
30.0,admin.,married,,unknown,yes,no,,may,mon,304.0,,999.0,,nonexistent,1.1,93994.0,-36.4,4857.0,,no
